"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",18,0.201916643551408,0.106701177707876,0.219421526327884,0.320065639395411,-0.0268687171908149,0.0996412332507519,1.68467941319535,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",23,1.18862272352435,0.858189530241329,1.3045540298074,1.29676621771098,-0.5311031490808,-0.525257334769674,1.27965414786431,12,1,2.48901903367496,2.48901903367496,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",72,0.0435206735554257,0.00498878231426642,0.0663132177558738,0.0821037316435506,0.00811604568426875,0.0098011314085532,0.294622692885149,6,29,0.0074616380380457,0.00305908107126436,0.0100363653354412,0.00909486878971357,0.00590527764338021,0.00601134777331127,0.438811736414167,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",28,0.806686559726656,0.759039593122395,0.343188027305519,0.405426042385985,-0.0380646689596193,-0.0398110921110336,1.13585436374592,1,2,0.993261455525607,0.993261455525607,0.596561785744985,0.84366576819407,0.191742220044107,0.191742220044107,0.6875,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",484,1.45074487999591,0.840295983068541,1.55468551509442,1.65408179726838,-0.0780171491312903,0.0327488572685584,0.708419668207969,17,59,1.28842978380464,0.957373872068756,1.01853420290149,0.942571658472914,-0.323754745692352,-0.386978062294574,3.17506150713016,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",56,0.771123940997717,0.631912431074919,0.813943720722867,0.822162086819969,-0.568789136793892,-0.207807550930138,0.288116273016197,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",46,0.614838867726171,0.543181348472392,0.378663728934366,0.482924482924483,0.0661857296964108,0.0625174555901116,1.00326813403897,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",27,1.04656202666516,0.9286782061369,0.47683442705438,0.509237644233976,-0.00498993261458769,-0.0266205426668919,1.2972972972973,1,6,1.0171969808261,1.03325883201154,0.22680620257749,0.413945235369449,-0.0599221217870945,-0.0475455915614431,3.14736842105263,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",1000,1.52526770858255,1.01990360267569,1.54564970124302,1.6532874617737,0.258869017839048,0.182318782664793,0.222051965944551,88,17,1.12710448242316,1.07265708306926,1.26111735125605,1.68287460384174,0.10185857129098,0.171609806754145,3.17615874482538,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",36,0.802342484111082,0.761099708874175,0.264923333026329,0.191142191142191,-0.0354764375329248,-0.0112218250598556,1.66666666666667,1,2,-4.79323151264308,-4.79323151264308,11.2861421264601,15.9610152621102,-4.85781825547929,-4.53793571177642,0.581111107782081,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Barbados","High income"
