"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_more than 20","mean_more than 20","median_more than 20","sd_more than 20","iqr_more than 20","OPcov_more than 20","OPcovNoWeights_more than 20","indAlloc_more than 20","N_11 to 20","mean_11 to 20","median_11 to 20","sd_11 to 20","iqr_11 to 20","OPcov_11 to 20","OPcovNoWeights_11 to 20","indAlloc_11 to 20","N_0 to 10","mean_0 to 10","median_0 to 10","sd_0 to 10","iqr_0 to 10","OPcov_0 to 10","OPcovNoWeights_0 to 10","indAlloc_0 to 10","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,20,9,0.181847749964105,0.172778012765359,0.0422050631038611,0,0.0104772359459985,0.0054917626384293,0.88146187292227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,1,14,-1.0231780811185,-0.977167023793602,0.490821723420239,0.38598258193908,0.750993394041758,0.991016068732722,1.16537561557281,16,-0.955986522864047,-0.96495617449328,0.827769223337372,1.14540512508274,0.782682888314279,0.801543209959959,1.6971202964526,3,0.514718611727794,0.357748415029094,0.378583250500318,0.721740921784022,0.186390978165071,0.193465601523437,0.988784094286564,"2013","South Asia","Bangladesh","Lower middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,2,52,-4.1997664920549,-4.39798536743799,0.801404087301558,0.653233506423234,0.327733490216611,0.287648292700257,2.33082170247405,15,-4.12467666151305,-4.20206096966103,0.939536598116535,1.73963068372772,0.312136547552393,0.381647919361152,2.8736154755691,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,3,22,2.09161321462605,2.1308737135416,0.348107493619578,0.394460496813776,0.149321254542504,0.339191733510412,0.383530080688838,76,1.81944877647499,1.811316210056,0.650954705034849,0.654259638617985,0.622268056287813,0.584791780971789,2.37233960650945,6,1.52946166783761,1.39119817969367,0.707763786735293,0.506360260088224,0.298784152707175,0.196720092718578,0.533912622767922,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,1,30,-3.1508135864087,-3.0645230397884,0.972361020655779,1.04745412421675,0.645830471203313,0.480626583544953,2.58692925553681,12,-2.70229581739181,-2.63773535020637,0.481290860276945,0.281626141061324,0.0135702633946684,-0.00195533632182282,1.60133960857095,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,1,23,1.7238311158014,2.10490935072338,0.890309547071198,0.846787492355435,-0.0545067897369777,0.0488281283421572,0.417861775025622,26,1.4514057925135,1.49549255271924,0.4869730951845,0.613293674923945,0.175739039176152,0.325097777086571,0.75,32,1.22746919787998,1.07444733168869,0.70560055879433,1.08712681153971,-0.0566756780196803,0.0637385734967577,0.529176074789111,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,1,9,3.38178728520617,3.74730323936755,1.75273387998348,3.658641129077,0.718250074555687,0.576051671870283,5.26618882412312,5,2.84550321508062,3.10787436399444,0.654842480688324,1.16589657972357,-0.385101327961024,-0.337326588876406,0.176353742952003,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,87,-0.0550413587821481,-0.0572368541491583,0.841173237782144,0.908573176445564,0.568061130614415,1.23820137193308,1.66666666666667,99,-0.17765921822053,-0.418105080024312,0.910372326082451,1.14868757626889,0.340975284404345,0.428949125933623,1.56276434103841,31,0.022180472019593,0.00961035599283811,1.12420226555242,1.52829320143281,0.322555267693669,0.247717679137601,1.92510520441936,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,3,43,-3.90790788186238,-4.10114969890209,1.9798753586357,2.10685825761974,-0.110976107804414,0.253971644062215,0.925550633823687,18,-4.93611863033006,-4.88503840889316,0.7021484787519,0.835328901656043,0.29614962334369,0.703068785529331,1.41831558450353,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,0,6,-2.51054765643644,-2.36557749173482,0.900328290405946,0.613681909735776,0.0642812398594857,0.0810806741851134,0.807741451816641,14,-2.65188338827779,-2.78207562437357,0.678099937176412,1.19931463026257,0.122173301042919,0.135554477293035,0.818181818181818,7,-1.79985105402437,-2.06294503112025,1.14228356710897,1.0635982645202,0.300730308708489,0.515814119426741,1.1123066339874,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,1,81,1.20336254417815,1.22199327599986,0.921193066935511,1.38776069424856,0.152076986821706,0.369496450422263,1.27092423949099,42,0.945905821278333,0.776462300069256,0.764724261802118,0.972275769955179,0.615053396241059,0.488241346834984,0.672452792280347,5,0.331135429916809,0.102293664491358,0.474611446711479,0.346313958371535,0.45784149834034,0.490888266614184,0.883188756079861,"2010","Latin America and Caribbean","Mexico","Upper middle income"
