"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",7,1.44252178765408,1.36504361754101,1.15916157865435,1.54688407711684,-0.443564185313329,-0.872443297111335,1.32925562764122,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",12,2.7993694552021,2.25810692785466,2.18897261218125,3.33408714005729,1.3235933388967,1.36565502376044,0.575131266226351,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",4,0.462317106816483,0.445072157427447,0.128761310972472,0,0.000746468354642967,0.00458508094793979,0.953486373156018,6,1,0.522113022113022,0.522113022113022,NA,0,0,0,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",4,1.53047768750969,1.53027793834502,0.274675818703791,0.339097435778862,-0.221990877808038,-0.0868120451176288,4.65738013344576,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",84,0.848757818285833,0.631762142256673,0.741873860142577,0.714742549025394,-0.371005336917342,-0.309310144394633,2.20909092493502,7,1,0.805194805194805,0.805194805194805,NA,0,0,0,1,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",33,0.927075067771987,0.457131694025773,1.13998701077932,2.07884603814451,1.20242005062832,-0.0590536009968009,0.063699269536361,0,1,2.0746887966805,2.0746887966805,NA,0,0,0,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",384,1.76219308779718,1.46843101602165,1.40137931914742,1.56993307483573,0.154782173134401,0.0354303623017698,0.559981724091346,10,1,0.344184712462355,0.344184712462355,NA,0,0,0,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",4,1.92472218635858,1.9278531556787,1.03641011729655,1.81152993348115,-0.0667919791798509,0.0486531794549327,1.1752484205361,0,1,2.06953642384106,2.06953642384106,NA,0,0,0,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",5,0.287912750365895,0.0403368802429567,0.728110819207165,0.00743854352380828,0.137451778169235,0.0945489793296253,0.558540961197424,1,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Kenya","Kenya2013",2,0.0735906617902723,0.0735906617902723,0.00107300456406557,0,-0.000469511607553269,-0.000505819202329921,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",15,1.98081107970057,2.37651531043044,1.04324619642099,0.54874693432897,0.344849684600026,0.635764923327545,30.3327943195508,2,1,2.01715079084202,2.01715079084202,NA,0,0,0,1,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",8,2.13536540051909,1.10803468160081,2.11376063572776,3.18782003888387,0.421671383998821,1.00974048057664,0.581481765014573,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Peru","Peru2010",8,2.06139507355678,0.806346912188643,2.89235958924922,2.60988959198678,0.377154005931757,0.0197201786629166,0.894190542460318,0,2,0.767089550882422,0.767089550882422,0.817274529206887,1.15580072338647,0.228979388595432,0.228979388595432,0.716216216216216,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",44,2.05212321959788,1.35355443153778,2.25409845089997,2.41967113632615,0.115859727519202,0.368502063029198,1.16285343888812,6,29,1.36823504281045,1.10874281885057,1.87640020969021,2.19652896966503,-0.416833002168469,-0.407585600805627,0.989547485542395,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",44,1.33349095739454,0.993677977587143,1.33553526890738,1.53271009912441,-0.568919063202681,-0.417426098457819,1.10306721117413,0,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",6,0.5047351845613,0.346153975083737,0.515505482015621,0.5504308088122,-0.0871826451703237,0.444627371010123,4.45403123139787,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",8,0.911725991424875,0.87824694234009,0.589370239078508,0.551554271546493,0.0849984252551329,0.0575352132778169,1.02721110320125,1,1,0.847601288353959,0.847601288353959,NA,0,0,0,1,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",8,2.79406166035947,2.66354635997041,2.01070595259188,3.23960353372118,0.27682086901825,0.443076152272886,1.42857142857143,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",8,2.2943135290143,1.02992468229627,2.52848275471018,1.92914431842713,0.917185701207563,0.912530772981404,0.0980392156862745,1,2,0.901752064771802,0.901752064771802,1.84787134897352,2.61328472323902,0.218810681681722,0.251196189067402,0.765801391996048,"2009","East Asia and Pacific","Vietnam","Lower middle income"
