"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,0,9,4.49942704098182,4.53995126009393,0.601842272753228,0.573481328771512,0.512788948755294,1.06711242228376,1.29556109704237,22,5.47238022566393,5.4437887621473,0.588043870613342,0.693369198179257,0.226873975672272,0.255591932861769,1.48901682854088,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,1,29,-3.22277973917368,-3.24708509032072,0.950477331985577,0.976274736924728,0.406360928113091,0.397421293491332,2.45873680679167,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,1,34,0.920450110651857,0.578821432802827,1.16237859307873,1.42957573127611,0.237729790290321,0.235571285903092,1.54466123056142,16,1.10586917923383,0.668714337262753,1.2057769059924,1.62355351491184,0.147153796626165,0.149455466526854,1.76209962170044,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,0,85,2.08431785856141,1.98740175197701,0.721586020635449,0.795563096185347,0.340725481722999,0.389471240873904,2.00390037099211,39,3.13631910913327,3.00357261018407,0.936330644433864,0.994703327824584,0.369227050693748,0.275422107906716,2.53997371726478,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,4,88,-0.396393727780047,-0.61988866695143,0.799506989718255,0.576224280749582,0.235702352967321,0.0147947328840338,1.86943462769256,31,-0.100747635850512,-0.218823164525436,1.08711464454899,1.66011386863668,-0.0720205140596653,-0.123194637146294,3.66868849763666,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,1,57,-6.91134616252631,-7.27607638448968,0.723833750675808,0.899439971738058,0.232785116444454,0.14306517061893,1.2,44,-6.29952136017259,-6.27939407075394,0.738348477958784,0.55705740673903,0.0158104472369461,-0.0477796386815886,2.46158377963987,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,1,12,-5.75235942077698,-6.01094946403235,0.598627729031061,0.650988681634519,0.323333272327686,0.28153282467714,1.17121600260664,3,-6.06995013600732,-5.93480517890405,0.644470568016696,1.27918230272761,-0.401990516899268,-0.410199669649075,0.267908833144851,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,1,16,-5.27237327815145,-5.87710312693355,1.59785951891567,1.72144952797449,0.381905388754245,0.257236402601919,0.324716527737851,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,5,55,-0.654252464316317,-0.523037012899728,0.716549188817943,0.608649123573098,0.0365168159591474,0.0352761962954125,0.876232434896994,7,-1.47205542065204,-1.84649628893464,2.61928243481985,4.32350699191057,-1.36577057419101,-1.35657982520621,0.333749266277646,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,1,39,1.01865593925733,1.04803867573949,1.25105622335538,1.58675425003761,0.423241659850518,0.396848194095322,1.23587867346624,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
