"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",4,0.0174217256031857,0.0142037819050898,0.0177002852054955,0.0394867048866208,-0.010294367051294,-0.0102977265261848,6.32421066301453,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",3,0.401774114238796,0.4062653498987,0.159879572876331,0.211184210526316,0.0663563451871995,0.0758894595838204,0.182746385180128,1,1,0.222222222222222,0.222222222222222,NA,0,0,0,1,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",36,0.386915033555527,0.400522988010166,0.242770065416444,0.348659003831417,-0.020412546008387,-0.0207313744412969,0.354195135389852,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",4,0.287582816448497,0.411130713753248,0.416843922436548,0.686164229471316,-0.186171505284196,-0.151098074034563,0.499657597477368,2,1,0.50125313283208,0.50125313283208,NA,0,0,0,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",5,0.273911780632711,0.232230651775298,0.323417912232367,0.257274306303203,-0.0804609417373284,-0.056804157407705,2.03312060953221,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Chile","Chile2010",3,0.854091511339271,0.865954983241946,0.128662467351584,0,-0.000151188858574698,0.00697121475833567,1.02595617834233,6,4,0.0766591412231124,0.0836874649847694,0.0399338435196739,0.0822667165037399,0.00596285315051574,0.006128997984765,0.782840798101249,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",66,0.284199823201153,0.253297252621379,0.185341771114739,0.300908867600098,0.0086926699381187,-0.0221181769653876,2.95967713646366,1,5,0.281454114509589,0.269740883880307,0.167252573529206,0.302969242345378,-0.032452586263548,-0.0598310573057507,0.542414493269455,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",12,0.429125443694139,0.487297001982924,0.238434847222223,0.412790808689046,0.0451130665588545,-0.0221837298507076,0.397581917264472,1,1,0.0478762161930479,0.0478762161930479,NA,0,0,0,1,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",58,0.453386609112731,0.486340602990696,0.244168991949666,0.379704123608495,-0.0427958439793386,-0.0589513725774036,0.340819320783505,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",4,0.226432421664317,0.173370818915802,0.167244088090403,0.146121987763918,0.0079001620745953,0.0079001620745953,0.879310344827586,2,6,0.13256060421256,0.120112484671882,0.0954103067969523,0.0992220692956734,0.0250258402137264,0.0250258402137264,0.666666666666667,"2011","Sub-Saharan Africa","Ethiopia","Low income"
