"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",6,1021.04282387941,1089.94474548036,1233.43095422358,1259.71160679232,-213.92716391086,-711.509229968799,0.836142092576705,7,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",4,4527.99805186294,3076.16936930516,3894.96850643836,7960.38219192427,1237.12880335699,1270.7006601978,1.05195010153107,1,1,31977.6036769607,31977.6036769607,NA,0,0,0,1,"2013","Europe and Central Asia","Albania","Upper middle income"
"Argentina","Argentina2010",45,42551.308565151,38504.8596665326,26246.8279192386,29340.7633901779,6164.83164970837,3538.74923907309,1.16745075790515,12,4,165598.482569229,165595.266438712,93182.4831732696,121876.251466242,24949.9877989726,20577.4220671506,1.29784571818763,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",145,6019.17087857214,5226.58814530653,4518.50685572792,5420.16548402158,-49.0150917786783,801.939398758582,1.29406341165281,16,1,4460.0218839949,4460.0218839949,NA,0,0,0,1,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",5,32421.6836850476,30043.9515642265,19933.6482291,28293.6990528882,-13286.0263222218,-1654.2594744169,0.40282143229562,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bolivia","Bolivia2010",11,18559.1727728199,20140.8962233719,11628.1923086873,10264.7896765544,-2234.91678325419,-6311.89513246505,8.26501181582543,2,1,5060.91712121863,5060.91712121863,NA,0,0,0,1,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",4,16166.589513371,4668.1574442502,24019.7817253122,48595.093219234,5310.31516050031,5990.91699105024,0.918297072589185,1,6,12950.3340280141,13777.4962602687,7975.51975638696,3923.46719863427,2754.69280893185,2130.44395299016,4.08067613252013,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",1,835.414579481305,835.414579481305,Inf,0,0,0,1,118,49,35591.1414646793,15547.2906611082,41997.9454420234,44189.0343357217,29759.9631714589,26458.685847794,0.451024116108051,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",8,24287.0201501134,19178.8830499613,17114.8815619758,15484.3246270732,23367.6725831225,15496.6400802061,1.06263775288591,0,2,15552.3489171811,15552.3489171811,11716.0114689766,16568.9423163455,-3878.14804455873,-3778.2734570746,0.666208036164563,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",57,50261.8131278701,37726.299699429,36329.1500468153,42575.3171129233,917.826390573612,925.920883362868,1.1320475336063,11,2,25419.6746900909,25419.6746900909,5133.07294469428,7259.26137503704,-124.147525237182,-125.159678879949,0.963045304058279,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",146,40326.38647776,29959.5900571625,29914.2107841851,36347.0784135055,-4369.07638509368,-1814.02830355556,2.4,6,3,91417.0926870086,109632.889003064,73797.0260084223,113704.066005621,-26430.0003547395,-23278.4570480841,0.554329177680717,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",53,79284.31114785,52787.4067277035,68477.5754336611,133970.608741184,-11864.5551376446,28715.3791396045,1.19414844060881,3,2,67347.9985620437,67347.9985620437,9672.85014340581,13679.475859607,726.936642636507,854.967241225439,1.0794647578218,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",1,15792.0580056411,15792.0580056411,NA,0,0,0,1,6,4,34745.7872784046,18836.1392237903,32816.4565600167,66011.4896649304,1066.56544486708,1636.06027863636,0.974573796339137,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",5,48135.6880475926,49577.0085847471,9509.57707111639,20137.9161322861,-2023.16022453791,-1421.99945008353,1.27002193414438,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",7,20163.2376437131,13931.4644196526,13453.2449228645,10002.8923963008,18287.5554302785,18011.7594349418,3.29658490342675,0,3,13936.7783472887,10875.79160282,8347.53904818,15830.8784688065,-394.364854459774,-394.364854459774,0.818181818181818,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
