"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",6,37753.5090818158,5551.82422040675,64197.1472767079,131582.779204113,-18710.1646709128,-13300.4644400641,0.997290542592203,4,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","Afghanistan","Low income"
"Argentina","Argentina2010",100,52615.1151813826,44792.8166345009,32081.1192473922,35156.6109998776,6286.10534091609,13120.4298813147,4.09029654799894,9,9,267515.140871738,141268.317059313,257401.583823858,299613.911409772,-7561.06581939296,62190.5951028013,0.20163858093201,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",6,4551.24768553203,4292.12618397271,1421.53833984764,1612.1734933149,-340.47362541318,-80.6194618901301,1.02846927054358,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",5,12834.6389021047,12233.2945922278,8241.16868247851,15251.1320942254,-4407.50636350105,-4904.9387930828,0.237465945273519,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",24,4386.07235380293,3276.5210825902,3490.4354520073,5785.10636848439,44.8767947186966,-407.02793144033,1.23315812870403,2,1,6968.78419374204,6968.78419374204,NA,0,0,0,1,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",5,57674.740840709,59989.5026498316,29144.2825893131,29185.4775330652,-12713.7004283549,-3472.97750537272,0.243471395629902,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Brazil","Brazil2009",69,45567.0064905994,46900.4676200031,25021.407273607,10552.6052145007,17279.0649188268,10039.8429403548,0.205203489691729,36,56,47206.6496400179,16733.1915887621,63052.9127778009,62712.625274747,-13037.4968188013,-35691.0996932757,1.58831107082805,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",12,24777.0089601635,20679.753013181,18307.6109774039,16774.6850126626,8352.03823115385,7491.29520070513,0.776934294386817,1,1,18891.9083333377,18891.9083333377,NA,0,0,0,1,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",17,42372.9716434845,40056.0655084561,20081.8660089626,22464.9864442548,10188.3803101498,9636.89915685469,0.772913764621711,3,1,392594.439744694,392594.439744694,NA,0,0,0,1,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",142,52228.2210211209,37449.4875714531,48503.6903464949,51597.0717651132,43222.2646455329,84930.4081418157,1.05602475054497,9,2,94716.6468998935,94716.6468998935,2583.80051267015,3654.04572748468,-303.905705572623,-332.18597522588,0.78668172492075,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",19,37190.5353225773,25384.7346933784,30300.0442672509,32251.8951718439,24545.9124604789,19953.8815946728,2.10864851272545,4,1,64008.4777042539,64008.4777042539,NA,0,0,0,1,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",12,34565.8331901904,29280.9514037451,20742.9247769581,26771.5829483199,16997.2419337056,13821.9176946159,3.33333333333333,1,6,41598.8945109196,34227.8873081343,25171.2815910654,39870.2651759681,-10882.1130259652,-12196.1081214807,0.736261518166687,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",4,74177.2194462823,68240.3149690644,34068.5035147376,60327.8984952687,-24569.7860915442,-19213.9759131336,0.325595409291565,1,3,8296.73398598735,4591.89293203604,9728.36748222154,15179.1120470492,-623.557253535202,-2064.14546429656,2.84147227837078,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",12,90822.779935803,50142.054026737,97856.4306447076,85776.0906160275,-3492.38249382471,1061.77548087491,1.98053379981332,1,1,143651.641849279,143651.641849279,NA,0,0,0,1,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",16,70866.42770588,57201.9382236484,49258.1596806279,60178.794274883,-4493.34991052927,9926.96528483175,0.802379878549295,2,2,86453.1307190949,86453.130719095,16136.6069224562,22820.6083604211,-6045.7758975853,-9393.012833433,0.723751283553569,"2013","Europe and Central Asia","Czech Republic","High income"
"Egypt","Egypt2013",23,9912.98274991294,10313.5248808421,2499.14384233184,1770.6844651266,-2636.22964135606,-1947.83312782983,0.0681592035651579,27,1,142870.627209515,142870.627209515,NA,0,0,0,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Estonia","Estonia2013",4,224298.231689796,214785.719540457,171574.653275308,337343.44932684,-23606.0301575495,-13904.1453149647,0.964095251088788,1,1,152493.335118306,152493.335118306,NA,0,0,0,1,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",1,49093.3900763836,49093.3900763836,Inf,0,0,0,1,4,4,17312.2203455877,12887.0148950507,17141.5019452756,16230.3474902007,-5798.71028846023,-5798.71028846023,0.522222222222222,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Hungary","Hungary2013",4,140004.254649486,171872.910006425,130386.78677824,206568.309179493,-42591.8393378371,-21223.1988062754,0.79092666826225,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Hungary","High income"
"India","India2014",652,24621.7070739936,18168.2271197746,21918.3940556457,21878.3703421286,1093.1688774115,3453.95418672237,0.833333333333333,65,3,40692.8264809554,51654.4095570679,48253.4616575727,76902.471752582,29362.4889855764,18273.9336422184,0.962258831140335,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",4,2277.16130236391,1658.69512551585,3727.89057953463,2286.16163371949,3077.30172359843,1735.12287092198,1.05139786633939,4,1,136.390324738947,136.390324738947,NA,0,0,0,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",2,8250.33811463156,8250.33811463156,6169.46498539691,0,1048.65169105806,2181.23526373356,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",7,126426.424622364,131161.59227451,64800.6045969571,96465.49427438,15041.294886427,21595.6117091391,0.854135481439198,1,1,221924.830928981,221924.830928981,NA,0,0,0,NA,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",7,129021.043024631,91355.529803238,110927.099638243,229889.552204448,-49645.0159525421,-14234.6418468689,0.731531646181355,0,2,92997.391668466,92997.391668466,26303.6345125735,37198.9566673864,6199.82611123107,6199.82611123107,1.5,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",15,32313.5966600856,16503.6857410256,30727.4631149167,29706.634333846,3777.96858710621,6211.61401530659,1.5528776569239,6,2,39108.6907694567,39108.6907694567,11284.1786431662,15958.2384774064,8368.4545099196,7832.71338111233,50.7619279734331,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",16,34787.1517540276,26369.4191721846,30008.3519143621,33984.927064466,19951.9326623928,26039.6150436533,0.812249023341048,4,1,346098.26713459,346098.26713459,NA,0,0,0,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",5,12359.5800876362,9397.62778981008,9574.6967541403,20880.6370399349,4618.24548830823,3803.26820915311,1.07660323629748,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Latvia","Latvia2013",5,83812.8088163513,58912.300308463,87315.8986336725,146117.178561543,-21507.256313157,-15385.1048219201,0.765284183406088,0,1,34795.9347814272,34795.9347814272,NA,0,0,0,1,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",8,42851.8165062992,31855.9310412333,30829.9386403688,31535.8319210082,20150.1898094733,8904.57235691394,2.76790076599337,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",6,14895.6408603515,13716.2792079681,31721.179723188,29990.0700535786,22555.578943586,22958.743732839,0.980247500963017,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Lithuania","High income"
"Mexico","Mexico2010",72,14369.5156560138,9182.57456894368,16491.7490370538,2220.00632701807,9511.92823127224,543.580128263789,0.98947766171308,25,13,91461.5288100164,95142.6685921296,51500.323184006,50735.0000471311,15730.5115710391,15553.1426867368,1.04043674670963,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Morocco","Morocco2013",7,28471.3633445432,9566.96385048109,27426.7596567781,36523.8178674099,27770.9027905433,21739.031725296,2.02140613907497,2,1,12477.88293999,12477.88293999,NA,0,0,0,1,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",36,7651.02772657604,3738.29982036586,7243.0127450317,7632.60737878619,339.50938485058,324.783283578727,1.00970969717793,6,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",9,6260.71222553125,6263.6236235975,1335.80190670926,1594.30337496727,150.893503555051,290.118145681757,0.568337269381532,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",8,3861.43255657838,1542.43220127287,4359.3740846754,8127.22945938907,-764.031878492541,-668.099980369644,1.02357692841642,12,1,79.4062477712659,79.4062477712659,NA,0,0,0,1,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",16,27813.4098051625,10042.1231679068,49528.4924915646,14422.3071527019,15348.9454677474,11034.3527297315,3.95146657690442,19,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",23,40474.9491449961,27426.6354225289,29505.7387076871,34312.8166671741,35996.4572733158,33963.580619751,0.671334048708841,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",4,14941.6065602919,14839.6837163877,5290.51228276012,9341.83347396346,4.81640253202397,4203.6552295086,0.838297186713128,2,1,200815.902266511,200815.902266511,Inf,0,0,0,1,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",13,104007.998111363,63709.7758512493,108452.701152315,100974.918836066,-42216.3894170228,-71916.3888953899,0.225603657922639,3,3,87792.4579121195,98616.8879111762,94192.837532703,140473.931204292,-47170.5980810155,-12743.8933673707,0.544261153195261,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",15,23587.5408484451,18484.4001617984,16858.579626655,7794.63441027304,436.785555889724,-3035.54321922508,1.45705580535154,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",96,31554.79753036,28177.7126309304,22137.9867083994,26024.5321730491,4664.03086234068,2969.22871758252,0.993521957202702,35,1,520490.643460982,520490.643460982,Inf,0,0,0,1,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",4,40743.0960422293,39555.598552382,29635.5017994563,57194.8462473543,-4052.6287230126,-1146.21250576682,0.965029715208093,0,1,23831.1514297031,23831.1514297031,NA,0,0,0,1,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Slovakia","Slovakia2013",9,73341.3237512014,95125.973015677,51961.9442739,97914.7491945028,-10219.4923314227,-3032.85255973978,0.265166776857589,4,2,181663.203468028,181663.203468028,134934.856853399,190826.70459895,4083.54918710492,4200.58783708379,1.03731709964531,"2013","Europe and Central Asia","Slovak Republic","High income"
"Slovenia","Slovenia2013",10,121558.90830271,111523.786674401,27866.7530904517,44660.2599436441,-7281.90036892596,7492.92683075115,1.2285549205494,4,1,500353.984933892,500353.984933892,NA,0,0,0,1,"2013","Europe and Central Asia","Slovenia","High income"
"Sweden","Sweden2014",43,264440.851483074,268291.291158664,25387.2417395349,20118.221507905,1295.60739744816,13144.9177912666,0.894423473831077,40,28,393082.170011462,385407.512239732,189146.075013755,153628.416692846,-16401.5019432883,-22720.3575352924,15.7060233902947,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",13,64819.2580728915,66791.9084147422,38073.9775520962,57643.3673193035,27727.5263753048,42373.283497699,0.504747216081765,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",19,71134.9073872062,57787.4582584384,51761.2545214558,65354.8635065677,-15286.2839287754,-21100.9555230143,0.223206845490907,19,1,38524.9721722923,38524.9721722923,NA,0,0,0,1,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",5,4100.00856628072,3546.9447387593,3284.52982204339,858.685144842433,302.810727177281,263.557918012613,1.74065567897507,3,1,1610.02651166767,1610.02651166767,NA,0,0,0,1,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",85,13276.2481958226,11451.3806363091,9867.75986929132,11276.2985823638,-2870.1117614869,-2778.71622359631,1.03957200020221,41,1,1457.78128064786,1457.78128064786,NA,0,0,0,1,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uzbekistan","Uzbekistan2013",1,4628.78501521106,4628.78501521106,NA,0,0,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",25,23500.3277442498,18162.6310898665,17029.1600640932,19835.4229836229,-6082.81462927283,-1715.26632955369,9.68372792248779,2,3,73475.6646114145,64406.147549106,58640.1700906505,85603.4238653857,40028.4908908433,47078.088919634,4.32117201410975,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",14,15851866.0580861,8542019.71725639,15144784.2561455,19869255.6363939,10483744.3740689,10499562.1489747,1.91477943001985,2,2,39480956.7171431,39480956.7171431,9584110.97880876,13553979.7295202,-3274088.2183008,-3256475.64930031,0.671716816004018,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
