"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",1,0.657623947614593,0.657623947614593,NA,0,0,0,1,2,0.0318882281936778,0.0318882281936778,0.0132638328178335,0.0187578922600295,-0.00189269175682682,-0.00187578922600295,1.21622290217562,2,0.00467712543865381,0.00467712543865381,0.00588854531742374,0.00832766065054924,0,0,1,0,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",1,0.288815789473684,0.288815789473684,NA,0,0,0,1,1,0.5,0.5,NA,0,0,0,1,3,0.407529351710198,0.488522014215124,0.225894908707118,0.366383877250527,0.0519676413186859,0.0520129406910095,0.966171900899735,0,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",17,0.277640191128131,0.249562944307676,0.189021484935388,0.355608922551148,0.0294036619592084,0.028540408189029,0.598734954413068,12,0.519276049411702,0.555555555555555,0.229932437324725,0.292527129532175,-0.0429208945494558,-0.027444686161495,1.36113726752101,7,0.399779783624291,0.457762924473608,0.286861103757677,0.3838199513382,-0.0227583093602116,-0.0346576523405918,0.984161495523318,2,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",3,0.153631185859712,-0.0386410126012668,0.552460158103867,0.841552700649261,-0.111003504142827,-0.0695963957745867,0.797580134795109,3,0.301609095974858,0.228259434821453,0.204516155297968,0.314108916749766,0.0142359714036806,0.0135845947164635,0.898277018593996,1,0.50125313283208,0.50125313283208,NA,0,0,0,1,0,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",4,0.131522580281881,0.116129828451441,0.151551463588424,0.247443534388952,-0.00861340585275909,-0.000991877635290591,2.05879901846023,1,0.75,0.75,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Chile","Chile2010",1,0.874551971326165,0.874551971326165,Inf,-1.11022302462516e-16,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,8,0.200262819070486,0.151274899827095,0.168972153016424,0.0780628394920052,-0.0592797909960033,-0.0545297135222871,1.50868096631732,4,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",30,0.299835829376468,0.279694003431746,0.175358380402651,0.282311899737284,-0.00065544909882734,0.00488319036769153,0.800164044109339,12,0.261559339875783,0.228643530540601,0.186524165720199,0.212732919254658,0.00407239767312785,0.0174562105695922,0.87067851410662,29,0.293958289774572,0.301998059072207,0.215665655335276,0.193672915235385,-0.00291038079963436,-0.0177761483406269,0.969803531462255,1,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",4,0.618894151252935,0.654025449659094,0.179242714845424,0.0946121865940165,-0.0686342617023474,-0.0941929586515866,1.70364004884702,5,0.342347324813228,0.3058450968149,0.260898904736529,0.33190229033765,0.0465083530119234,0.0228854472443735,0.847248616896096,4,0.253828137375988,0.23738777119543,0.238160642224422,0.436250767933936,0.137565281637958,0.109390136949106,0.153346071444483,1,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",24,0.474903498217283,0.575759577309827,0.22307311163918,0.379704123608495,0.0757682907908147,0.00163098473795129,0.471138845553822,14,0.461718349343444,0.4626170020531,0.274598788253146,0.272061246736127,0.0334024079540201,0.0122460474009929,1.11574496923348,16,0.112520092793439,0.111186262224363,0.0988321746477905,0.0505355318838006,0.0352027222096273,0.0412130535803879,0.764647860470575,5,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",6,0.205574468878103,0.19828431372549,0.161413081910254,0.18814154150742,-0.00385794054929251,-0.00385794054929251,1.11111111111111,4,0.116911624666002,0.120112484671882,0.0218970071256478,0.0264805610459665,-0.000171563417345346,-0.000171563417345346,0.84375,NA,NA,NA,NA,NA,NA,NA,NA,2,"2011","Sub-Saharan Africa","Ethiopia","Low income"
