"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",75,143820.277628848,111518.103838715,115031.092329493,83623.4952287281,-2139.6774429127,4172.20101168082,1.43708248122975,21,68848.5273458812,56235.4820540127,39786.3090699439,33317.3994059025,-10718.9602699544,-7659.57548760352,1.69277632158418,9,305217.152217742,73131.0394944048,397095.995153079,813050.876479521,-99161.4745682688,-46816.5947336234,0.163001966923573,5,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",NA,NA,NA,NA,NA,NA,NA,NA,1,35221.0844516074,35221.0844516074,NA,0,0,0,1,4,18227.5079614492,11693.3712434521,15633.7944839768,32026.1912426422,9585.94523878826,9418.81388281873,0.877470788093862,0,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",4,811990.950226244,924444.444444445,750540.241901841,1441111.11111111,180418.916946431,56424.6281595036,0.649572649572649,1,50000,50000,NA,0,0,0,1,1,181818.181818182,181818.181818182,Inf,0,0,0,1,0,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",45,15047.288678896,11235.5056098867,14456.6113166624,13163.2590326238,-2800.02467286067,-2253.88511634008,0.810093874199379,17,13006.1587277748,10727.6900579749,8838.8679327447,14334.9113458992,-4043.08719308215,-2539.56307520762,0.488011416295339,44,12062.5139731641,5670.3962010301,12856.6654290144,12738.1388238719,-5437.73010035487,-5890.52461519398,0.278913051452555,13,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",6,115687.015090216,114359.943709611,48135.5826804805,72916.6666666667,-4805.64778021116,-1614.10835752941,0.6062004717405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",3,24791.0155883687,24321.2312775543,903.096485273098,1621.4154185036,-345.839062187119,-393.070404485726,NA,2,32666.689841889,32666.689841889,26330.2833036043,37236.6437490831,-2916.21818840151,-2968.13826985445,0.830596862904869,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",2,108675.213675214,108675.213675214,98692.7669809942,139572.64957265,12688.4226884227,12688.4226884227,1.22222222222222,3,67135.0848144417,66666.6666666667,29094.943489787,16203.7037037037,-8261.13294094257,-10553.1813865147,0.555555555555556,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bolivia","Bolivia2010",5,42776.3888891463,17556.6156180632,42634.6278746014,40360.873694207,-5819.34621384682,-6299.66367831865,0.980619668202088,NA,NA,NA,NA,NA,NA,NA,NA,1,129500.12950013,129500.12950013,NA,0,0,0,NA,4,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",3,20386.8625510749,16771.1657131586,16591.3575539747,34108.0255079118,11067.0634328566,11567.8511181529,1.66666666666667,2,54688.2763130357,54688.2763130357,3826.55885376105,5411.57142820772,-276.572197260086,-276.100583071822,0.899891501275542,NA,NA,NA,NA,NA,NA,NA,NA,1,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",38,148863.969108732,94528.6928252967,159719.766334912,141313.148089835,-30881.7486469168,-21706.4003940069,1.89521997234496,42,179287.270148994,211465.1294875,119870.598408662,84274.277754693,-88251.6625947117,-34576.473580117,0.188309494788356,43,74804.5497472027,34931.9512145403,87249.6340588433,100051.346697516,95946.4964384524,83799.5793069845,0.389281450619556,14,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",3,45278.4569833507,19859.2426803933,55221.1339084197,102364.292151263,30608.6772077078,29342.0910617221,0.867449585842608,4,178721.41252616,82474.8181983622,227394.861992309,263085.274247756,73976.0773811659,115363.441764772,1,1,2250.71417044457,2250.71417044457,NA,0,0,0,1,0,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",3,18006.0466117097,18496.3789423775,8005.2514153191,16403.6695429543,3422.21531228363,3504.79282639435,8.66182998485606,3,15220.4584235987,14627.8460811935,5080.95696604004,10026.5311922914,-242.193051456477,-507.481364952279,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",1,42020.2439773926,42020.2439773926,NA,0,0,0,1,1,25099.2392896142,25099.2392896142,NA,0,0,0,1,1,234857.130828998,234857.130828998,Inf,0,-4.53410623560225e-27,0,1,3,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
