"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","outliersOut","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",8,20182.7855131552,17689.4050218588,9827.19853276672,9753.16912147302,338.37542245302,990.881510215354,0.688050586306489,5,34717.8734546622,18338.7433530687,30522.8934932371,56485.9211715876,-6351.60605174681,-4514.43384266555,0.799432316936201,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",4,34294.7004651863,15277.105381713,48809.9724630814,45632.4736635009,2211.87874480421,2211.87874480421,0.84375,NA,NA,NA,NA,NA,NA,NA,NA,1,1,666.814808464613,666.814808464613,NA,0,0,0,1,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",7,37791.4061247395,35555.5555555555,18630.1637031223,24691.3580246914,-548.607770829994,-548.607770829994,1.5,1,74074.0740740741,74074.0740740741,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",3,35932.4728030534,35613.6579385545,21299.6851465447,30803.8877332261,-1028.11569970336,-2854.20638087584,0.951693236629959,NA,NA,NA,NA,NA,NA,NA,NA,2,2,110341.426615778,110341.426615778,937.206911608564,0,151.107479146201,556.997758727267,10.2064897557977,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",6,22129.1824279301,18126.5584281861,10183.0255801927,16866.9354409769,1671.95367585081,2388.7770183574,1.73194202731525,1,8267.6993132061,8267.6993132061,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",2,12256.9373891594,12256.9373891594,1.81898940354586e-12,1.81898940354586e-12,-4.13406682624058e-13,-4.13406682624058e-13,0.6875,3,14231.0939714469,12256.9373891594,8390.24340448222,16428.4160804279,2526.43761529438,2526.43761529438,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",38,4507.97795780883,2782.41218702273,3941.16525398004,5228.37501304851,243.871734434171,194.288259336216,1,35,5654.8301246872,3820.92647746822,5144.15556220106,5115.97252318363,710.846806619606,654.673514087649,1.06468871729216,3,12,10479.8639408211,12356.5826246219,5314.3746301712,6730.16910721353,-1284.98896860941,-909.33588049622,1.99450163631311,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",4,45833.3333333333,37500,27638.5399196283,33333.3333333333,8771.9298245614,8771.9298245614,1.23076923076923,3,37955.6650246305,39285.7142857143,14479.3861895697,28866.9950738916,-269.097860451438,-269.097860451438,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",1,4864.24625551086,4864.24625551086,NA,0,0,0,1,1,8704.24745042736,8704.24745042736,NA,0,0,0,1,5,2,19687.5737813995,19687.5737813995,117.647299309823,166.378406260519,-41.1454873192696,-44.6459429926876,0.694856535235906,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",10,39336.7647058824,39625,13551.7154673398,25000,1695.34538586077,1695.34538586077,1.66666666666667,2,23268.3982683983,23268.3982683983,765.26707920622,1082.25108225108,-12.5843149098963,-12.5843149098963,0.977272727272727,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",7,19632.8717474683,15319.3625497271,15367.6931139413,20471.3273526596,-801.741095264924,-1889.86134810807,0.588235294117647,2,6329.31972750901,6329.31972750901,640.147816981775,905.305724699157,115.345826968654,121.132456121718,1.41126977907203,0,1,14509.778683147,14509.778683147,NA,0,0,0,1,"2015","South Asia","Bhutan","Lower middle income"
