"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",4,6515.32070453303,7443.97200727941,3354.68857220429,7373.13200697112,-717.557337005285,-783.497708906248,0.735001035104841,14,5275.93588715196,3926.35239852424,10125.2209076312,16378.2777053949,-78.5963595796556,-228.805388355463,2.04644864938983,1,8205.12616037075,8205.12616037075,NA,0,0,0,1,120,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",20,23064.3277529282,8628.36584685276,29076.4625857358,22899.1619930716,945.032129701844,657.526139212401,1.2217261452616,12,20448.0996837075,16030.8722059565,23082.2552752693,34785.2372797977,5484.71489094833,4200.97706985076,1.22068782702798,1,3276.10549670463,3276.10549670463,Inf,0,0,0,1,78,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",48,265941.706890165,23485.3325352068,602024.315155799,141522.609665755,-10126.9115088719,-5157.90556147442,1,25,6164.00843211046,1446.57433368528,11132.5895961298,3967.06508196962,-1415.38130877334,-1341.72945413147,0.458494090893884,16,17692.6946920941,701.211949605013,28842.9857112303,22252.6144909998,3104.94696163934,2518.16002410593,0.949168561462613,47,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",24,18064.6905519035,13787.4074074074,10071.3358314162,13603.5052910053,-832.473312242329,-832.473312242329,1,6,44642.4162257496,34657.4074074074,26924.8057574355,40529.1005291005,2766.52163773376,2766.52163773376,0.591666666666667,NA,NA,NA,NA,NA,NA,NA,NA,4,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",147,20548.6423849066,19234.8232616424,13170.4356327328,16101.7508161211,-249.244696443892,110.895296463232,0.801100955188763,218,33993.5759256518,23293.016722532,30470.1503107029,29713.4301074699,-270.309847646475,1107.62395413954,0.998210032846822,169,55654.2665490666,42096.3372985866,41932.6831718195,57617.4837049824,13742.883092698,12768.1334819015,1.16846267185156,266,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",31,9970.17165908426,6977.53778841582,10800.9660998101,13160.9962067222,48.7086530327073,-236.21451123837,0.814775739005196,23,9734.5288011794,6015.17358095337,9454.37922711288,8942.02861718988,-565.965136768339,-526.667909568383,0.988179713376069,7,2429.34190804619,1998.94411630278,2465.69268211642,2697.39359372878,-56.1419975432724,-42.5440934045931,0.998611860886311,50,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",16,19772.1673501677,7553.13067592169,24643.4967455532,21725.421522285,-2622.502356788,-2269.39023984251,2,29,10162.058611877,6204.94567171847,9755.73693082149,5118.5422405789,948.598784441058,798.274417469235,1.0867028789283,2,6892.78326797572,6892.78326797572,2413.96059722987,3413.85581563674,193.198554482401,192.717667011752,1.12345515173038,74,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",17,31282.0387517147,20311.25,24039.6598332215,25450,-1008.7898694494,-914.981889026007,1.17333333333333,12,69556.4094391961,62823.8805970149,70829.3414503218,73973.2142857143,9519.75277643203,5463.86729918365,1.28846153846154,2,64647.8632478632,64647.8632478632,73754.2591016081,104304.273504274,32373.2064441951,32373.2064441951,2.63675213675214,11,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",298,2556.20268903292,1869.91965275099,2153.17458173781,2431.33137426111,46.8540631279165,-10.3840675029252,0.886642198106764,381,2886.52911222557,1951.72842630484,2358.54795975615,2453.0120361972,49.3786701856018,32.7442747860919,1.09130082598182,336,3213.01388032066,2304.03280289595,2926.1170949895,3754.66992944771,-394.527540763513,-322.746472067432,0.372752341155246,164,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",14,25557.0790816327,24708.3333333333,11133.5621696755,17968.75,584.338828815109,584.338828815109,1.81818181818182,17,27083.616873486,27692.3076923077,15299.5364659359,16595,-1854.20383000773,-1854.20383000773,1.1875,5,49421.8409698131,23242.590625,62449.7538964689,91029.6430911681,-794.758211192448,-794.75821119245,1,35,"2010","Latin America and Caribbean","Barbados","High income"
