"countryOnly","country","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",19,0.381531195437338,0.300097295984217,0.18575433122676,0.2826724135889,-0.0826219257097602,-0.0790745011851707,1.22118715263075,49,0.591387809077084,0.525520409429152,0.395082791546368,0.509792465992327,0.0399980867560491,0.0388575306980094,0.769230769230769,1,0.795555414918964,0.795555414918964,NA,0,0,0,1,1,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",69,0.368968192428972,0.36023557364804,0.275372206378174,0.360075621261664,0.0149176542330107,0.0279023784216241,0.237409042418874,85,0.349390515357396,0.36964504781417,0.266495538732039,0.347972995749558,-0.10042991502923,-0.0435803798592419,0.727272727272727,19,0.373328710573013,0.39673701421992,0.244180794661059,0.314467057096106,0.205640405764218,0.174507773115388,0.122000929925214,3,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",5,0.536267409839665,0.531815775696893,0.159684892665631,0.33111954459203,0.00997079174210502,-0.0426905595856002,1.09566732454135,1,0.491803278688525,0.491803278688525,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Brazil","Brazil2009",46,0.451718248159792,0.46497253954385,0.22475553288368,0.375843041079092,0.0514347137573647,0.0103840531436107,1.02827971425732,91,0.37695855353271,0.374752093195431,0.250436174437193,0.32690840239777,-0.0406156670333345,-0.15855387952762,0.635714181840991,NA,NA,NA,NA,NA,NA,NA,NA,7,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",6,0.648093923346992,0.697033416397778,0.154586408506286,0.294407489529441,0.00924110888895536,0.0249010659044382,1.30881057123862,5,0.486391883733821,0.457156360092825,0.291815863969539,0.483318530664298,-0.016050470952946,0.0657993573943442,1.21646762427001,1,0.602150537634409,0.602150537634409,NA,0,0,0,1,2,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Cameroon","Cameroon2009",4,0.461136455411998,0.468175765378294,0.115106867393838,0.136424062656479,-0.0226416917624184,-0.0604260616511098,1.01473832687522,2,0.173392931130939,0.173392931130939,0.0765799438913495,0.108300395256917,-0.0185765413119829,-0.0180500658761528,1.40626235123622,NA,NA,NA,NA,NA,NA,NA,NA,0,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",1,0.294018817204301,0.294018817204301,NA,0,0,0,1,32,0.490206045187644,0.438385535763922,0.251934164942554,0.40726759272187,-0.0417545547923708,-0.0290954671932129,1.55501625041825,NA,NA,NA,NA,NA,NA,NA,NA,5,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",68,0.310863046661087,0.258577071925987,0.199428949326764,0.305332251640976,0.00573806665662617,-0.00925081010833778,3.05937786989222,24,0.308075184690456,0.307076571161089,0.156639917092316,0.2393350212583,-0.0654769452789453,-0.0473675054671157,0.947640131106198,11,0.403927184173051,0.320946755781477,0.292672671288389,0.442815249266862,0.0050971850357068,-0.0294397470115704,0.900522951921295,1,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",31,0.559966130944257,0.409528488272182,0.358733258016767,0.379829927060405,-0.102249425469545,-0.0331755578713006,2.10638704960772,61,0.437098539148429,0.307718084275746,0.385463508803955,0.469024133771321,0.0468773508323541,-0.00210373335922395,1.27824741882381,1,0.0207058869947034,0.0207058869947034,NA,0,0,0,1,2,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,4,0.491200120671173,0.490186125812182,0.173507920971634,0.295512858222429,-0.0645223443871795,-0.052890437463665,1.08542618211841,NA,NA,NA,NA,NA,NA,NA,NA,1,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",14,0.515944015484655,0.557358580521905,0.200971264953111,0.251021398613846,0.0364205436965904,-0.0771792059803054,0.855746209557584,8,0.413749316834005,0.434364068959349,0.223103432397785,0.207075051237841,0.0485015752374328,0.117351468795328,0.37129414056196,10,0.258973065013509,0.211889979863,0.182853649223446,0.259822555916306,-0.0514981984936353,0.00295318551139692,2.07196116260541,0,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
