"countryOnly","country","N","mean","median","sd","iqr","OPcov","OPcovNoWeights","indAlloc","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",7,8661.25830201899,8193.26688538211,4053.71141956932,5844.32603737748,413.950580191224,-123.244787953044,5.43682755876851,0,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",5,48634.5153948657,38442.219315641,38245.4045256979,70606.5489187293,-4007.6518377743,-1674.71659723912,0.8471163401501,0,"2013","Europe and Central Asia","Albania","Upper middle income"
"Argentina","Argentina2010",15,72461.9396687276,57798.7374805439,52053.6940075265,98767.5393382611,28432.8158857561,82243.8640971626,1.52757565512769,1,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",5,14153.0078905265,13380.2329622045,7641.49272605096,5526.79763612961,2363.93534994252,2403.70148612275,1.71646687616402,0,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",15,25556.2818653429,10933.8141159218,29259.6259201498,29112.7798278762,-2836.11977574694,464.559251929398,0.707540725374969,0,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",40,5632.0784453291,4534.83664311237,3423.62667856798,4669.4310836263,2079.96134715471,1323.96327854936,1.84568650581776,2,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",5,469964.761781525,158053.076116713,532150.124894715,902045.454545455,-263816.197407326,-129704.329004329,0.94425416763834,0,"2010","Latin America and Caribbean","Barbados","High income"
"Bhutan","Bhutan2015",12,40932.6443391734,13587.1873399289,49938.7825999992,61310.5938369819,14133.2288964164,22048.1907985656,3.45429073668779,0,"2015","South Asia","Bhutan","Lower middle income"
"Bolivia","Bolivia2010",1,11098.0056980057,11098.0056980057,NA,0,0,0,1,7,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Brazil","Brazil2009",17,34813.1389790457,25901.5370235478,34862.7918448819,60295.1392147377,26714.4603073757,11911.5105634372,1,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",7,52622.6458352851,47711.1741715379,43646.9327958959,70616.1668795163,1188.36579312385,6459.38659817273,0.258396863989065,0,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",19,65628.0792067497,51112.6970044772,52456.3139888651,50479.0743144522,2667.99034101381,-9379.18391134414,0.121759460014771,5,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",136,37183.7053900305,27518.2559065344,29826.3662613808,29531.5959134887,-6479.40457627946,-10440.8928480026,2.05601486235775,15,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",1,21387.6398697882,21387.6398697882,NA,0,0,0,1,4,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",28,25673.7122262958,10556.1646966911,35730.3012155282,27909.1856231777,32241.9683256654,26802.7709807828,0.760892069643174,0,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",11,91968.9254642692,84846.2581780771,51864.8276324625,65550.3558252196,13201.6805403405,25854.8606719965,0.966666666666667,0,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",10,106982.690680184,54758.132796146,211878.506788594,43347.0068360469,-4425.59721270762,-15157.5719519255,0.825698201208096,1,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominicanrepublic","Dominicanrepublic2010",8,11049.5192959816,8112.45803738675,10186.7197832997,10729.8953226076,10867.689605502,4455.5044075468,NA,1,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
