"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",4,181125230.175179,5081619.39117884,355502446.725242,186084979.6284,15997312.6604025,15997312.6604024,0.625,1,144.127033483273,144.127033483273,NA,0,0,0,1,1,594.996732980509,594.996732980509,NA,0,0,0,1,1,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",13,5786.52041682578,10944.083885832,15945.55326081,17553.348993677,-1395.69279881989,480.434237916491,0.9375,23,27649.6279827057,24532.5022703426,12830.0612398128,19836.0236048208,486.785488058961,516.009829989722,0.970094741217678,5,63857.3427464648,43223.3416441585,40832.4438435645,61237.8336335713,-9456.46367809531,-10711.7814544927,0.669693056772102,31,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",4,13197.851689705,7647.89482776788,13206.4110629526,24321.2091796486,-2485.61157509104,-1911.55394835097,0.849462647302667,2,4255.66087266976,4255.66087266976,1560.88127882852,2207.41947377356,-419.301612039826,-441.483894754712,0.743960632269609,1,59182.8317895923,59182.8317895923,Inf,0,0,0,1,5,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",11,1374.21836595136,1197.87823104338,963.882576296195,1405.37147907131,-161.862224888131,-139.187462430873,0.747382100435709,13,2862.2519693645,2800.15202753831,1651.06455229393,2381.0012661952,20.7494212648429,74.913275265068,1.23484476776884,5,5418.0369037525,5139.74616149269,3456.25385055329,5089.7870400366,150.770346942558,-117.283062833252,0.975281866160903,2,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",4,66848.9439011584,44715.5874576999,69495.6288673624,40379.5345249202,-11688.6621139782,-11970.5048028685,0.836977182327918,3,13296.0526347442,13190.6605097008,10508.0596633231,15103.8089064449,572.170467609879,-4.94145651353517,1.05527950138604,1,3356.32991630249,3356.32991630249,NA,0,0,0,1,5,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",3,6084.09279961082,8641.36946868462,4849.1015703397,8627.63885841985,899.296409685896,899.296409685896,1.5,1,1916.0310678048,1916.0310678048,NA,0,0,0,1,1,6783.65586555218,6783.65586555218,NA,0,0,0,1,1,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",1,25974.2467659036,25974.2467659036,NA,0,0,0,1,5,63486.2484859332,66972.1138882231,24167.8452376728,17637.5831233623,-1156.76705010783,210.960697821089,0.886213008635777,NA,NA,NA,NA,NA,NA,NA,NA,13,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",5,13515.4404239056,10253.8092740415,13989.9568055361,26484.4658553629,1986.20712863228,1907.0724868026,1.22606430098044,4,20375.1847267341,12323.872221036,22374.0503571068,48032.0492110576,-6773.96714709183,-6197.61511815475,0.612746743005269,NA,NA,NA,NA,NA,NA,NA,NA,2,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",6,13696.6267659846,17858.5692142809,10973.4985479501,20075.4520368197,-1153.96579674142,-867.158284171389,0.897595436724356,25,29391.0910302087,19161.2853797573,34177.8738561269,32841.6301479678,4119.49482669048,3103.46233434745,0.581490001180742,22,38770.99546967,43387.1559559794,31390.7118119633,47324.2226016211,944.560261595883,-174.900386317988,1.40099906514962,51,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",5,42096.0682962324,12940.8119168149,58557.4696773718,117019.240141753,4649.80336488807,4857.04190297701,2.08690224244443,1,51547.9692795836,51547.9692795836,Inf,0,-1.18364371552774e-27,0,1,1,14157.0968018954,14157.0968018954,NA,3.63797880709171e-12,0,0,1,3,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
