"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",6,0.23782900342438,0.183336194083492,0.136295536908704,0.224143850500919,-0.000901545864089289,0.00451769146275531,0.950595776379362,1,0.111111111111111,0.111111111111111,Inf,0,0,0,1,5,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",9,0.177714084440503,0.137173582919723,0.132225779371077,0.2,-0.0492834935441656,-0.00089146010291124,26.8205003704911,3,0.056744964595189,0.0582214573357872,0.0541656810567383,0.0662,-0.015497983997343,-0.0181372023809524,7.78091959422355,1,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",8,0.111353240889563,0.106355875002595,0.0757962689783682,0,-0.000529336371740824,-0.0142502422020687,1.2961964092185,8,0.238580627679685,0.248158622904214,0.0813686659467735,0.0546666666666667,0.0492565911709792,0.132791308057327,0.278275601576422,5,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",1,0.2,0.2,NA,0,0,0,1,3,0.198840706171359,0.171093763547082,0.197835276899837,0.147857218259995,0.0136178155130685,0.020677000576861,1.24542687236619,1,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",61,0.140307306351712,0.125,0.0898322526631816,0.0952325581395349,-0.0181546780258493,-0.0188389872200008,1.7113921122662,37,0.141848355106795,0.109476152762924,0.0880730417570365,0.12906976744186,0.0877908590333094,0.0721461505275048,0.311473320201865,2,"2012","East Asia and Pacific","China","Upper middle income"
"Cotedivoire","Cotedivoire2009",4,0.251392663053756,0.257782477839885,0.212801644780895,0.398290598290598,-0.119684891275016,-0.120519738135138,2.21954265447493,1,0.248421052631579,0.248421052631579,NA,0,0,0,1,0,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Egypt","Egypt2013",30,0.229883044970187,0.136579141121496,0.198318945468756,0.156,-0.094878805952706,0.039950535668485,1.66666666666667,11,0.0786691920980955,0.106208719062948,0.0765033347258763,0.113,0.037455443701723,-0.0361463913395762,0.902027103922927,2,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",3,0.224539965197681,0.212596961564225,0.0909135249556199,0.176,0.0295577630311046,0.0275047619047619,0.689200791981493,2,0.154702642905738,0.154702642905738,0.058925565098879,0.0833333333333333,-0.0338048998620838,-0.0292443064182195,2.61763400915912,0,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",414,0.142340790790562,0.126592563740073,0.103094269605275,0.141666666666667,-0.00275318877269004,-0.0014279802263322,0.75,108,0.107625353115942,0.120269746346666,0.0683590765425044,0.092,-0.0161010721623824,-0.0163088927586515,1.2090124204786,5,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",1,0.333333333333333,0.333333333333333,NA,0,0,0,1,3,0.087617912682709,0.0712634396213552,0.0962073747540783,0.0525496812898388,0.0947599117500039,0.0635728962998399,0.138255801036619,2,"2009","East Asia and Pacific","Indonesia","Lower middle income"
