"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,5,15,1.10792066746031,1.05288346332211,0.240362774518658,0.165841816903722,0.0129675335067177,-0.00266610684515046,0.954818227329275,11,1.20465502518483,1.16839106825861,0.2764051956242,0.276160131241795,0.00573221770554667,-0.0238736973530431,0.552680039731158,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,18,4.00092029330748,4.08490583323647,0.466886255873301,0.520278908788738,0.0253273867538268,0.0588200315591758,0.929766977539301,13,3.59056966837933,3.6600348306916,0.417190781561144,0.637617843001475,-0.00220132402297309,-0.000287550344339309,0.956864373791073,"2013","South Asia","Bangladesh","Lower middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,0,22,1.71571123431516,1.28386113912254,0.774541059067438,1.25682443829327,0.0390875122293419,0.0455052639831019,1.79535444603083,24,1.54111211958703,1.41373961307356,0.477712789412226,0.77082095071313,0.036391197411773,0.0874719230406242,1.06553338740849,23,1.17756255410291,1.21222505313541,0.278873261191324,0.330674761367245,-0.0093294486356988,-0.0176985406506819,0.967604012027844,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,1,41,4.34379319522815,4.29692495800193,0.472753284277041,0.475172680119559,0.452770860087619,0.368004041994816,0.769614704571335,59,3.96892214245276,3.87984019401592,0.371491147974952,0.435436391723167,0.0123106287814261,0.0192369634040673,1.40611460030676,14,3.84800696188655,3.85786625423505,0.426397942426797,0.675856846624677,0.039235229195026,0.0249375104494835,0.892677044006548,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,0,17,5.21927675192633,5.13670937893255,0.414684228427386,0.682425301438414,0.201327948667255,0.145800788683042,1.99185891189863,17,4.84057206059539,4.89553486766646,0.438397230994596,0.340889393246488,0.0392550008740559,0.0401193499839341,1.13153695817769,12,4.83768626170679,5.06205282969154,0.512868396240242,0.557952950310984,0.0582883048290349,0.0197633707102595,1.92328383309371,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,26,3.30860873185235,3.4267061890954,0.286330619657738,0.446232408568704,0.0638783432957997,0.118462921925409,1.20162084614569,33,3.51509241914989,3.59556945330461,0.298869809242053,0.205786557332484,-0.0460351890453437,0.0506008633733604,0.613631671143855,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,0,8,4.8084159887339,4.84589841089143,1.46469677617538,1.8280902136258,0.31738005922753,0.332781007204202,1.69266531205658,4,3.43248155762142,3.30797557727469,0.791212299813814,1.58131274321214,0.0402146044081713,0.0391610945072015,1.10399437768714,4,3.6516782199814,3.68394530714073,0.619227123151764,1.01066212502877,0.187969671775882,0.202833286080418,1.96080715135917,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,3,31,4.4591813655797,4.38796538677088,0.329548988042709,0.380522548189351,0.180673037324429,0.328442964829061,1.54169510807768,125,4.35665762897521,4.31506788859441,0.538777606671942,0.721397598855472,0.0305903127773338,0.0572710246933651,1.23076923076923,101,3.84658337283051,3.76880578884088,0.453189478143824,0.65303271471207,0.0396851381114744,0.0347619432814668,0.896719705958238,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,1,18,5.39994961820279,5.52772470896337,0.867610771973258,0.820117351032607,-0.00193748237847567,-0.0916428982556168,1.99173037372754,25,5.16954012428817,5.07076110695681,0.660641498411355,0.979077437240683,-0.0516286510333525,-0.0470883633143897,0.841238700010303,27,4.73860358797181,4.48175072613268,0.72367806282435,1.00777592076652,-0.0415512716768237,-0.00634260732182143,0.8,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,5.9408551608589,5.90493693836995,0.17311558075827,0.348829618542464,-0.030383433492046,-0.0322860163195941,0.542758057833035,23,4.9476239206889,4.97716418035966,0.524666645197458,0.679461899534651,0.06893849193323,0.0954335737998152,1.50564407922126,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,3,49,4.27777539354781,4.21648911817044,0.394936734907084,0.512737192008395,0.0924697352563408,0.0918889968230677,1.54938624889356,48,4.38570953684899,4.17251589205463,0.80257854750219,1.30553772100854,-0.155284669936246,-0.0386469147316827,0.853758280599512,31,3.52906017658161,3.57945853932798,0.305453945423946,0.240695974533201,0.0194718782911362,0.0457043534964565,1.44668992500366,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,4.16018310353923,3.94928921372333,0.44550016411563,0.441056729151931,0.168675935990913,0.204229638371416,1.00872302227918,7,4.15782959089779,4.18196341516381,0.387437876867626,0.843811338007803,-0.0781712296126436,-0.0322791686368424,0.752466876738134,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,16,2,3.24386589748459,3.24386589748459,0.152892549629972,0.216222717272508,0.0720742390908361,0.0720742390908361,3,NA,NA,NA,NA,NA,NA,NA,NA,7,2.52185805985278,2.48955068021625,0.0945585813234407,0.194950797534148,-0.00625337366400633,-0.000751942507093282,0.684210526315789,"2013","South Asia","Nepal","Low income"
"Peru","Peru2010",NA,NA,NA,NA,NA,NA,NA,NA,0,16,4.27929925462346,4.08528226846907,0.574237142133964,0.579687657764602,-0.0524919550001606,-0.0347136484218724,0.68832238623981,12,4.11180520871852,4.26151263349494,0.522363203224384,0.770031380347479,-0.00531053631582475,0.070949656986759,1.19167661189829,9,3.51670906529432,3.61915641486935,0.470723158809252,0.262694384690164,0.0257360843282751,0.0828642575906326,1.2217119289372,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",NA,NA,NA,NA,NA,NA,NA,NA,0,13,4.30016189982465,4.21674675612406,0.359393786547554,0.523178697060846,0.00231889505169398,0.0327449407709972,1.33408473250524,24,4.3676863229211,4.20409768150839,1.09094614166364,1.43073821308775,-0.0664075934131923,-0.0714203594799367,1.19430489837589,15,3.57417876902148,3.32729161292583,0.944054192603124,1.04977705141256,0.0376267932138839,0.0404725546118085,1.02303945663969,"2009","East Asia and Pacific","Philippines","Lower middle income"
