"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",18,1.64430654345396,1.29414640697721,1.4282320964458,2.34428442399674,-0.0225892176138225,-0.155859806761205,1.03021579622508,10,2.01623284329169,1.41680416027102,1.84005673389135,1.20620910982848,0.758439064914792,1.00223219590657,0.48554241031866,12,0.468552401152144,0.564268084062528,1.86065456095417,2.90034061687602,-0.262243893096182,-0.23355487350068,0.75434974988777,2,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",64,0.720985015789409,0.632672909396095,0.493107561848895,0.632334562745752,-0.0147172318843931,-0.0316123794647706,1.06835823397215,52,2.39018893524512,1.51340542954821,2.54491165408841,4.02797073261091,0.946134289499764,0.229456861310405,0.393331905768268,31,0.937959216053253,0.960389144752644,0.415172478136905,0.737318797612608,-0.00630962115336434,-0.0135205668653952,1.43846182150375,11,"2013","South Asia","Bangladesh","Lower middle income"
"Bolivia","Bolivia2010",1,0.00396726642779309,0.00396726642779309,NA,0,0,0,1,5,1.39363353186462,1.33961047411547,0.944461384470264,2.04293429042772,-0.762692105143252,-0.820994274219594,1.6284186934639,2,0.380640360894384,0.380640360894384,0.17718803487007,0.25058172200349,-0.0343142977886923,-0.0341702348186578,1.3688602459451,0,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",4,0.997982413106457,1.09970696577983,0.891013539153111,1.33444084284708,-0.0521025633159767,-0.0624938694167274,1,2,1.14489438896604,1.14489438896604,1.23719713369995,1.74966096580759,-0.595911659725701,-0.547178616647691,2.37530876881137,4,0.922418826071337,0.839741154754859,0.654085449124211,1.38078526287481,0.237171893421832,0.23991650683077,0.4964543843435,0,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",53,0.824632278553919,0.591511204199861,0.774917280990548,1.02531187255192,0.0242544553144927,0.0443508167295541,0.810148901297876,22,0.967251341902453,0.64375960851175,0.634551722143567,0.997038045966637,-0.0560579695094069,-0.120450614878052,0.243317824634212,47,0.582345392850527,0.387002772254098,0.613379077819413,0.534047089779068,-0.0648666543053844,-0.0425350081290551,1.03795921082369,6,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",1,0.161417322834646,0.161417322834646,NA,0,0,0,1,3,2.42071149716677,2.44094304758387,1.53386921071687,2.02179358882375,0.329719897698753,0.75283875305626,0.835188002874362,4,5.24620523722697,1.2243414922427,7.27965663679291,12.5897129186603,1.28014569030874,1.41334844485108,0.678536594597702,0,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",25,0.653798479683722,0.477313447427878,0.442410309066115,0.374705257113535,-0.0365799229103719,-0.0367446559174129,1.03873246735304,6,0.701970466502362,0.576706857157513,0.59515019355168,1.10694837600537,0.162938418880357,0.316794324974013,0.771285252889641,18,0.614145070415528,0.4527316442335,0.476279825132784,0.815022956293602,-0.0475402557967327,-0.0429303034033146,1.64705882352941,7,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",60,0.717727434760623,0.677149406671235,0.492156846674649,0.661016949152543,-0.0276302198027521,-0.00287245996230097,1.27404347039274,58,0.551740349930375,0.446177052488725,0.556803874497201,0.626262626262626,-0.0544864228304909,-0.148360069201074,0.769230769230769,16,0.743007499499881,0.690003752654493,0.448036826844315,0.49198727941635,-0.0125968257260162,-0.0639916807950074,1.12117803315631,8,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",15,0.570237071579782,0.185067015877795,0.808451067819725,0.790404040404041,0.102000824155586,-0.0432288778973563,0.627221906291512,12,1.2689806605683,0.744115094091219,1.34146428435306,1.22752797940341,-0.527315397551099,-0.516023368968732,1.12127603329552,3,1.75057052815994,1.75146855757878,0.113894615259053,0,-0.00345689014865887,-0.011474468099904,1,18,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,2,0.642259071305963,0.642259071305963,0.281977196121619,0.398775975035132,-0.012164253880382,-0.012164253880382,1.06497175141243,1,1.34266649125728,1.34266649125728,NA,0,0,0,1,2,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
