"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",13,24134.7760286755,16743.5382753652,17787.3751747851,20625.5543716397,1082.36299985515,-2837.35270637019,0.399298769261547,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",5,27569.123333842,2100.9771644792,44866.2122051036,26877.5007255875,-15488.370817885,-15488.370817885,0.14018691588785,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",7,45214.5409243028,40179.9509282532,20795.5432950176,43209.8765432099,2345.10685525202,2600.60926727593,1.10597572729099,0,1,19444.4444444444,19444.4444444444,NA,0,0,0,1,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",6,47174.4184045887,33454.0236314025,38114.5880869142,30803.8877332261,59754.3874161255,42185.9791160458,0.977622751633677,0,1,80860.2052997184,80860.2052997184,NA,0,0,0,1,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",7,19561.8284709052,17467.7574611452,10770.6358352576,17949.6103510396,-268.010996916328,361.296273456044,0.946541952646716,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",3,12256.9373891594,12256.9373891594,1.81031838066651e-12,0,-3.78698991306314e-13,-3.74118387963332e-13,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",83,5293.33326462593,3454.34009952232,4648.8101911941,6210.77608845782,2056.01041583058,2005.19200237189,0.854411087290823,4,1,13664.2827328275,13664.2827328275,NA,0,0,0,1,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",7,44423.9909211952,39285.7142857143,24793.3098844171,26724.1379310345,1619.81806946945,-1032.77116780955,1.27909922674058,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",6,7053.00268312795,6749.75017044389,4070.21648440422,3840.0011949165,3295.27949358216,5696.67465564354,1.42213740153873,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",12,37844.4041389363,37904.6104119305,13711.0675069184,25000,200.937833882861,-655.414159284128,0.501083972591699,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",9,14950.1354704476,14915.8211956666,10915.8233627232,8406.41030077788,-1348.06704239564,-1555.23766648456,0.778090623019336,1,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",6,32098.2873208297,34679.9975755618,12482.043120385,24280.8801952497,-714.417839919293,-753.961449010993,0.972868894450042,1,1,63062.841618218,63062.841618218,NA,0,0,0,1,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",6,20845.4489385908,15744.8153406109,23836.0777492287,18925.7946415852,9607.2266357251,12970.8040581304,5.14570666495567,0,2,107604.471743574,107604.471743574,118292.831871247,167291.327163837,38605.6908839624,38605.6908839624,1,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",103,23476.5126118381,16178.0055985566,26604.2603311016,31584.5336628458,6572.47177307132,15891.4630403626,0.780866493386911,19,51,28576.2655682581,22888.8874220455,28063.5545773018,31092.497507011,15874.2041176669,18632.0540919086,0.743089140893573,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",6,14691.7938180525,16217.6789344949,6321.13955883878,8661.17200022134,1868.46497922289,2472.64348467684,2.95218434864081,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",3,21231.543477576,6083.01127147181,26469.7342809686,39950.1765253911,-7088.78212608659,-8773.95170033878,0.951737112524879,0,2,7512.76886444193,7512.76886444193,6174.45693440201,8732.00073691993,1247.42867670285,1247.42867670285,1.4,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Chile","Chile2010",3,38363.5411734197,39548.2723144843,9090.91000126193,0,-2886.43202059108,-1589.7105444706,0.468964210080375,5,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",14,47133.4935712499,37449.4875714531,33582.4103222831,45803.6040297003,-5204.27006344885,-3782.88217953651,0.469793587058249,0,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",4,45876.0537712078,45103.7825632561,6047.01599419285,4639.82601343924,3914.92718134831,4656.40069810058,2.55707491645934,6,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",9,15263.3847622813,12119.772672122,10337.6320029826,8358.21965277457,301.162253338878,2252.09138083753,3.67939716827114,2,1,181700.42723423,181700.42723423,NA,0,0,0,1,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Czech","Czech2013",5,49556.1445039177,43271.8145150338,29069.2403210754,58279.4738297574,6102.01946036684,5502.12607969577,1.17328518578592,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Czech Republic","High income"
"Drc","Drc2013",39,981.412249466425,570.317800117685,1013.69886211596,959.13442257763,-382.589235780268,-364.205055664058,0.13053496626729,11,6,2317.12792501157,206.937679200362,5164.24835535083,4799.18031877929,342.326127619427,-1060.672239407,1.38202674804032,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",3,22346.8403854507,21868.5840771663,2738.84896326293,1767.67676767677,-1068.53742941713,-1467.7588207,0.195148886593531,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",111,13247.6623866343,8240.67026368639,11664.3404439249,13188.0578962629,-1576.46934623048,-2839.39383660224,3,30,1,9812.54307757656,9812.54307757656,NA,0,0,0,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Estonia","Estonia2013",6,41383.9272473389,36393.5695031328,18233.3868912877,8265.39505473171,9065.85484556066,-3249.68495400149,1.1397150169126,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",3,2560.97601249268,1111.14706206215,2860.26596685363,5139.89043152138,1615.82908910868,1615.82908910868,1.5,2,4,9997.53634384092,9736.20339279053,7628.10574877665,12854.1321253312,-3364.10729250114,-3364.10729250114,0.875,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",5,29479.1864586084,29422.6048553019,19124.9223083781,12044.3152652237,-4675.04603703711,-1887.77818564504,0.377328069734814,0,1,0,0,NA,0,0,0,1,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",8,10546.561556275,6847.28537458542,11229.7169853185,22912.2342331109,-3403.980874986,-2991.53443414351,0.050996112776837,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",23,6622.45840416736,2835.5276626858,10007.1212135293,6540.62457275038,-1373.78696858123,-789.457496386853,0.39893530645902,9,2,6495.82401466113,6495.82401466113,5482.01776293511,7752.74386951304,-645.715434280972,-684.065635545269,0.799857254238735,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",9,5041.33426692324,4838.11868086635,4051.6325861935,4829.5818612598,2302.84701596761,2900.36736578674,0.581809008435494,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",2,27681.4035838489,27681.4035838489,984.80945796104,0,152.698171886121,563.724408586442,8.44285310087012,5,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",86,23795.0381949807,7994.01993270084,30504.8492433631,24570.1256322323,13891.7891312818,10004.2779633708,0.759644057181891,6,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",23,2087.23265264006,1040.3336960248,2207.62750081926,2452.42793435363,818.411222388096,2899.05490038069,0.92422080943705,7,1,1246.99725475608,1246.99725475608,NA,0,0,0,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",22,48447.438883078,41830.7859848349,37328.9971964089,62094.8425885441,-2821.01950347063,-3413.78355401591,1.16666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",4,133582.842992048,137981.860794195,17901.6785187036,10549.0115711934,2946.26344500337,5849.05016581348,1.86630807087564,4,1,160279.04455982,160279.04455982,NA,0,0,0,1,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",13,16662.3201709321,16141.0826403885,4923.91619979795,5076.03747685256,1003.46609399845,368.218090394536,2.51522135668096,2,1,36407.4412132873,36407.4412132873,NA,0,0,0,1,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",9,21034.2502660935,18061.9782439011,12780.0042431376,16498.4812611192,14044.4764376322,18306.4891848064,1.95679482952828,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",10,23691.7121549618,18383.995048093,13833.5592109536,17603.931457094,-13364.6926216822,-13513.6485736162,0.309652148028082,6,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",12,19070.1099083761,19222.7206445023,12580.8599512444,10786.7293256947,-2855.94967612836,-2987.48441485761,1.3950030145747,2,1,10685.7839977805,10685.7839977805,NA,0,0,0,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",7,26335.6516786543,16690.2501032299,24722.0032175493,39725.1545266175,6838.54022760206,-1147.03826166684,0.806945240820489,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Laos","Laos2012",7,1966.68330570331,1549.15789193169,1327.78907455979,1193.31004076879,-4.65540323816195,-43.1027330716204,0.479396088013554,1,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",11,14274.0999105173,6301.98327382476,16116.1042361697,18391.0860366951,14755.3156337708,20369.3601569469,0.973900543569888,7,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",17,38832.3499093711,39402.0505274502,23124.0714897051,45051.1884585831,-12718.9861759824,-13798.5265046102,0.14416088862189,7,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",5,19649.2245850719,20139.9505529847,7054.89983945073,4389.4765952661,-1994.97755522858,-1605.55894759756,0.0877707308313293,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",12,3605.96661428886,1937.38232264428,3408.43931100422,6353.23765378508,-2423.66960099183,-1439.97128305851,0.0552697230301204,1,1,8798.87317108019,8798.87317108019,NA,0,0,0,1,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",20,19794.5240176483,21000.2116224845,16263.1812841491,20991.8561888033,10671.8526907469,8302.1212426691,1.35847987571229,4,1,21324.9604935957,21324.9604935957,NA,0,0,0,1,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",95,22287.7272712935,25298.6398031902,11090.1091889201,12268.4560177313,945.421518298817,6058.65048323207,0.481140517222454,26,3,86253.0349367958,81851.2808951982,60897.2890782681,102190.767434163,19082.3080039743,23130.1061956191,1.44821092278719,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",5,46626.2223991341,9848.47196109122,75257.1870365348,151499.125421451,78346.2648884409,75125.6403653275,2.93762510700487,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Morocco","Morocco2013",4,27117.8934164007,26105.8659999129,9055.5463815055,5509.71454493066,-5721.77880338202,-10372.1496169,0.321429713845835,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",15,6190.93690937559,5463.9777938991,4120.63715879333,4361.39222710751,1529.09269154354,3301.11683673745,1.76351215338158,2,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",11,14595.1000438098,13591.6250369856,11334.0049678075,18875.2372846918,3805.00777903863,3827.09072262331,1.46666649370489,19,4,16854.4675870461,10572.3423633472,20896.3012302389,16948.5325714007,-8184.28727486078,-8726.66497543892,0.666666666666667,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",26,5110.40131066311,3575.25983512309,4746.78579489673,2650.52936088309,568.812344804882,3431.5485630436,1.2534158230752,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",13,6236.38172552584,4820.59012797754,4363.99130481253,3441.58226088149,3463.17533204026,3180.67633983537,0.948782623724892,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",120,1766.80699249883,794.062477712659,2068.54023786375,1960.34174185313,-347.82934748475,-561.266981265588,0.605693870189898,56,15,580.132278209518,654.723764959768,276.132387584451,329.841336896028,-56.8098002028663,-76.2934226716693,1.02621660748779,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",14,5727.07868207213,2308.70350227399,7658.18972005488,9531.47736184748,-4668.85887207053,-4996.3301634033,0.0116948094574932,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",7,24956.8276561647,29469.8478896432,11266.1840949212,14097.5787408512,-3621.15603947386,-8623.68694270924,0.0728393037632835,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",11,20401.9630257017,14363.0028149911,17763.0920349137,32246.668566785,6699.29639054045,3944.75646376383,2.64905956226284,2,1,58110.4153234399,58110.4153234399,Inf,0,0,0,1,"2010","Latin America and Caribbean","Peru","Upper middle income"
