"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,0,376,2.71366053608877,2.40493868760139,1.50850044617696,2.04586163669272,0.277640008672435,-0.174996769180416,2.10919208421564,41,3.999132340208,3.85300112487902,1.65771830169405,1.75204769512193,-0.744172285097558,-0.984663477932812,0.807959014571928,"2010","Latin America and Caribbean","Argentina","High income"
"Bahamas","Bahamas2010",NA,NA,NA,NA,NA,NA,NA,NA,0,14,1.2440128429622,1.11997824909449,0.342620236902582,0.412459945794957,-0.0493187629956451,-0.0424574841962431,0.4,2,2.67879898338397,2.67879898338397,0.776436448488676,1.09804695577349,-0.333865628444641,-0.306431708587949,0.552238805970149,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,1053,2.69818798944083,2.61169534652089,1.30982390590239,1.78122740282725,0.761021293445112,0.508311780638232,1.2,15,3.90914433754329,4.14620064378891,1.48485768907353,1.39656288033521,-0.223444975434942,-0.182087890908132,0.710244354315506,"2013","South Asia","Bangladesh","Lower middle income"
"Belize","Belize2010",NA,NA,NA,NA,NA,NA,NA,NA,1,24,2.14868526080879,2.12129786149795,0.437399819438796,0.503836974019398,0.166284784971202,0.182391512779043,1.29526233409112,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",NA,NA,NA,NA,NA,NA,NA,NA,0,16,2.5664842136434,2.75881531601449,0.646467013508449,0.579075148614731,0.053993812181529,0.0889439576861255,0.89906278060425,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",NA,NA,NA,NA,NA,NA,NA,NA,0,17,3.37104448510403,3.27948112003939,0.758498304117331,1.32670469867551,-0.052837610972746,0.176316732319306,0.4895031401657,2,2.21772835842029,2.21772835842029,0.489817702965365,0.692706838624055,0.193205275394683,0.211660422912906,2.77142419879118,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,11,679,2.02169217138653,1.91274445927836,1.03670734199135,1.13134265004072,0.534160890829648,0.686327196861579,0.729401336164527,343,2.31123310805837,2.34396618758101,1.8998697706341,1.81092826463593,-0.124708367037232,0.0679721593660419,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burundi","Burundi2014",NA,NA,NA,NA,NA,NA,NA,NA,1,14,3.66798644174087,3.67264215577041,0.564551838749139,0.530964133473496,0.0440705538697972,0.0523996991574804,0.665275131729066,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",NA,NA,NA,NA,NA,NA,NA,NA,0,18,2.64952962975418,2.61310502156386,1.18793249083978,1.44391111149489,0.261907812486025,-0.0408606458529978,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,0,519,3.93470654782877,3.16688079612125,2.44263737262196,4.3293216779298,0.144462489060933,0.0651108291617212,1.33333333333333,39,5.34611069407619,4.9405937417422,2.62262680531877,5.13159136909453,-2.0781980356943,-1.35352810818647,0.164711387270229,"2010","Latin America and Caribbean","Chile","High income"
