"countryOnly","country","N","mean","median","sd","iqr","OPcov","OPcovNoWeights","indAlloc","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",114,8647.4964004112,5638.98239604466,8612.11454469211,9248.3896240605,-2149.09792339821,-1574.47282247845,0.289996164071904,7,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",315,21808.4658464032,11535.0776489316,24023.9128179536,23297.9683932143,-638.578244691644,-950.905013774861,0.495283646619154,27,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",261,134840.881261512,12631.5581655035,289739.716937645,105585.562390523,-32061.9940343748,-32573.0739121377,0.424443801691589,62,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",127,52924.8723945389,46232.4024070625,33876.2937812105,42680.7760141093,3347.49634554986,4424.78751017798,1.00744638312033,7,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",935,74043.2034825878,47917.1586961294,66407.7424256105,69879.1897651887,39496.8503285209,38388.8225206667,1.58333333333333,35,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",225,24514.2053606989,15556.2296621377,25552.8625377965,18846.2464864877,-2790.6164414913,-488.247250296295,1,18,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",231,19094.6333045354,10214.1144909661,21247.2237361605,18385.406083739,-1290.36703924563,-1124.47812555344,0.802990788095427,17,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",120,90757.802118852,50000,91449.6930559655,95000,34072.5178213304,8947.10522906666,1.22932151604627,8,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",1210,6079.21025250053,4181.27051624522,5930.91171303987,6197.02190912806,851.006945040498,1005.42275317755,1.48016339833538,179,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",125,51987.4554284223,50000,24626.2792773736,23550.7246376811,2469.87261515877,3365.76486309929,2,6,"2010","Latin America and Caribbean","Barbados","High income"
