"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",4,0.305773727796405,0.196239586153083,0.169441913970433,0.272381723538719,-0.0868114261923378,-0.0500470636399662,1.39464805718839,1,0.318518518518518,0.318518518518518,NA,0,0,0,1,1,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",20,0.266091763298463,0.323358904374956,0.215185854839414,0.425,-0.201371153337039,-0.153062628543074,1,1,0.162790697674419,0.162790697674419,NA,0,0,0,1,0,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",1,0.315789473684211,0.315789473684211,NA,0,0,0,1,16,0.159842471388797,0.154136304836882,0.0430974497139192,0,0.00934216039516381,-0.00245950163903871,2.02444711921513,69,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",5,0.21342690460897,0.194100028775119,0.16367965247795,0.140413878333742,-0.0279361367721433,-0.100205881317482,1.9796462143251,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",116,0.202670765532036,0.175,0.131059782775248,0.212040133779265,-0.0258768771221527,-0.00683535295280548,1.48902434288818,5,0.0471414706902491,0.0452862255640433,0.0136889718978979,0,-0.00106935344913044,-0.00220208433541767,1.57043903546861,5,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",7,0.248417352922216,0.304527969065644,0.116752427167972,0.14743961352657,-0.0306538565834371,-0.0133267325129909,1.02311867188112,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",14,0.0567915847117576,0.0458859008227286,0.0405080249648639,0.076,0.00389560293681521,-0.0199018564849575,1.001025704987,1,0.02,0.02,NA,0,0,0,1,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",521,0.124908518157877,0.12,0.0811308160490447,0.109166666666667,0.00309437995088447,0.0120199822032834,0.901662244746688,1,0.15,0.15,NA,0,0,0,1,3,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",4,0.0432320945722735,0.035947382647829,0.0240239866000759,0.0352380952380952,-0.002401905898767,-0.00423046011653606,1.27069230737515,1,0.046875,0.046875,NA,0,0,0,1,0,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",12,0.184607883987828,0.186678760164079,0.134629968906495,0.182076946975974,0.0376501047627553,0.0338926411736015,0.130053635850716,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Pakistan","Pakistan2013",4,0.0106430906627155,0.00584975672952969,0.0170269734379648,0.00401960784313725,-0.000675697170012456,-0.00617852207042298,0.487455434146722,NA,NA,NA,NA,NA,NA,NA,NA,2,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",5,0.0867161692286922,0.0808533291797894,0.0606789360031296,0.118711908019609,0.0518240703783489,0.043346255594222,0.189664024836693,1,0.204658894862905,0.204658894862905,NA,0,0,0,1,1,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",6,0.143433512132055,0.152554909056728,0.0548008765807665,0.059873417721519,0.000479398128949507,0.0185778278079461,1.16022774058404,3,0.0695744162034968,0.063535187171841,0.0509657679041375,0.0990330025438787,0.0100684679154687,0.00755259642322853,0.888231925117321,3,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",8,0.0424433698461807,0.0218128835108979,0.0532437999724701,0.0541666666666667,0.0131591303154436,0.00393859294495793,0.460697685818788,NA,NA,NA,NA,NA,NA,NA,NA,2,"2012","Europe and Central Asia","Russian Federation","High income"
