"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",63,0.126885827599311,-0.349341601935066,1.82207882485315,1.5939833307446,0.0928243581619849,-0.48370190326284,0.712549204011452,28,109,0.0561951944798607,0.171940399847911,0.679327770561529,0.804294771042882,-0.0433110931312955,-0.207712778886615,1.58781117567002,166,0.635074831924625,0.658645650242798,0.748191462892389,0.824162008256151,-0.0633437581212295,-0.506021658931963,3.42187405099465,"2010","Latin America and Caribbean","Argentina","High income"
"Bahamas","Bahamas2010",8,0.585865229738414,0.450859663451793,0.4828829868526,0.923940175698913,0.145772503887034,0.204552538549812,1.08888888888889,0,NA,NA,NA,NA,NA,NA,NA,NA,8,0.779398165276315,0.557365515427063,0.739889516610485,0.825126918940105,-0.167198833235456,-0.180091588096221,0.440129449838188,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",502,-2.89189336383375,-2.67934164085742,1.9097740462511,2.31777853598072,0.916582739575767,0.716277065769005,1.40962474177019,0,264,-3.1742472340675,-2.41590941877956,2.17438480444594,2.68363894579341,1.12889403620717,0.686290629347908,1.96742221128282,262,-2.13357717955517,-1.79340227502351,1.80844672153826,2.63712517397387,0.517196717837536,0.195051673565859,0.515856174599891,"2013","South Asia","Bangladesh","Lower middle income"
"Belize","Belize2010",7,1.48762421743243,1.53795481962334,0.316943696504683,0.227648925432708,0.0870417289292512,0.077993020575802,3.20953895880695,1,14,1.1571063472067,1.20814733197007,0.363647634933701,0.311442308235387,0.0272928058738151,0.0392570297993814,0.733420396268788,3,1.77273986034642,1.84948273606227,0.304644435893265,0.594612918093349,-0.00158677918537171,-0.0015867791853717,1,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",13,-1.20358415390426,-1.26300134311316,0.804314240350543,1.00739255969858,0.0422876935916344,0.00672580552989078,0.924685430647762,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",9,2.66279602742904,2.87285827408394,1.04358760233046,1.22660058736032,0.484041498068465,0.635523324789064,1.35687264259475,2,NA,NA,NA,NA,NA,NA,NA,NA,5,2.49797998977437,2.49480071071251,0.846185573956367,1.85755146972783,0.185908250652182,0.193063385451778,3.04784971566912,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",537,1.23789066963744,1.24302822537345,1.4076009777423,1.44401205405326,0.168803497426531,0.0291327200560792,0.756792300963133,9,267,1.26975407096485,1.28747484772347,1.56024170779679,1.4902278487729,0.481981154904983,1.54041241853928,1,181,1.43188758399799,1.37643382466012,2.1534242318633,2.0858732827873,0.41333333426937,0.64020027239405,1.56041834492858,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",128,-3.12767590860433,-4.66785510757742,3.49748482864889,4.12743993142666,1.59279139383938,0.717743408588838,0.673394604028279,6,179,-2.38211242026849,-3.963432053937,3.58393531109504,6.36431345894426,2.99089434917863,1.78747830503077,0.965709046986466,236,-2.36889231310959,-3.18953749638119,3.0247213731137,2.75244031715387,-1.13316377990327,-1.07259252328678,0.342152694793577,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",975,-0.551839211447545,-0.55704534093089,1.81675021809111,2.40797437475104,0.0131771345610946,-0.27829797440712,0.965998392491397,0,69,-2.0182606585527,-3.03319682078402,2.0296801560026,2.91242941455605,1.49495397163693,0.170989190617495,0.510284716562944,63,-0.262985396701153,-0.311113425271607,1.63705421536587,2.53793758282374,0.672751314393686,-0.00828765715350146,1.37735556158768,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",125,-5.69537444140372,-5.59843116717713,1.54215774632859,3.14510567478252,0.841003777467531,0.60630929356708,2.37913313058814,85,176,-5.49566080313282,-5.38370262204466,1.42667949782681,1.53124991414164,0.189042160446116,0.228902275686193,1.61618935929741,86,-3.79433122419668,-3.96412885293935,0.74867046127877,0.67046756726813,-0.116446795989599,0.49883575512081,9.08985831869987,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",16,-4.17228310401091,-4.12201583734677,0.586013480026669,0.425063861421611,0.107007080769648,0.244012877854294,1.10354895014463,0,44,-5.04911653291279,-4.89678223641663,1.12529881689908,2.04929334971563,1.44051394997703,1.14441222094608,1.83099332383222,35,-4.33489441828544,-4.39617750513372,1.21868145837519,1.41827032215194,0.578415076971475,0.70275048758439,3.83284063500763,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",38,-3.28668426304047,-3.56773618678472,0.875991004446871,1.11996277662262,0.0111267716083366,0.35941336078719,0.918029128960885,3,8,-3.53470715082352,-3.50101511040575,0.345891153963864,0.220563824227092,0.0360361830345292,0.046592887312183,1.03599908391524,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",5,-0.950609022538759,-0.889459093791395,0.369833522524872,0.234950580539275,0.0120156812407178,0.0127233553214578,0.777001190403589,0,7,-1.34574019249046,-1.27187636553128,1.11745323724671,0.949003296626135,0.176993074320061,0.143283692263147,1.45249485142381,5,-0.426703821640873,-0.435840601480447,0.283302810033026,0.166597107776862,0.0144321696347411,0.000359854795924678,2.64448547220268,"2013","Europe and Central Asia","Croatia","High income"
"Drc","Drc2013",56,-4.86316812894498,-5.3481112757346,2.2128356860731,3.0932978446385,2.18467457395045,2.01652575319702,0.955366303038233,3,25,-5.67963900609979,-5.94313334694095,1.72418564019253,3.02453242078796,-0.324191739257254,-0.355430513971707,0.472361206603607,7,-4.97027020762487,-4.8312888417446,0.574497675364654,0.526936821370454,-0.761903503964664,-0.804782589251119,0.0816230067826877,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,13,2.69681461068533,2.62585472964014,0.810459061824968,1.01692824238453,0.343781477130481,0.374191370673387,4.43835458837194,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",529,0.1834029284383,0.241044515801046,1.40125606177151,1.52984857602751,-0.320456340506134,-0.279046958260794,1,9,489,-0.0787582397211904,0.076602444478096,1.57817750072246,1.79741069925351,0.271546670924815,-0.0468941693468139,0.983442326073133,197,0.0752186963207515,-0.218382682621513,1.62767256456656,1.59866256746431,-0.111253599338759,-0.267767410005339,0.576421758432321,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",6,1.13302724387508,1.18100101707368,0.866493673144225,0.875741262472527,0.680754217122034,0.608398372103148,0.970704664355763,1,6,2.3305892802155,2.47596534883482,0.515102676470956,0.15984154872814,0.0276847070442576,-0.010496674034949,1.56149764003026,13,2.14153556733178,2.67640556003515,1.21061195221354,2.14777322786277,0.5199718746147,0.314232788570684,3.39118534537362,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Fyrom","Fyrom2013",9,-1.83885843287644,-1.95262309200941,0.865727517457954,1.34153557354968,-0.150070115252539,-0.110651273544116,1.06665326719585,0,7,-1.90540757059064,-1.78482152909702,1.10706309867418,1.2787346273268,0.0685697693609683,0.0213225653246535,2.68552940098613,2,-1.01923482059045,-1.01923482059045,0.481111560736974,0.680394494208716,-0.0227034114941901,-0.0226798164736239,0.935948759007206,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
