"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",13,0.401514480276937,0.382440755968614,0.194396411498109,0.303761326365027,-0.00982914844256896,-0.118627840856564,0.966513024812623,1,1.28561501042391,1.28561501042391,NA,0,0,0,1,3,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",9,0.93525881119128,0.676668591980172,0.945495921723996,0.80518018018018,0.049348797922355,0.0480260328251362,1.12695141101279,1,0.477707006369427,0.477707006369427,NA,0,0,0,1,4,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",50,0.62989503780613,0.364088886357163,0.614426103142756,0.89840178299299,0.109312328878745,0.163541443639179,1.71022060741922,1,0.0410958904109589,0.0410958904109589,NA,0,0,0,1,3,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",2,0.942189301902635,0.942189301902635,0.139586967671684,0.19740578281183,-0.00318396423890049,-0.00318396423890049,1,3,0.462029958660182,0.477782074317628,0.222607040799369,0.226517590987128,-0.244506524257076,-0.175739720169954,1.83489884333509,0,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",7,1.42334433853308,0.273547891616293,1.87618627407359,3.22911658653846,-0.385191529053307,-0.151576664380336,1.43168469223202,1,0.710059171597633,0.710059171597633,NA,0,0,0,1,0,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",6,0.502839594273527,0.518929114085167,0.287940500275813,0.408627134053945,0.0635998743282152,0.0655326449725886,0.8,1,0.617601646937725,0.617601646937725,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",8,0.561718521145324,0.189096456006967,0.869250886954329,0.525307228632458,0.0800053126823195,-0.012762036176834,0.76,3,0.626262891607106,0.725663716814159,0.268072088626906,0.415810790713903,0.0177033900889344,0.0466566501030171,1.27160429830075,1,"2015","South Asia","Bhutan","Lower middle income"
"Botswana","Botswana2010",9,0.566566825264186,0.485568152034109,0.323038464940868,0.480769620831132,0.141206048822131,0.104686036821865,0.331427523131984,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Burundi","Burundi2014",9,1.11917119245814,1.31628910994087,0.64076398267293,1.08110225590461,0.301680745927839,0.308685672260918,0.436005332722854,2,0.555328336562648,0.555328336562648,0.735329098745013,1.03991238425278,-0.20220518582693,-0.20220518582693,1.63636363636364,0,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",8,0.635857730235439,0.745532661357019,0.381397691710292,0.655468458983903,-0.132281795788808,-0.133190070543425,0.975263987409869,NA,NA,NA,NA,NA,NA,NA,NA,3,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
