"countryOnly","country","N","mean","median","sd","iqr","OPcov","OPcovNoWeights","indAlloc","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",40,0.484962013121611,0.720433145170379,0.338639221859202,0.605666666666667,0.0427536645492874,0.0547719435480371,0.290623176290789,0,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",6,0.0539141076678819,0.0217450317959649,0.109635308081672,0.0175,-0.0218770485076931,-0.0362513210475604,2.50801764804767,2,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Barbados","Barbados2010",5,0.600235387934264,0.586165863694858,0.295565081309557,0.433333333333333,0.046282047214146,0.121242023323049,0.369939683534459,0,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",6,0.328868084615948,0.312499170209413,0.09035677876972,0.161764705882353,0.0108673695987943,0.101274318476781,0.971954812041207,0,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Botswana","Botswana2010",10,0.135304443090058,0.075497103197333,0.154975182756112,0.176666666666667,-0.018964628156292,-0.0421051713036766,0.885721656565314,1,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",98,0.305841530992047,0.224265125397097,0.231069137054614,0.183962962962963,-0.0614828667833626,-0.00107467536868004,0.833329781976719,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burundi","Burundi2014",7,0.295166754418636,0.312869128878573,0.195990174830058,0.44,-0.0136413948672624,0.00476294460990012,0.769230769230769,0,"2014","Sub-Saharan Africa","Burundi","Low income"
"Chile","Chile2010",35,0.704654519359474,0.642207349636406,0.264785742317496,0.323076923076923,-0.10930763230736,-0.127781851503336,1.18897274186065,0,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",139,0.204903487830124,0.159874625143464,0.146948624236483,0.173333333333333,0.0264529777427245,-0.0371244541944109,1.06666666666667,0,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",35,0.514652522833899,0.493579876480291,0.385148898037291,0.57,-0.0638638072746685,-0.0532061909170477,2.79620740717279,0,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Cotedivoire","Cotedivoire2009",23,0.286707039619651,0.2377192090624,0.160712855706277,0.152941176470588,0.0354598514946705,-0.00514558269364384,0.6,0,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",7,0.385751829885271,0.432958957394486,0.197505332356638,0.408101265822785,-0.0980256481329811,-0.088256177967056,1.04279151187418,0,"2013","Europe and Central Asia","Croatia","High income"
"Dominica","Dominica2010",6,0.184018060123019,0.175833333333333,0.0811027162614734,0.115996249413971,-0.0140631758332087,-0.0288067297755887,1.06877986406764,0,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",8,0.159424429819934,0.162899035136328,0.109402006763823,0.107352941176471,-0.0188040167831823,-0.055468040359483,1.36366234514471,0,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",7,0.258400415821761,0.226168143062365,0.167433477325346,0.33873852175222,-0.0212142946295386,-0.0258205382320469,1,0,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",3,0.330271157701515,0.322838734562616,0.0984220605818817,0.103888888888889,0.0111570032385672,0.0267592592592593,0.540859081002748,2,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Ethiopia","Ethiopia2011",11,0.170460282107201,0.143967551622419,0.0848590660219572,0.084,0.0375110923908635,0.0526964357061295,0.345818669348081,1,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"India","India2014",228,0.443067737277647,0.466531554498715,0.242512800492822,0.452920255883236,0.0508381427986233,0.0350993485112652,0.455915354561688,0,"2014","South Asia","India","Lower middle income"
