"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",2,0.074625,0.074625,0.0305823682863182,0.04325,0.00840972222222222,0.00840972222222222,0.72,1,0.64,0.64,NA,0,0,0,1,1,0.002,0.002,NA,0,0,0,1,1,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",2,0.0647060014598888,0.0647060014598888,0.0140536759376261,0.0198748991121872,0.00208726714382039,0.00217381709039548,0.842134896601047,3,0.113695191995725,0.0975758244730868,0.138203290210528,0.122212121212121,0.0342095156141928,0.0595096668884027,0.472477118958886,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Europe and Central Asia","Albania","Upper middle income"
"Argentina","Argentina2010",5,0.103471220439198,0.124100220770695,0.0644054478462066,0.1411575,0.004940076331623,0.00641144233312645,1.20538268215345,1,0.28125,0.28125,NA,0,0,0,1,7,0.15787304663183,0.103747378831674,0.119138486331171,0.179761904761905,0.0388346401989765,-0.0222753261542492,0.185852602919138,2,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",4,0.245041600856077,0.209606203748494,0.120024615903085,0.12407960199005,-0.0390223305039401,-0.0428291744946596,2.35005408103836,1,0.12,0.12,Inf,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",9,0.343875409359365,0.395762442674068,0.187121247024881,0.25,-0.00012669948469104,0.000585364666036884,0.906569096777174,5,0.207939937525498,0.270941836027947,0.115605588528713,0.229333333333333,0.0335186835955029,0.0237930580450782,0.911822584555668,1,0.127058823529412,0.127058823529412,NA,0,0,0,1,0,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",29,0.187919139953524,0.2,0.0815766648314646,0.106666666666667,0.00807951506682923,0.00661383168678255,1.2,11,0.19403321245486,0.155141992997922,0.164063437767851,0.34,-0.00934146300077743,0.00245810808011765,1,1,0.0551908770304013,0.0551908770304013,NA,-6.93889390390723e-18,0,0,1,1,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",4,0.363169642857143,0.285714285714286,0.157900929541818,0.0796875,-0.0367941602316602,-0.0367941602316602,1.7,1,0.0507142857142857,0.0507142857142857,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Barbados","High income"
"Bhutan","Bhutan2015",4,0.257103583996562,0.223050687962533,0.234445724146874,0.3804004004004,0.013555993743326,0.00627202055103972,0.954618937140355,6,0.218395421118173,0.213728049228627,0.102031711134981,0.119083376080507,0.0156893709651553,0.0155495766718488,0.705882352941177,2,0.0429793100602977,0.0429793100602977,0.00038373168733978,0.000542678556548229,-7.96051140791054e-05,-8.10493948091511e-05,1.44792396585121,0,"2015","South Asia","Bhutan","Lower middle income"
"Brazil","Brazil2009",1,0.375,0.375,NA,0,0,0,1,6,0.190478517293778,0.15964796959226,0.142299282097996,0.227443540811662,0.00398470227165576,0.0242075694703537,0.970907047150311,7,0.106201310459324,0.100372467454165,0.0470862205994677,0.0553691018330719,-0.0103208848008817,-0.00892946765159187,1.0170121841331,4,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",3,0.17354958146359,0.156306976593662,0.131954004715774,0.20508807533079,0.0183531041220025,0.0105209038944586,0.854843649558204,4,0.137626580059449,0.122046434576456,0.0644783033596836,0.124329460809858,0.00240278689453768,-0.00148299856505439,1.08640235802599,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",6,0.291283771240206,0.251910211486668,0.171974311580478,0.268571428571429,-0.0302477691652688,-0.0305580143424839,0.709050356087062,4,0.151516786776641,0.13139727524747,0.0611263252860292,0.113582286273311,0.0072181084491719,0.00597332566436489,0.816863111349252,10,0.136472592754732,0.118157392499104,0.13088929880824,0.152609442568568,-0.024603216469507,-0.0343974057751466,1.31069263110767,0,"2010","Latin America and Caribbean","Chile","High income"
