"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",7,177767.622766224,22399.6766347342,255811.691385989,449406.061273036,-58107.2773279177,-42309.5483357006,0.280978658968931,2,73427.6005701483,73427.6005701483,14323.0770453542,20255.8898124547,-1396.95791810033,-1396.95791810033,0.878787878787879,7,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",10,22598.8852833387,5261.55273847205,30727.3071402651,21974.9377477071,-8333.30801398743,-5663.5990652512,0.983962131357178,NA,NA,NA,NA,NA,NA,NA,NA,9,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",41,2641.65475508868,1789.82288031838,2195.57095138635,2763.75645865451,2040.82185284178,1628.73254719178,0.844273802405207,NA,NA,NA,NA,NA,NA,NA,NA,3,"2013","South Asia","Bangladesh","Lower middle income"
"Bhutan","Bhutan2015",10,19186.973738709,5342.51988269391,27767.0591909959,31457.0104247397,10493.1026355534,16133.1494424298,3.74336751183301,NA,NA,NA,NA,NA,NA,NA,NA,3,"2015","South Asia","Bhutan","Lower middle income"
"Chile","Chile2010",17,63021.8947480644,33991.561812479,82885.1699185573,73968.5621695968,37175.6359348305,78573.3469642296,5.86752065837058,1,156426.469676822,156426.469676822,NA,0,0,0,1,11,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",110,20919.1308192357,18058.7274131343,16683.6231707017,18844.5821459552,-5758.04704199636,-7578.0310391143,1.78685112438791,3,13502.6336993872,12488.0775201102,8817.55669420224,16952.3448675924,1941.33820475908,1781.11778074169,1.25981184618219,38,"2012","East Asia and Pacific","China","Upper middle income"
"Costarica","Costarica2010",12,3115.84004504113,1201.9224296394,5458.91190020539,3314.21579275235,2502.48624329185,560.773609998641,1.06045541862629,3,8494.83828074954,7657.30224582121,2290.52625619061,236.729699482308,1740.07326538072,1812.15892761605,1,15,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",9,37921.9579361862,27076.2285034247,26369.8523189451,51214.4506989023,13408.6518515625,21719.2130579319,0.856604767215827,1,43452.9858746653,43452.9858746653,NA,0,0,0,NA,2,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",4,14805.5824103449,15281.4915748346,11571.3088520985,12699.4764009925,1077.90599051086,3999.0937420947,0.864214840587967,NA,NA,NA,NA,NA,NA,NA,NA,7,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominicanrepublic","Dominicanrepublic2010",4,4964.34667150417,4636.97324271978,3527.93304994965,4801.45509403911,3544.91958097478,2176.97175418244,1,1,3999.67424211896,3999.67424211896,NA,0,0,0,1,6,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",8,21119.2096956572,7487.27890367685,26698.4105048845,31089.5169311904,9413.19895608245,8286.87614013365,1.11654174292528,3,241004.325796406,17103.8658006053,442970.04842841,796010.391175456,236387.153528889,223567.647112091,2.54121154553252,3,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",178,12041.0453983908,7460.33807566766,12586.9960802022,10864.1026390329,3138.15913769767,3198.57449803468,1.71045990807948,1,144134.108946742,144134.108946742,NA,0,0,0,1,66,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",5,10191.7952563308,10106.0407959613,2968.29065657477,2774.90526315789,927.603470401554,2387.71571298376,1.51578289721198,NA,NA,NA,NA,NA,NA,NA,NA,5,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",1,1834.23002985655,1834.23002985655,NA,0,0,0,1,4,-579.273926616152,-241.456052499861,11266.5945134678,7540.38774582102,-8501.39256198738,-8501.39256198738,0.172222222222222,9,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Georgia","Georgia2013",2,1197.63543189856,1197.63543189856,378.232656337164,534.901752324419,155.949943682651,162.929844098817,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",7,11171.0788406973,6482.2301289026,12854.6990100008,18407.4091028666,26937.928528403,27448.0787385447,0.75,1,332.800712447389,332.800712447389,NA,0,0,0,1,13,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",11,14479.8765948153,11445.8646488682,12555.2153447494,10943.1651784838,379.990900268395,598.541184519875,5.46444848331037,NA,NA,NA,NA,NA,NA,NA,NA,6,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",1,-7607.79249646734,-7607.79249646734,NA,0,0,0,1,1,30960.407724754,30960.407724754,NA,0,0,0,1,11,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",350,6259.44602055624,4384.0868928031,6222.90423906841,5710.72798942316,-115.578985363516,-261.661349014034,0.84,1,1302.49231436806,1302.49231436806,NA,0,0,0,1,196,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",103,1101.88855134312,914.593030979756,904.876290900912,930.571701361724,251.920217507537,641.663859862484,0.857142857142857,5,461.634249864611,466.722674360168,86.2720165379082,108.073095412194,4.25810577477714,55.4547014467999,1,92,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",115,14948.662107615,12645.1863341546,12075.27226599,9161.18810768096,-2775.11112271251,-3019.6527630322,0.845153713290396,3,14544.2233301478,14176.085846168,6686.46670667725,7570.49464922089,1868.08715168981,-282.6152896618,2.78571428571429,20,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jamaica","Jamaica2010",4,9894.01786072693,9508.2886157289,3556.1470896356,0,-82.11130661147,-275.753732355297,0.482384694348892,1,15786.0389635738,15786.0389635738,NA,-1.81898940354586e-12,0,0,1,3,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",14,57848.6294558802,42549.1374397464,58769.9315462449,56566.2214666944,111983.091323972,82384.9810725503,1.26214367350977,1,165644.092581666,165644.092581666,NA,0,0,0,NA,5,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",12,14078.8599443383,9880.00978774918,8283.6194158306,13924.5050856839,2802.44600240875,2142.15939040725,1.61561425581208,1,13335.9863198839,13335.9863198839,NA,0,0,0,1,17,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",5,10713.0385988217,8685.50652404275,7604.65500805755,14751.3847472665,-236.870304207179,42.8998633921093,5.65152500879342,1,4329429.74815337,4329429.74815337,NA,0,0,0,1,6,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",5,49150.6055967854,45423.6115093345,43805.5556927349,65178.9405014978,-5380.29557296618,-7141.20815549764,9.5479650800949,NA,NA,NA,NA,NA,NA,NA,NA,5,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",6,6476.23504866739,6034.86420159133,3263.57783915284,6796.45672931318,-1301.14742380107,-892.028124524729,0.619639318610025,1,7994.64609759748,7994.64609759748,NA,0,0,0,1,8,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",7,3296.71934980988,3504.03634733219,1312.35637694211,1011.70191335213,172.514999994942,53.83849009659,0.969738965295315,NA,NA,NA,NA,NA,NA,NA,NA,5,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Lebanon","Lebanon2013",7,15164.6762354756,9582.72565819604,14494.6309835016,10181.5685916398,3556.72587409566,-2897.84966659012,1.83754368101773,NA,NA,NA,NA,NA,NA,NA,NA,5,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",1,1703.82282533327,1703.82282533327,NA,0,0,0,1,1,9037.11958309713,9037.11958309713,NA,0,0,0,1,7,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mexico","Mexico2010",23,8510.07403876941,3841.17879287936,11418.0615478154,6105.01739929959,425.927892492065,-1368.48207900065,1.09969424464175,1,35961.4694395714,35961.4694395714,NA,0,0,0,1,4,"2010","Latin America and Caribbean","Mexico","Upper middle income"
