"countryOnly","country","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","outliersOut","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",5,29313.2044574588,13903.7091985657,31702.0261136168,42782.9627559778,15071.5004525162,14887.1540554435,NA,5,29313.2044574588,13903.7091985657,31702.0261136168,42782.9627559778,15071.5004525162,14887.1540554435,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,5,57597.1137933396,47063.0182615464,58529.7102290335,46975.9287931697,8810.69753800179,-6453.12644653679,3.60484335408001,5,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",32,2510.36764606562,2233.6073953046,1542.31708333143,2364.74076974313,-119.225162075819,-100.088667665406,2.84496734474989,32,2510.36764606562,2233.6073953046,1542.31708333143,2364.74076974313,-119.225162075819,-100.088667665406,2.84496734474989,-56,32,2510.36764606562,2233.6073953046,1542.31708333143,2364.74076974313,-119.225162075819,-100.088667665406,2.84496734474989,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,6,37623.6328324533,38551.1327362508,30429.2655426781,33099.0904636986,11738.8231035002,17421.5839798465,2.54812959443522,8,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",4,18595.3126720717,11543.682028782,17055.5098014598,32207.8155541329,4580.8139315099,3330.0432673153,2.71644427360185,4,18595.3126720717,11543.682028782,17055.5098014598,32207.8155541329,4580.8139315099,3330.0432673153,2.71644427360185,-2,4,18595.3126720717,11543.682028782,17055.5098014598,32207.8155541329,4580.8139315099,3330.0432673153,2.71644427360185,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Chile","Chile2010",10,39551.3744722785,23304.8064961704,82805.2301186831,0,42980.0223612432,58669.9401901294,0.739234797467283,10,39551.3744722785,23304.8064961704,82805.2301186831,0,42980.0223612432,58669.9401901294,0.739234797467283,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",68,30866.4714781108,20234.781679068,26731.8199475204,31120.5241718775,-1528.23565125647,884.044180046449,3.39980022735392,68,30866.4714781108,20234.781679068,26731.8199475204,31120.5241718775,-1528.23565125647,884.044180046449,3.39980022735392,-123,68,30866.4714781108,20234.781679068,26731.8199475204,31120.5241718775,-1528.23565125647,884.044180046449,3.39980022735392,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",11,19657.9363190957,16206.8187253243,15153.6479604126,16464.1238561044,13237.1752827665,14426.5891488308,0.4165388427317,11,19657.9363190957,16206.8187253243,15153.6479604126,16464.1238561044,13237.1752827665,14426.5891488308,0.4165388427317,-18,11,19657.9363190957,16206.8187253243,15153.6479604126,16464.1238561044,13237.1752827665,14426.5891488308,0.4165388427317,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",42,6420.68427361376,4125.97925324526,4887.57519581762,6278.27285606336,1089.38105520649,1968.18582965908,0.311386071833753,42,6420.68427361376,4125.97925324526,4887.57519581762,6278.27285606336,1089.38105520649,1968.18582965908,0.311386071833753,-36,42,6420.68427361376,4125.97925324526,4887.57519581762,6278.27285606336,1089.38105520649,1968.18582965908,0.311386071833753,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",10,-2144.75816732016,2644.32904927641,19732.7930349001,2413.21286331023,-2487.85815130415,-2487.85815130415,0.644444444444444,10,-2144.75816732016,2644.32904927641,19732.7930349001,2413.21286331023,-2487.85815130415,-2487.85815130415,0.644444444444444,-6,10,-2144.75816732016,2644.32904927641,19732.7930349001,2413.21286331023,-2487.85815130415,-2487.85815130415,0.644444444444444,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Ghana","Ghana2013",8,88949.6253948344,28801.9155306215,98938.2264128586,186327.219084402,86655.3146593587,80743.0407323882,2.125,8,88949.6253948344,28801.9155306215,98938.2264128586,186327.219084402,86655.3146593587,80743.0407323882,2.125,-14,8,88949.6253948344,28801.9155306215,98938.2264128586,186327.219084402,86655.3146593587,80743.0407323882,2.125,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",6,2960.60083129965,2862.35325680278,1571.8952482276,2764.99582672482,-93.845791193075,-613.348385832637,0.966045535135772,6,2960.60083129965,2862.35325680278,1571.8952482276,2764.99582672482,-93.845791193075,-613.348385832637,0.966045535135772,-2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",446,9511.11817536973,6196.10982701076,9964.56424002223,8924.23316123334,1813.1012939506,2630.45495486168,0.857142857142857,446,9511.11817536973,6196.10982701076,9964.56424002223,8924.23316123334,1813.1012939506,2630.45495486168,0.857142857142857,-664,446,9511.11817536973,6196.10982701076,9964.56424002223,8924.23316123334,1813.1012939506,2630.45495486168,0.857142857142857,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",6,2037.87831410352,1679.73441126351,2097.89023193592,1813.58926138137,442.647291358136,273.491982237303,1.11246531581214,6,2037.87831410352,1679.73441126351,2097.89023193592,1813.58926138137,442.647291358136,273.491982237303,1.11246531581214,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",7,520698.302427236,201088.744091945,649902.074416218,861466.438760177,253521.703734065,219361.099472615,0.665273916305231,7,520698.302427236,201088.744091945,649902.074416218,861466.438760177,253521.703734065,219361.099472615,0.665273916305231,-3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",2,1184.76469914427,1184.76469914427,6924.48074066958,0,-128.135258097832,-1632.11576264103,1,2,1184.76469914427,1184.76469914427,6924.48074066958,0,-128.135258097832,-1632.11576264103,1,10,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",9,5365.36461077443,5473.7682240687,4085.34701620594,1988.71825591708,1250.59611264275,1366.42336690425,1,9,5365.36461077443,5473.7682240687,4085.34701620594,1988.71825591708,1250.59611264275,1366.42336690425,1,-13,9,5365.36461077443,5473.7682240687,4085.34701620594,1988.71825591708,1250.59611264275,1366.42336690425,1,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",13,14063.2242925725,2119.9697447017,43344.3254750633,0,37946.3444814547,12020.1937124417,0.367099924933937,13,14063.2242925725,2119.9697447017,43344.3254750633,0,37946.3444814547,12020.1937124417,0.367099924933937,-19,13,14063.2242925725,2119.9697447017,43344.3254750633,0,37946.3444814547,12020.1937124417,0.367099924933937,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",12,4348.81161488754,2218.08431080405,8277.95182977177,2465.56399329781,-2159.6882559612,-1586.92403243346,0.0883341187472802,12,4348.81161488754,2218.08431080405,8277.95182977177,2465.56399329781,-2159.6882559612,-1586.92403243346,0.0883341187472802,6,12,4348.81161488754,2218.08431080405,8277.95182977177,2465.56399329781,-2159.6882559612,-1586.92403243346,0.0883341187472802,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",4,1313.79593739806,3137.20459337176,3260.95558978861,4998.60198492469,617.818403357934,303.896778702477,1,4,1313.79593739806,3137.20459337176,3260.95558978861,4998.60198492469,617.818403357934,303.896778702477,1,36,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",4,19905.5622023115,18736.5534704078,14234.1183961188,0,12017.7564098415,14343.0497189544,1.07273347354107,4,19905.5622023115,18736.5534704078,14234.1183961188,0,12017.7564098415,14343.0497189544,1.07273347354107,1,4,19905.5622023115,18736.5534704078,14234.1183961188,0,12017.7564098415,14343.0497189544,1.07273347354107,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",6,307369.236449227,9843.55213433156,606209.687688404,1074351.01106966,103975.539276119,91326.7242608019,1.08570202740459,6,307369.236449227,9843.55213433156,606209.687688404,1074351.01106966,103975.539276119,91326.7242608019,1.08570202740459,-5,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Trinidadandtobago","Trinidadandtobago2010",5,14473.6667116942,13841.2971227838,6823.34777928765,2760.84969012008,-627.208503229235,-237.39714038256,2.67272621315166,5,14473.6667116942,13841.2971227838,6823.34777928765,2760.84969012008,-627.208503229235,-237.39714038256,2.67272621315166,-3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",10,137440.492179343,57433.4456708843,150014.450623002,275608.416147698,-65311.8144340331,-19422.8992918556,0.603394261457628,10,137440.492179343,57433.4456708843,150014.450623002,275608.416147698,-65311.8144340331,-19422.8992918556,0.603394261457628,-17,10,137440.492179343,57433.4456708843,150014.450623002,275608.416147698,-65311.8144340331,-19422.8992918556,0.603394261457628,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",21,-7234.51935946256,4295.83705390665,70657.6451575316,10132.8643330276,34546.8499545135,39044.7023613328,3.75,21,-7234.51935946256,4295.83705390665,70657.6451575316,10132.8643330276,34546.8499545135,39044.7023613328,3.75,-37,21,-7234.51935946256,4295.83705390665,70657.6451575316,10132.8643330276,34546.8499545135,39044.7023613328,3.75,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",4,4198871.77229399,1817845.79138975,5720575.99126621,2556488.28156027,-507023.640123358,-457189.940291905,0.914649198974125,4,4198871.77229399,1817845.79138975,5720575.99126621,2556488.28156027,-507023.640123358,-457189.940291905,0.914649198974125,-1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
