"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","outliersOut","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",5,7412.51576803586,7009.68213662648,5049.71848763754,5168.38019428878,-375.987308715044,-869.298039610353,1.74458880961673,1,518555.735302066,518555.735302066,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Argentina","Argentina2010",5,80417.9455123894,57280.040787517,73501.0436273236,59896.4483701618,216.810996280682,1749.24854899223,0.94562866663068,5,46433.8454325475,33645.9251892653,38917.160601655,38504.8596665326,-1773.94448449421,-2772.87258639306,1.06384193349921,2,8,101516.850146345,77878.8290253618,56131.0621344662,94711.2589853183,7300.25174745672,4069.2723887691,1.33798855783064,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",12,16818.9300259324,18853.572560662,8483.46363827381,13363.3017470596,117.733718428287,398.957038571085,0.712554596750274,3,16993.00511459,19303.97900297,10980.2052378495,21761.7656922603,1436.29490918209,1551.22749719068,1.50883218656601,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",3,13321.3552281458,9519.04188190739,9581.97858311046,4319.11127046568,-1826.38216364374,-2094.1145553773,1.1304266913079,1,45963.5152093476,45963.5152093476,NA,0,0,0,1,4,1,11142.6703537812,11142.6703537812,NA,0,0,0,1,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",34,4718.68118592082,2908.85331654718,4485.81078980757,4503.89941410365,-163.481686739583,-293.830490265285,0.988157015851075,17,2907.81695316966,1992.39106888186,2165.41557946064,2586.89716282849,50.7797202890479,274.114086392776,1.11111111111111,4,2,4831.50059253774,4831.50059253774,7766.13037383367,10982.9669018332,-1607.42146754961,-2230.91515193487,0.827298377941528,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",4,67239.5833333333,61979.1666666667,39369.0747305406,29218.75,1510.41666666667,1510.41666666667,1.78571428571429,2,60606.0606060606,60606.0606060606,10713.7391088871,15151.5151515151,-1515.15151515151,-1515.15151515151,0.833333333333333,0,1,122779.487179487,122779.487179487,NA,0,0,0,1,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",7,18296.3479935336,18816.4329230311,7866.53401023393,7998.98273128453,848.026125120827,655.794118290632,0.943518688232178,1,26869.1697923457,26869.1697923457,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",6,39004.6296296296,36805.5555555556,20176.7683352086,35416.6666666667,662.037037037037,662.037037037037,1,1,36000,36000,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",11,3104.23548870122,2047.42195781447,2850.40399523168,1476.83816164066,-591.716378872835,-973.641948940327,0.95529692197004,3,5188.38490359363,4643.9306730682,5052.56289815659,4566.8076915504,1062.42878082596,2029.81134827086,1.06241841335916,1,1,16812.8206015558,16812.8206015558,NA,0,0,0,1,"2015","South Asia","Bhutan","Lower middle income"
"Bolivia","Bolivia2010",2,9791.4688192466,9791.4688192466,1978.17542853311,2797.56251978474,0,0,1,3,24308.7013863461,24232.8109410888,1890.97289017549,2477.50620884949,-72.9975968602386,-54.0451065603083,0.844516274139563,12,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",2,7282.88560569411,7282.88560569411,1668.2796468258,2359.30370237205,290.082776234823,393.217283728675,1.70186806352355,4,40467.1250551627,50233.7217639225,21145.3826955268,43092.5785685324,2400.74791190521,2436.02319182253,1.15340404501438,1,3,34239.641428931,30283.9007120948,14793.6231217052,28904.658206588,-1024.47245303718,-1044.06362737097,1.00340559320063,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",1,79144.5391087552,79144.5391087552,NA,0,0,0,1,8,30871.9695146754,35599.4174434633,21492.0256189242,17901.7409888851,2269.76912329152,-945.199851836509,0.847307743379718,10,1,49465.336942972,49465.336942972,NA,0,0,0,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",1,3751.19028407428,3751.19028407428,NA,0,0,0,1,7,5242.23215587712,4998.05776356338,4535.71579284341,2588.32129601125,-33.1183777342022,133.179428313192,1.37233394409747,5,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",4,13142.7763791559,8700.27084778997,10289.0941255052,7472.02172555203,2683.56050893662,2700.00960183654,1.53271103066789,9,13429.1440490818,12564.644560002,7408.86209402839,6895.28853233686,192.492293314759,155.837514397235,0.706777640062961,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Burundi","Low income"
