"countryOnly","country","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",48,0.47342834863942,0.357195523934112,0.289216567616615,0.42963797003576,-0.0596873096814617,-0.00476601767247933,2.79431392993084,25,0.453228550863264,0.44698152739746,0.280562615477418,0.378391434446284,0.0337141305762041,0.123591169350796,1.92093989972287,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bahamas","Bahamas2010",3,0.337120791923921,0.173913043478261,0.342169362292523,0.623224825009869,-0.170091026171088,-0.170091026171088,10.7142857142857,3,0.533193115371945,0.5983486977465,0.288355744154646,0.524103726450732,-0.0286580036245717,0.0149374900003458,1.90277777777778,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",11,0.43776308702988,0.430763687258484,0.264588188788777,0.201635740040454,0.0281907644732402,0.0289803746088305,0.841337332844742,98,0.388934157306281,0.327231815635294,0.295758326095136,0.405444964871194,0.0181271344973373,0.0175354056211586,0.791221353397394,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",1,0.313199105145414,0.313199105145414,NA,0,0,0,1,1,0.2,0.2,NA,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",3,0.15596088179149,0.140086662648789,0.0486668234109449,0.0369125510874403,0.0125258257406761,0.0147657710134543,0.555555555555556,2,0.3085109388705,0.3085109388705,0.0246789428053932,0.034901295620417,0.00317284505640154,0.00317284505640154,0.846153846153846,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Brazil","Brazil2009",34,0.204230822430426,0.194796835204034,0.122978385838888,0.141975173523491,0.0248909373323409,0.0232223928186325,0.886857473512691,74,0.159777388667514,0.0512648192897508,0.214496198058539,0.1983302456528,0.143168436466202,0.0171760201825034,0.200997614247902,6,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Cameroon","Cameroon2009",1,0.00632144403901858,0.00632144403901858,NA,0,0,0,1,4,0.305086268411037,0.311442569427022,0.191729828002501,0.367765066926548,-0.00515558560837405,0.00939195907222315,1.8485826614455,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",32,0.306098482404256,0.272572955049952,0.230067826379179,0.350998778088287,-0.106117660034367,-0.0773661066873231,2.0720783920514,35,0.339612641796873,0.381576913127349,0.166568718636295,0.288653590457797,-0.0934364020876186,-0.120295476798975,0.855561927578711,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",37,0.306375176627653,0.298142909948604,0.175857098680612,0.211452870566171,-0.00392864504360456,0.0340887581595024,0.551721380168489,77,0.255474911915717,0.194577986575425,0.14987806343949,0.145406949071871,0.037876486613886,-0.0161465602092728,0.685789731739086,3,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",35,0.311546700754044,0.377496574871865,0.20593780237482,0.244458417750379,0.0465828052043991,-0.0842049558831842,1.01454158931734,50,0.527660950088592,0.491598261347971,0.299541994300681,0.625801148265566,-0.0473875429138356,-0.00502018777105413,1.05221187451595,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",6,0.409546270926045,0.296337094161481,0.359458851790591,0.257065984709236,0.246773305260469,0.264828487430353,0.288778555717968,5,0.441927720650179,0.29808552788802,0.311719115544386,0.599696098804067,-0.0638863593283781,-0.07250472204423,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
