"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",36,0.355235918069053,0.249413966179116,0.310687280194254,0.345647539313361,0.0326727478612451,0.00257781960419603,1.44444444444444,19,0.388626258397738,0.388468392216697,0.213549845297252,0.381586956521739,-0.0130639917230623,-0.0530999580675066,1.18180525077119,44,0.551483570949643,0.575724052386645,0.234857588335645,0.395310156121719,-0.0381287955503055,-0.00733212114052473,1.524960392466,0,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",1,0.363718948720358,0.363718948720358,NA,0,0,0,1,1,0.11904265893683,0.11904265893683,Inf,0,0,0,1,1,0.4,0.4,NA,0,0,0,1,3,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",11,0.50318636112662,0.541644277291891,0.164490359314192,0.32843137254902,0.00812383463850434,0.0183905697585588,0.945893220508932,8,0.674161506434904,0.728538115753316,0.189802070035816,0.133333333333333,-0.00145419336836459,0.000404361876524619,0.82335132485034,7,0.586242624333155,0.701361509684925,0.283930193540415,0.3,-0.0223560888813394,-0.00870207099233135,1.9793823605668,1,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",39,0.401097146921513,0.40560871091931,0.214952432464585,0.366666666666667,0.01396754547886,-0.00259539483661148,0.854997849513842,28,0.28829443203225,0.312894316673553,0.248481622301398,0.429585712194408,-0.0918868325553943,-0.157972193858712,1.08095119939687,71,0.354468888941435,0.397855043550508,0.173667559889178,0.23,0.00222944595265968,0.00467657590551402,1.14285714285714,0,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",7,0.397896700608067,0.384928742206567,0.322759357567754,0.611983407099794,0.0224290331360053,0.0225776824320061,0.992607117976932,1,0.6397019453864,0.6397019453864,NA,0,0,0,1,3,0.40238920625418,0.400053800859281,0.139477678607833,0.184,0.0103155782341351,0.00212703077116829,0.831757149471976,1,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",6,0.341708612953023,0.30899138882074,0.194811495256962,0.179718266893719,-0.0223288663962617,-0.048031464941359,1.14285714285714,4,0.512390532682289,0.562089476783038,0.17965479561637,0.109623430962343,0.0779799214328851,0.10200765959607,0.161092892078753,6,0.193024896558247,0.0872449949161669,0.219247982054007,0.42420919099315,0.0117255175734137,0.0353230255711398,0.473874059668769,0,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",19,0.39522870637585,0.398396054769607,0.182873626517869,0.194444444444444,0.0154824640131887,0.0165992988956648,0.815713989199919,57,0.350449787470941,0.312910110127661,0.230402138974649,0.35,-0.0416316956652602,-0.0763817690253182,0.801230049894082,60,0.380360382192632,0.4,0.205479504838835,0.237578445990722,0.0204058331492651,0.00818679784823255,1.38930991723094,2,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",6,0.243157605218399,0.250589084516138,0.0903855611024157,0,-0.00235065860310627,-0.00180858285797942,0.595127231481694,5,0.518496782993895,0.557042417725064,0.169639625593292,0.313852874541967,-0.0133901244237762,0.00581144147575275,0.9178440306982,8,0.523406006154601,0.571049637099805,0.185768359475047,0.344311955524988,0.0313561994401576,0.0189388905889266,1.22072418070821,1,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",8,0.319622713490483,0.289635636274557,0.148604466654989,0.192899408284024,-0.0104375183430744,-0.0139192946464464,1.42857142857143,2,0.627176081986527,0.627176081986527,0.0436742423674044,0.0617647058823529,-0.0224046256162089,-0.0203321627158326,2.55996635971673,5,0.431265469065524,0.476079420368872,0.155078758433985,0.233195020746888,-0.0142116002330576,-0.0145201903729665,1.0000436250884,1,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",3,0.390720682608552,0.451434405131816,0.124533434439673,0.193939393939394,-0.0550388066648063,-0.0394551830598342,5.81457328241178,NA,NA,NA,NA,NA,NA,NA,NA,3,0.186908381655951,0.201882761964783,0.112614868623293,0.0886184070040573,-0.0112464687746058,-0.0214238890936789,1,0,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",7,0.277083075967442,0.281898342451844,0.135057737659242,0.141676048965725,0.010424032770433,0.00802146034518018,0.739843137794679,1,0.5625,0.5625,NA,0,0,0,1,4,0.38500090759465,0.361648717984517,0.167347715185566,0.146153846153846,-0.0015574911093489,0.0205243484186861,1.01383482332908,1,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",2,0.2,0.2,3.98910027612321e-17,0,3.08148791101958e-33,0,1,1,0.52962962962963,0.52962962962963,NA,0,0,0,1,6,0.368838901055417,0.342242850670843,0.140052962463324,0.269316666666667,-0.0322641040060171,-0.0304767521620284,1.44519624604251,2,"2013","Europe and Central Asia","Czech Republic","High income"
