"countryOnly","country","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",3,11356.8850468392,5204.21115865623,14318.1651201195,20811.562016977,-6499.07101059903,-4036.35609871508,0.30608818574199,6,6871.59251689306,5205.3210785121,5587.23835306214,7468.26259682772,-1579.54373456935,3698.06425765403,0.654104982075462,4,4734.40028522767,3271.97652182381,4868.6194202348,9022.81914542488,-1218.78509327419,-766.243874261427,0.442560659599529,26,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",8,13060.9766237988,8370.24318713775,13278.452204148,14001.9267300185,22683.2469903399,24267.7122345218,1.95985163758662,6,37482.4031355677,23467.7415911409,39984.9755606432,59764.4086082036,7120.34864713329,-6366.40702598023,0.297242979282702,10,6150.52006101744,4275.25196635436,5964.02419698557,8282.19935233283,408.898538121906,1230.51151349098,0.531620820575565,4,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",4,16803.9521886077,2383.39973410864,29057.496291003,56873.4518424519,-3550.37502031616,-5499.83297231542,1.62041167806728,5,16197.9256581962,12436.5300201723,19595.3501261244,28358.03477652,-1006.39356454989,1450.40858737234,0.880648542644455,15,747829.563323204,72866.927296878,1670546.5984543,193052.156979264,-84174.1245288094,-220599.915957983,0.249003863325044,6,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",7,29633.0842251513,22124.4053875532,14680.5830778492,28765.4320987654,6032.67636150318,6297.26874505488,1,2,89324.75769753,89324.75769753,72207.2004068803,102116.402116402,46081.8327179972,44250.4409171076,7.18502226232286,1,32407.4074074074,32407.4074074074,Inf,0,0,0,1,0,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",41,62108.3968149423,44922.3362776213,35269.3285721631,57488.6111456813,16843.0809544657,30780.3848395429,2.52503967843649,53,172940.659729009,97475.162789763,134156.712503191,227606.503806615,18497.2687672681,1876.45549291593,0.95986550964033,55,99683.4221259272,86146.6966122004,100735.168638231,136788.513965357,62031.9630011149,66221.9259166931,0.884292705638687,25,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",4,17368.3532124139,13665.6538524338,14458.5097969977,24269.9831896182,-4047.38763580664,1332.45854421601,0.346506587572362,5,20010.5530101567,7092.75832816253,21907.8056528496,34580.0278491433,4868.84801567846,2696.15565736339,NA,1,12404.2497515848,12404.2497515848,NA,0,0,0,NA,13,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",NA,NA,NA,NA,NA,NA,NA,NA,3,11877.0421424807,14381.9768526455,7517.64092610065,14261.6952644049,4342.28251425204,4302.32517784443,1.06934844832675,27,14441.4896675488,9231.33799769165,12238.4212877066,13074.0665484367,484.89236745413,-56.2319396165768,1.33559401014034,15,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",NA,NA,NA,NA,NA,NA,NA,NA,9,59954.5982759187,39016.1725067385,50868.0057186734,41357.625,43452.2037042793,40632.5552297796,1.3953488372093,6,31661.9047619048,29700,11116.0177374875,7428.57142857143,2667.76556776557,2667.76556776557,1.9,5,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",18,6920.71374331782,5508.34933109431,5694.93426716478,5052.36854046298,8302.10280076725,7744.28014536677,0.654084314103855,11,143997.538487106,38803.1974933421,188708.547565784,138214.21984255,-109466.739120358,-53015.8904947662,0.151393304261402,110,9022.24821379818,4683.59046901118,11155.5005291976,5226.58814530653,5497.10919020944,4935.20790377266,0.8,27,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",2,32083.3333333333,32083.3333333333,4124.78955692153,5833.33333333333,-972.222222222222,-972.222222222222,0.75,11,42884.3528031924,44115.4160286353,14410.9711761126,21212.1212121212,511.597742881002,-847.601281283818,2.17989367349301,1,48076.9230769231,48076.9230769231,NA,0,0,0,1,5,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",3,86533.262954209,86238.9765618481,41543.5864366297,59205.7523758856,10345.080782601,2614.56470717491,1.39296326779446,1,44335.5778497084,44335.5778497084,NA,7.27595761418343e-12,0,0,1,4,75631.3262671096,89855.0543912098,30630.2459936423,54804.2578647645,14194.617428121,11692.6883828992,2.45190870499217,3,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",14,40684.2026582149,43717.1398251323,14017.8286918472,21153.8461538462,-5611.83017696563,-4422.70191406136,0.22567823821713,3,102444.444444444,83333.3333333333,64171.0676701419,124000,-1611.11111111111,-1611.11111111111,5,8,38053.5233393408,33313.1067961165,20740.9029296059,41111.1111111111,-3127.9181240195,-3061.52184894094,3.00715421910521,1,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",1,64714.7531780921,64714.7531780921,NA,0,0,0,1,4,105592.627780942,109707.594530943,69468.5829188701,91706.3475390544,-21537.6692208175,-21537.6692208175,0.766129032258065,2,6194.26048788458,6194.26048788458,3053.54665088633,4318.36708702239,719.727847837064,719.727847837064,1.5,1,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",1,93365.7655126863,93365.7655126863,NA,0,0,0,1,7,63610.3660680495,57796.6803643804,24651.1786629336,22829.3521379635,12651.8074776349,6996.6615201142,0.828759899753558,4,40580.643723787,38367.027835899,33936.906066138,51440.5162621332,12492.5663954364,11931.7396836921,4.2677556452642,2,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",1,3205.12820512821,3205.12820512821,NA,0,0,0,1,8,36785.6428600603,35821.5758516253,15392.9788716753,6805.10971160094,9346.79280560138,8657.6955395114,0.655137685588568,8,6049.49170059732,4440.26936313745,7380.60466048529,3703.7037037037,3024.52116832674,461.422317893204,0.916268735522496,33,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",3,27240.1654396512,23009.0703992741,16426.2645352416,31454.0802176663,322.282878719917,258.539720324201,0.886363636363636,3,20406.9218061389,21071.6959108784,11432.8399251269,14449.4137418487,3063.77622207596,3949.15995513551,4.88956625361843,2,79807.0498468249,79807.0498468249,88298.0263898016,124872.266451235,54927.8704835924,52446.3519095187,5.94787586519653,1,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",33,22951.1064894104,15374.1927201367,22706.3668580792,14999.7745548974,-3034.28088382933,-6747.18926437797,0.954126145043173,16,144621.204034597,125633.124578104,109589.213505787,214645.430112665,-35569.8709403694,-65191.4677871324,0.0955230184636062,82,20798.1601650547,18386.2160238713,16494.0607768598,20337.7482315831,-2326.60301224576,-6161.28228809988,0.7,35,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",2,48124.8164164002,48124.8164164002,33658.2551299805,47599.9608906323,19967.3970485427,20138.4449921906,6.55502518192357,NA,NA,NA,NA,NA,NA,NA,NA,9,29681.4034685307,23575.5676611595,24143.0491731998,39816.834755331,15799.7527480281,19760.294905848,3.03581846581831,1,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",6,7826.44561702047,4009.85464661616,9344.71875219136,12200.5176678367,8283.78041611746,5857.26841821437,1.16689970697958,4,8995.07029942713,9265.91722764928,3504.74796451546,3031.83552076285,985.71992680067,1620.57468607563,1.24123793710287,8,27922.7179889116,15663.5511501142,25347.1697319777,29468.279103035,-1716.19729296228,-60.9762220242094,0.997416035793701,2,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",7,6940.65447623898,6167.82808939308,3615.90787327157,4800.29181189949,386.15371170497,346.51796114366,NA,7,20172.600030653,16593.0715338401,16537.4913341637,26816.1149063203,-986.4324843256,-955.095376787761,4.82234250088074,10,6445.50883568811,6417.41227615989,4729.60348375368,7622.40312980383,905.412713334437,1020.50523178806,1.77336021883553,4,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",7,7833.36695194703,6035.19748882037,6454.20607330591,4201.33311816319,-5283.18933410622,-5777.04264432227,0.0109567792122692,10,92305.2642433072,30971.8643172942,117199.794293914,221213.049895123,61000.3442388287,29768.6282291071,2.97269430213173,5,16407.982504449,13285.6956245367,18602.6229242882,14517.1063993675,-1182.88052873037,-2874.47491457661,2.83868294651124,7,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
