"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",35,0.200434099805739,0.0924904224513103,0.238540011907432,0.23,0.00427642729085064,-0.0164009274562889,0.470697443994476,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",92,0.259162273506373,0.146106519646025,0.267304771084345,0.377,-0.0328090359317213,0.0113485167182316,1.46068593958886,12,7,0.234051140532866,0.237945760745303,0.176838247422005,0.294049166666667,0.103617531895952,0.0906528148561852,0.395533958831916,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",88,0.0642074286722152,0.0125654283187802,0.0959820231138138,0.0992941176470588,-0.00187702759649962,0.00311021835108599,1.50412502567037,4,37,0.0273084538872562,0.00888610816157887,0.0421312399626549,0.0245294117647059,0.00367302006613389,0.00311613280923001,0.488728236171532,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",29,0.204336833868442,0.224242290567444,0.0794686977533386,0.123372948500283,-0.0147164281403453,-0.0152413594502306,1.11111111111111,0,2,0.176455026455026,0.176455026455026,0.0871724232891352,0.123280423280423,-0.028018278018278,-0.028018278018278,1.83333333333333,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",592,0.226601117163017,0.2,0.144498560650177,0.180264233666893,-0.0374947747594918,-0.0515112313590061,1.57842866050202,10,76,0.180233614280271,0.162335192648235,0.10976083579531,0.130639344211751,0.00507023931989625,0.00215437558592989,0.905389222588869,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",71,0.173892084799735,0.140993977533106,0.148784879127631,0.216554878048781,0.058711976654246,0.0184299066263872,3.90509482606707,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",88,0.349346956520876,0.348712381518152,0.172790358544947,0.211538461538462,0.062619642000439,0.104377569241661,0.704209255900895,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",29,0.235519691059681,0.213888888888889,0.111823338129632,0.179411764705882,-0.0344593445120707,-0.0204672981081915,1.11111111111111,1,6,0.0814022420562428,0.0552220888355342,0.0653091924740028,0.0925170068027211,0.0086630717100697,0.00745406995465741,7.1,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",1121,0.193202312320262,0.15,0.161381793430637,0.200236334094602,-0.0471078760201417,-0.0170009351623681,1.2,1,16,0.0587644663032291,0.0258583879263646,0.0688143193456986,0.100108108108108,0.0379138962517562,0.0455811998810543,7.28078688339488,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",60,0.253443171949227,0.283511080457223,0.101785715539064,0.091666666666667,0.00550691984744565,-0.000331691089986442,1.41756312395601,3,5,0.165937450090621,0.169835968419868,0.0471032665783126,0.0270407481629927,-0.0112992620150315,-0.0101742356802855,1.83461536236298,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",77,0.235403739114427,0.172311840804677,0.174086777792107,0.244494417475728,-0.0324688152881542,-0.0220368789612165,0.376607072178813,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",70,0.245596980065535,0.2,0.143158914843329,0.142857142857143,-0.0531248804597875,-0.0380623189409537,2.4,0,2,0.185398145955362,0.185398145955362,0.0739247998513209,0.104545454545455,0.058826220946777,0.0467216411906677,0.375679318621756,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",79,0.315804431622852,0.3,0.224869193604619,0.363467922444306,-0.044614943633311,-0.0670082639032076,0.631578947368421,1,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",84,0.24566412145882,0.191631870272533,0.202716453308237,0.270666666666667,0.0916780139785426,0.137567326784076,0.444118633856823,0,3,0.315863032592884,0.312162317097753,0.216416938692839,0.310651725985323,-0.0938127301174289,-0.108586287294324,2.77142419879118,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",61,0.187768279949846,0.133333333333333,0.133940083574386,0.084779458165597,0.057362796810467,0.0647137255878701,1.49028674764688,7,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
