"countryOnly","country","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",2,23245.1482322083,23245.1482322083,805.896525437405,0,-73.2621486051315,-183.401576390817,1,4,222165.894993063,20702.5142479439,298145.497996748,449406.061273036,3135.59613582408,-53077.3706030367,1.10935602843138,10,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",1,72858.0643651761,72858.0643651761,NA,0,0,0,1,9,18917.1520811189,5175.81549455905,28285.3121137252,21974.9377477071,-9455.75198510115,-7026.47624464321,0.983962131357178,9,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",2,4160.96500283482,4160.96500283482,1953.2265579923,2762.27948870003,833.789230490942,1351.85762962881,65.0273854976838,39,2476.96615388232,1613.81022051865,2208.39857016228,2531.60443571551,-175.950585694309,-232.671869858044,0.77096308993418,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Bhutan","Bhutan2015",7,31600.2388874712,22244.6924279691,31649.9855126867,59321.5991614614,14490.7978383416,15830.0318941781,3.33255652867148,1,4349.47668962248,4349.47668962248,NA,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Chile","Chile2010",5,200927.818001178,241831.95180996,138714.423728473,130551.149455114,43213.4019426337,60489.376625882,2.05561849553826,13,39202.7681252907,33199.1501314876,31967.0267154331,54125.6797930158,-2591.58416438385,5397.23381594537,5.52004713770272,11,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",30,32472.835913703,24750.8640341118,34342.3457032336,32721.8898669201,15725.8933113299,6684.29124893859,0.758446098820508,86,20216.8353035604,17774.9550023075,16316.2560316885,17795.9964939545,-5789.04946098759,-6727.9853005296,1.79994084468335,35,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
"Costarica","Costarica2010",3,8319.21650020136,10029.8635833295,4118.47361119763,7318.40867452215,-2178.18576502119,-2337.78339180551,0.476696428571429,14,4278.19509423852,1312.24689736379,7304.97885163259,6710.66400743014,4540.58903010171,3559.1067276221,1.07977435693053,13,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",5,40115.2428930058,32106.0566068896,29436.8597658138,50993.0772730891,11779.635483498,13692.0040151255,1.23666321917326,5,36736.4889501333,28353.6052635231,23015.7620942956,47678.3424048036,-7918.3199854467,-6652.61668955034,0.575260777493659,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",3,14284.7273216889,12971.4804452198,13287.2069981971,12699.4764009925,1535.3939686869,3820.79481484751,0.91788027562206,1,18001.8819163028,18001.8819163028,NA,0,0,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominicanrepublic","Dominicanrepublic2010",1,3999.67424211896,3999.67424211896,NA,0,0,0,1,5,5442.43928546467,5091.0363322879,3638.79258374007,4801.45509403911,3149.53777227781,1611.95617755877,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",1,796867.695377114,796867.695377114,NA,0,0,0,1,10,18760.0135419309,4646.42619890457,24543.3509288013,31089.5169311904,9493.67487675761,7885.68671187654,1.09184209092616,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",23,31795.1234342507,27407.5249984233,20913.4901141482,34722.1689156513,-10618.5785954982,-39.4008514819447,0.406644353784087,159,9109.89981315151,6832.22297664334,7918.84702141737,8347.20331132512,1422.08649191174,-235.125763157305,1.56366345912577,63,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
