"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,2,314,2.81109168430308,2.6197685033133,1.65307051970213,2.55313269838083,0.298813539334541,-0.306764221887652,2.30769230769231,93,2.78007764928539,2.37256429301228,1.3035603083657,1.3955573066821,0.0124787586851736,-0.260602434183555,1.14469716858074,8,2.69595497017244,2.58955815483993,0.811728127135786,1.12903800775,-0.103111520509998,0.604517906067907,3.83607101257025,"2010","Latin America and Caribbean","Argentina","High income"
"Bahamas","Bahamas2010",NA,NA,NA,NA,NA,NA,NA,NA,0,9,1.53560168407913,1.3709373797786,0.734626182738979,0.725679361039488,-0.00210485591478886,0.0268506796045495,0.308,4,1.14468789100077,1.06555255460485,0.220771327906309,0.465196592928331,-0.0140138439295075,-0.0125342451545349,1.3875,3,1.34485867164573,1.08582199286177,0.44247301460398,0.746975244227025,-0.161944886430834,-0.157237764011614,0.955555555555555,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,556,2.71596843077691,2.72168542361722,1.35508647293956,1.82799225739061,0.847114533872579,0.477263921540263,1.52391544095773,379,2.77998678983649,2.75169318447645,1.31234609000204,1.76136311384782,0.620088910879874,0.52476056610504,1.2,133,2.5162032029506,2.39384232829027,1.22917073789746,1.55411138829845,0.55785578579061,0.440085179529903,0.983260678717374,"2013","South Asia","Bangladesh","Lower middle income"
"Belize","Belize2010",NA,NA,NA,NA,NA,NA,NA,NA,0,18,2.14548784279711,2.12993239911691,0.49704678324263,0.528086212570857,0.174011062246142,0.186024378901915,2.52618307149179,7,2.18049004614628,2.24965191612901,0.261923954375491,0.45564300987663,0.060381073689973,0.05670160240067,1.55119236985087,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",NA,NA,NA,NA,NA,NA,NA,NA,3,9,2.64600002913284,2.58754068344509,0.385635566975946,0.442751543409633,-0.0588118506901433,-0.0581618408286466,0.993009852491615,4,2.12959381389832,2.13773596759181,0.684211547130255,1.32631622850187,0.383921949093884,0.351966686741084,1.92941638615489,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",NA,NA,NA,NA,NA,NA,NA,NA,2,4,3.74192063932959,3.78083549846297,0.737746584116419,0.782883860919807,-0.294443556795592,-0.0888686444028753,0.722602301596903,13,2.75736439029666,2.84283644097274,0.435332235598442,0.522566180514316,-0.0140277471949176,0.027373028040052,2.57743634634134,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,10,688,2.35135209187496,2.28463205173246,1.45533002645272,1.48013134935022,0.224327729353884,0.589008873350239,0.833333333333333,329,1.9637103090424,1.8307679199498,0.887042194853819,1.20165928008637,0.257397571473937,0.333642444392137,0.963512894117329,6,0.553588273580596,-0.440538717943105,1.81370355519352,2.62376493002242,0.728122891384714,0.388025819742976,1.02596483840869,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burundi","Burundi2014",NA,NA,NA,NA,NA,NA,NA,NA,2,6,3.67266981322778,3.64192187102134,0.462773826593943,0.439606137121984,-0.0650907597519732,-0.0536516596158604,0.881535675083024,3,3.88308727169336,3.90708208839413,0.0640122012244803,0.126121968750454,-0.0220871186241894,-0.0222770950644593,0.559325164138267,4,3.43482600769315,3.42903034822376,0.0490558110545929,0.0935118964355937,0.00897011128425693,0.00993447640465551,0.876425135641705,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",NA,NA,NA,NA,NA,NA,NA,NA,1,14,2.67813603186349,2.27897170759359,1.42525470235635,2.58946384406628,0.246657095034222,-0.150887381795231,1.46557727167849,3,2.82964470360064,2.8158026743829,0.124567460859711,0.110792947793524,-0.0224728108549936,-0.0285977164313018,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,0,454,4.20304148076575,3.33149634333138,2.46478011717969,4.30415346911908,-0.225184442016089,-0.131400825418985,1.25,97,3.46991731584426,2.7430046268043,2.40532881829481,2.93869995226948,0.812571432830779,0.2130143277888,1.63197920548377,7,2.89222051933343,1.33016097094145,3.60250613680195,6.49074600282297,0.570020317271805,1.67657607016167,3.58842049593434,"2010","Latin America and Caribbean","Chile","High income"
