"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","outliersOut","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",6,0.169898681324689,0.217696076762581,0.531852510914009,0.554334554334554,-0.0129137277719847,-0.0671041552118251,1.07533182733624,10,0.148216974768821,0.118666997124536,0.136279645959727,0.0990264070418778,0.0340006937300281,0.0192248182503073,0.768037434934452,9,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",20,1.10971923874309,0.690004721754381,1.30314589250554,1.24374495560936,-0.104468564425565,-0.123729351964667,1.34633278223706,12,4.29823112923769,0.123356015722823,7.26124064735313,7.69230769230769,-0.517405276342076,0.483496925906998,0.618962303904938,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",49,0.00994196566937462,0.00148899637281734,0.0212389367191219,0.00605088863980191,0.00010352366798363,9.77444727926662e-05,0.837071312551852,30,0.0477748890488108,0.00943433256670655,0.0775298575315241,0.0626210840651763,0.0139465062076418,0.0128032714089161,0.460742663049104,10,18,0.0442580651220391,0.0146351074364719,0.0558981070849123,0.10707814167298,-0.00248100561922234,-0.00173267225264797,0.626474670203253,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",24,0.836028537001634,0.719378597511914,0.381852778476952,0.449245757088223,0.0324943479231438,0.0324943479231438,0.566666666666667,6,0.745890480975063,0.8,0.18053190447797,0.342679976460844,-0.0351746273225497,-0.0351746273225497,1.775,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",155,1.16055682947153,0.685001046076532,1.29456938368672,0.988456361776888,0.014197719453851,-0.0165978216414455,0.821860310912929,218,1.70574932675615,1.0815468947538,1.6882090535856,2.18581509279747,0.196767684813051,0.0565423975891678,0.773078825717636,21,166,1.01482831605744,0.790945252667246,0.886558277676891,0.913063180688298,-0.153336853681404,-0.075286672721843,1.05545613206908,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",29,0.850571348068631,0.63320764081396,0.780874327593378,0.85015918230563,-0.0243168290346337,-0.0298597114917585,0.794694882599932,20,0.514913040192682,0.387366768521601,0.339910220094107,0.508286571838706,0.0311251509128238,0.0108552989757066,0.972446401191464,5,10,4.73680593803742,1.94823039449769,5.99953957158571,10.7287381317895,-1.87285930764356,-0.651060926657691,0.303698873653226,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",16,0.53940956787496,0.542186849647689,0.41502751745968,0.630801687763713,0.0201783836825775,0.00203373924924669,0.907765045970804,29,0.591914766352438,0.528779714728816,0.369584798000594,0.401964142971337,0.00997199566264631,0.0242075282672723,0.685035973223284,1,2,1.04581886388535,1.04581886388535,0.0262589350346701,0.0371357420595044,-0.00210160360395577,-0.00209637253561718,1.12345515173038,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",19,1.03949705900324,0.937080482241773,0.498688131441784,0.449823198366452,-0.0185654939273363,-0.0198486166756671,1.38461538461538,12,1.06703472364154,0.92818645682444,0.359281947728532,0.508925453358189,-0.0259937366315666,-0.0136687738279361,1.48148148148148,1,2,0.831732661207203,0.831732661207203,0.228279558362372,0.322836047448607,0.100199518778619,0.100199518778619,0.617,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",297,1.15834446891954,0.855818240117501,1.11766067274883,1.22704536709923,0.00787479469873579,0.0270409539873641,1.11111111111111,383,1.29061331316102,0.899993253073621,1.30129103765,1.27032117367169,0.0143967207328316,0.0270577015196657,1,67,358,2.00171734014067,1.40165260544381,2.08082236304364,2.16844400712709,-0.0771962564028681,-0.165499317584617,0.373750381815995,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",16,0.841801675426669,0.773800359250706,0.227507142550544,0.197936814958092,-0.0147696627664412,-0.0147696627664412,1.66666666666667,16,0.658579236367185,0.718040786263408,0.302524410540148,0.271645004009375,0.0595137689248421,0.0595137689248421,0.695652173913044,3,4,0.845785212811873,1.02596208151496,0.491334366614288,0.478573309003375,-0.0825723442158974,-0.0825723442158974,1.31372549019608,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",28,1.00929194145658,0.48352924539402,1.04239165975894,1.16022852120413,-0.146886668077129,-0.0532581554960348,1.89874837616128,25,0.622415298343354,0.42896981524867,0.667425150814941,0.527243815107688,0.0217759978484613,-0.00659012890366022,0.974609576842478,6,14,0.336811004929244,0.355796733609634,0.262143995420882,0.37556168809149,0.118045964179649,-0.00269017260456839,0.229029877074495,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",42,0.945779812288563,0.809364714346243,0.635861681854619,1.03409667061011,-0.0502146559658584,-0.00714021913307654,1,21,0.592647991576959,0.582976592106652,0.232987917771677,0.268726768409822,-0.0405631319476733,-0.0497216119336805,1.21123187955523,3,6,0.69483571519489,0.589463000667198,0.441971227795497,0.25949394370447,-0.021986835130148,-0.024067321499146,0.991368279293599,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",44,1.36944039463978,0.81572161214414,1.68204818585162,2.55531695404114,-0.148403469942829,0.107367291364486,0.912250244064893,18,1.57859880992847,0.596026066813526,2.08361559603643,1.76729802860456,-0.131916332102843,-0.14604805927261,0.888164275357092,3,6,0.640781232350834,0.755139211854335,0.325390357309367,0.423074428449411,0.0445611056725568,0.0563843850859723,0.59247991066876,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",33,0.957609926264953,0.963209327587035,0.435099362674068,0.420795318236342,-0.0492450000425715,-0.0943302952809374,1.10673509460902,30,1.90558199372341,0.885996678529469,2.62947635849782,1.50082143958138,0.122685746085212,0.104916950335852,0.825,4,8,0.614132571035165,0.510958655886127,0.489261253704986,0.830030951004491,0.0440941860691248,0.0269934346688891,0.661012984624474,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",10,0.984716128822621,0.189679075667748,1.2535049365455,2.29640355592355,0.102078601899842,-0.0298883559659831,0.965527104498881,NA,NA,NA,NA,NA,NA,NA,NA,13,16,1.45840798591601,1.54042979390615,0.751168910647537,1.46570789756286,-0.472541977726347,-0.354955064047815,0.604837347566497,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",24,0.670459204056626,0.412816161314752,0.678523190795522,0.804485180603409,-0.0256488997074969,-0.037125244233107,1.19963536072433,25,1.58631713754998,1.54244706441966,1.48379403227609,1.40254482359746,0.272087240995057,0.267615617521519,0.579564385025994,1,14,0.918910172559298,0.852342927409981,0.627544950451012,0.905547282348502,-0.102890017791777,-0.150464575993468,0.872727272727273,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",355,0.547616149383657,0.456049088118418,0.441593692318797,0.498334772418897,0.0291007058495333,0.0112960919535735,1,482,0.661057465448815,0.511976032445023,0.516608166921166,0.61848762067845,-0.00371205557396404,0.0209941140729068,0.75,54,220,0.675396901499451,0.461230277611521,0.601078053571675,0.695976889838391,-0.092409718195847,-0.0971904132510056,0.984303282831103,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",37,0.99987164953911,0.744040669866465,0.767493403945004,1.2071817597592,-0.0310630249036072,-0.0348757658027697,0.952245241287244,24,0.640024190742088,0.231855689503155,0.826458138220989,0.945191409897292,0.0505330429829174,0.0686509970946398,0.787819761322056,3,16,1.61876971702449,1.20774414930794,1.81178518487407,1.77557968930668,0.414528190771844,0.454004672812158,1.16666666666667,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",21,0.15255458225254,0.0917725596250196,0.181980410858623,0.26525198938992,-0.00684489376352821,0.00342426444111727,0.889266865549873,16,0.374211660212394,0.263022767889466,0.362704821634567,0.526506899055919,0.0792918977779908,0.0688195713800712,0.507201959054613,2,4,0.0464788511342948,0.0463810861633213,0.037531868456151,0.0544434198244226,0.00646715642224085,0.0113793337778188,0.632777249330983,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
