"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,5,77,2.51371936185619,2.43612227077361,0.469358339394798,0.575119358126328,0.695981446212242,0.76260800867741,0.739645392091989,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,1,90,2.12653165888686,2.05684771256883,0.4675925425747,0.520199322081819,0.358285284838351,0.396519337023198,1.54195723196428,48,2.85882160289347,2.65341211642622,1.01630356213554,1.34105776377694,-0.125231416910791,0.158057822505922,1.37023874599466,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,0,29,1.71755040075134,1.43744949453447,0.761599925216458,1.09514175951751,0.00430500341420376,0.0107367232710924,0.624637389747806,2,2.77433516342834,2.77433516342834,1.48736376396469,2.10345000718116,0.791139266698878,0.838093362236243,5.19094666709201,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,4,95,2.40137628018807,2.34569323105299,0.556650267641177,0.667915370296628,0.0664813758287524,-0.18827075353209,0.92533131314421,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,1,14,2.42388606298008,2.27303237932814,1.11482023236079,2.2529265576364,0.732723522675591,0.88350342792031,1.52613925369031,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,38,2.59735030263436,2.34485169710673,0.583260205703133,0.847794273025873,0.353770121792313,0.276441955396144,1.0197135135568,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,1,17,2.45752744219722,2.2796487781137,0.487245254481865,0.82167448495008,0.518828719464943,0.768657508690924,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,0,22,2.94673793603702,2.87041683155561,0.476280517106313,0.589490611085431,0.0597585814291556,0.0598072226235211,1.13174225090223,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,4,106,2.30577483286638,2.04203293866306,0.466105110882078,0.520763873347327,0.317182034936611,0.20234296143491,0.97739997857649,2,2.75763970143421,2.75763970143421,0.48992516769333,0.69285881669982,0.233379401855491,0.324079123940238,19.7096774193548,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,0,26,1.1899366470228,1.15938397618352,0.439786455182374,0.381813439816836,0.121105848546245,0.0420962187192421,1.03978484970192,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",NA,NA,NA,NA,NA,NA,NA,NA,0,43,4.73718838841196,3.21970172627616,3.58078021642625,5.32137004866719,0.830780345845707,0.458185702453862,0.777777777777778,9,5.16327768995066,4.521776615824,2.45084836642314,3.56396953166873,-0.702458649381726,-0.800781539128172,0.524266861529817,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Philippines","Philippines2009",NA,NA,NA,NA,NA,NA,NA,NA,2,18,2.4860366186779,2.51177758732287,0.320731425566945,0.51888929456251,0.0513900164062781,-0.0403633026989296,0.914299635892522,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,3,27,0.187961175366757,0.0947265708049497,0.304948783144247,0.369460705640932,-0.0699614682442123,-0.143443010202833,0.315748430762396,2,1.00039405231202,1.00039405231202,0.188160749179229,0.266099483395548,-0.0119894103942869,-0.012095431063434,0.90425357940698,"2012","Europe and Central Asia","Russian Federation","High income"
