"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",4,0.56435399429956,0.614080120293401,0.295048994819976,0.222188755583271,-0.0883711177640949,-0.157069290274973,0.898818947375942,3,0.514514832599288,0.316239316239316,0.512462715669925,0.965677274581803,-0.0840988228188308,-0.0840988228188309,1,1,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",7,0.469547250606249,0.471986655426558,0.148526294810517,0.137277007759135,-0.0406466081869662,0.00449956100883954,28.7167453178214,3,0.250636829931754,0.251530753968374,0.0881917707283741,0.103406024340555,-0.0254126609017243,-0.0301239362946403,7.78091959422355,2,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",1,0.149700598802395,0.149700598802395,NA,0,0,0,1,5,0.365160763428859,0.511143896263723,0.256668546296521,0.380526701774594,0.0429654440311833,0.0792841080496491,1.20981487954923,5,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",1,0.546448087431694,0.546448087431694,NA,0,0,0,1,2,0.457120665578196,0.457120665578196,0.0182013979222878,0.0257406637958489,-0.00414731525067036,-0.00596430014781866,2.2210622236223,2,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",60,0.263992546549523,0.219183153210965,0.163531908353344,0.164832793959008,-0.0177057150416354,-0.0170012966048376,0.401366423826641,30,0.247383826698395,0.217258435855647,0.130353211187001,0.133116883116883,0.0397553938209919,0.0178473698594208,0.530877105263196,1,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",22,0.326467329110716,0.386891527865003,0.157535408407695,0.125024238711366,-0.0209080206189986,0.0940382176872548,0.869873946928906,9,0.296689842588311,0.348081296731361,0.330971799034849,0.48695652173913,0.16109136274588,-0.107840176127713,0.620867305004259,2,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",303,0.365155455605154,0.333333333333333,0.230756768209308,0.329664570230608,-0.00537786272397237,0.0145636373135182,0.875,87,0.326575863502497,0.326076157320384,0.188277582677988,0.270570343149333,-0.0582723004862506,-0.045788218231842,0.382013656982349,5,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",1,0.363636363636363,0.363636363636363,NA,0,0,0,NA,2,0.179776519972309,0.179776519972309,0.0399325162933851,0,0.0218233127620445,0.0211774147956712,0.258073899950511,2,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",1,0.334448160535117,0.334448160535117,NA,0,0,0,1,1,0.493827160493827,0.493827160493827,Inf,0,0,0,1,4,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Kenya","Kenya2013",2,0.0394276296485771,0.0394276296485771,0.043804631930859,0.0619491045713824,-0.0269221954200292,-0.0294449447654101,21.9705925251035,4,0.0355889127998382,0.035682946115806,0.00676074806217343,0,0.00353358833773281,0.00476061276891448,0.371917403918889,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",4,0.271106127379681,0.272494801291465,0.0275718853628772,0,0.00135986510016079,0.0108466438506897,1,6,0.259549732240942,0.251001983880997,0.156954126470001,0.216383372025815,0.0564016501468977,0.0403804585467946,0.563727270473133,8,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",7,0.228286681059011,0.192077419289805,0.232517456713402,0.352035926504012,-0.0454898505855462,-0.0484464662843386,1.1297316530996,1,0.319148936170213,0.319148936170213,NA,0,0,0,1,0,"2013","South Asia","Nepal","Low income"
"Pakistan","Pakistan2013",2,-0.000840820798230421,-0.000840820798230421,0.00146688801820339,0,-0.000206862014018503,-0.000691497643275277,0.897347339948706,NA,NA,NA,NA,NA,NA,NA,NA,3,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",4,0.331421139894861,0.361797745837799,0.168984492324524,0.316107171901729,-0.0684358009873609,-0.113681116140396,1.43655766101202,6,0.459766864340597,0.504287899386866,0.212642456452034,0.388871791860373,-0.0808096287086306,-0.144418418964452,0.633333333333333,0,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",28,0.333483591769293,0.210304387371914,0.29564487040198,0.369826833756327,-0.102143510850299,-0.102127000364403,2.48144351274395,45,0.292696408156177,0.176019492056118,0.295557776769907,0.45851637400497,-0.0411215704969194,-0.0526496909627806,1.68734306285808,4,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",32,0.649791439249624,0.789971265590424,0.430797479545382,0.694557088832044,-0.152118487621413,-0.12977680256651,1.59226118704816,12,0.569844483030988,0.580083401554956,0.330815302656418,0.553267587259118,0.00462138197231788,-0.024691426337749,1.30377903776887,0,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",NA,NA,NA,NA,NA,NA,NA,NA,6,0.261775142695904,0.190332641688441,0.228594651452647,0.17535178522383,-0.0795745716332441,-0.0299987318984086,12.1769334283534,0,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",2,0.615801915870153,0.615801915870153,0.0746165911513713,0.105523795184318,-0.0340473583788239,-0.0308607325539042,1.99541672722621,8,0.423824638237217,0.416999653525395,0.170328659108272,0.194096214816202,-0.112408976978782,-0.113872694703046,0.748948499252466,0,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",4,1.15894860321918,1.17234398929857,0.830503507658143,1.92679292374104,-0.14275489561293,-0.138800612864674,1.19712089243695,1,0.361242884073806,0.361242884073806,NA,0,0,0,1,5,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",2,0.63208311282606,0.63208311282606,0.0148446513361636,0.0209935072483024,0.000692251580165347,0.0009127611847088,0.956771478742106,8,0.244332944650055,0.234357890225035,0.184830862976208,0.294355207134112,0.0288741795568226,0.12659359425371,0.59243597504527,1,"2009","East Asia and Pacific","Vietnam","Lower middle income"
