"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",3,0.00188798251317194,0.000384971335034393,0.00267385092410905,0.00467127255173749,-0.00132306079925894,-0.00132306079925894,10,1,0.00410724323193767,0.00410724323193767,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",1,0.657894736842105,0.657894736842105,NA,0,0,0,1,1,0.5,0.5,NA,0,0,0,1,0,3,1.03500608902358,0.919730084795337,0.980795156804997,0.890928414214092,0.600980896216695,0.697144420159144,0.19717793895913,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",13,4.31711330482805,3.78957261172559,5.16919502643897,7.35726789943656,0.05001717499149,0.767852260568068,1.77922943898416,14,3.45750807770416,2.0600219416431,6.52307645617226,10.3149499864828,5.36623236767929,4.16818414971231,0.164587389102598,3,8,6.00489874067204,3.00223357335582,6.94295987083698,14.0993788819875,3.47631529897868,2.37292729116238,0.316963753550178,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",4,1.07879700190433,1.12349824716281,1.05983171173232,1.10693400167084,0.331763935103361,0.565949128198445,0.82244487074815,3,0.85086590009778,0.879634834692731,0.542925045092309,0.584247504005916,0.0988860928888466,0.124642159827039,0.856504757117174,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",1,0.375,0.375,NA,0,0,0,1,2,0.0412139022042532,0.0412139022042532,0.0580353365837723,0.0820743600936582,-0.000911937334373981,-0.000911937334373979,1.02272727272727,0,2,0.586318582845227,0.586318582845227,0.0679999356426926,0.0961664312263936,0.000843037493562892,0.00104528729593906,0.987897719192376,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,2,4.00955047582468,4.00955047582468,4.62601833894755,6.54217787472629,-0.52571072207622,-0.52571072207622,1.19148936170213,1,10,0.998692715905387,1.09059555028726,0.69307444993112,0.186417920200744,-0.321418482453993,-0.246395650280817,0.925314659405662,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",66,1.08778437062685,0.679804366394951,0.998877795084517,1.63726507552173,-0.193492121060588,-0.171998824023008,0.776501590591558,3,1.53265428624648,1.51679724593345,1.47587274982199,2.11145194274029,0.032109258884719,0.0775011844486818,0.978173672098005,2,1,0.277777777777778,0.277777777777778,NA,0,0,0,1,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",3,0.413361889004389,0.264903220692109,0.366626543828694,0.686827516589472,-0.0466741603198264,-0.0429401983019888,0.958333333333333,5,1.33542497656929,0.94396170459628,0.922770005632865,1.01972047560283,0.343693586783783,0.326932580807759,0.668588336951376,3,3,0.159199613068067,0.108859452156623,0.3585782044341,0,0.00795455358782496,-0.119438502851583,1,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",25,1.02442239355383,0.563984907507871,1.1189919898148,1.20842197347754,-0.0297582087302988,0.545657927319428,3.1071948893967,21,2.41096224973332,2.06306762595167,1.28061766337267,2.31887556664253,0.265774404799705,1.74945349484316,0.541221804996705,12,1,1.81680545041635,1.81680545041635,NA,0,0,0,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",7,2.42271027695007,0.647668393782384,2.87190544035586,5.89639404777157,0.347405964830491,0.347405964830491,1.06666666666667,3,0.254294305331445,0.831663103851908,1.1865556030595,2.15211352119091,0.118961895262372,0.118961895262372,1,1,1,3.19883793833981,3.19883793833981,NA,0,0,0,1,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Ghana","Ghana2013",1,0.0715001550443337,0.0715001550443337,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.524248349763512,0.445972801306446,0.236666763915325,0.0217369763927765,-0.0663598843519983,-0.0718301977002024,2.48967772201224,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",2,0.304021564956946,0.304021564956946,0.101576970420681,0.143651529193698,-0.0063617103917692,-0.0065296149633499,1.11220739536962,1,2.16666666666667,2.16666666666667,NA,0,0,0,NA,3,3,3.1960424176153,2.38061268482945,3.55778899663622,2.17648386368765,4.00354918011268,3.91808164607778,0.0825040756899606,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",134,1.76468496231611,1.7184819787385,0.99544199403434,1.17838245407862,-0.235646938605771,-0.258710903039501,0.727683284500099,315,1.95850568643832,1.74747522013397,1.38039331622205,1.46605118616337,0.389663687452211,0.219970201281095,0.693956625781411,44,26,1.65251649447502,1.32562212137678,1.23119370142858,1.75925925925926,0.667724645910054,0.405281946512673,0.194838799968047,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",5,1.39369574770945,1.2587058667692,1.21224335411791,0.66794314750718,0.688026005841624,0.61311472116047,0.34824373238925,1,0.000818665575112567,0.000818665575112567,NA,0,0,0,1,0,2,-0.00797103636496561,-0.00797103636496566,2.40404194072825,3.39982871709163,0.0845836776253585,0.0894691767655691,1.04111792176056,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",1,0.0952380952380952,0.0952380952380952,NA,0,0,0,1,1,0.334616028107746,0.334616028107746,NA,0,0,0,1,0,5,0.128707789357574,0.058513326959362,0.176147867649551,0.249192110186978,-0.0197198720626012,-0.0254742674702884,1.0522741946792,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",1,2,2,NA,0,0,0,1,1,5.71428571428571,5.71428571428571,Inf,0,0,0,1,9,1,1.53248876174908,1.53248876174908,Inf,0,0,0,1,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",1,0.384615384615385,0.384615384615385,NA,0,0,0,1,3,0.807900051177781,0.541516245487365,0.76136647718332,1.45114942528736,0.269899527454302,0.269899527454302,0.608695652173913,6,1,0.025879917184265,0.025879917184265,Inf,0,0,0,1,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",1,1.29032258064516,1.29032258064516,NA,0,0,0,1,2,0.971851132073121,0.971851132073121,0.0416271652974812,0,0.0226722274207758,0.0210248934738731,0.312648247346177,2,14,0.566317256153254,0.47844736239849,0.878103535145443,0.895518410691326,-0.25974152876044,-0.200295362967265,0.887377330568992,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",7,0.130991248507786,0.110662188027094,0.406998417799794,0.315789432017537,0.0652277212768777,0.0741835635655999,0.0626295330703415,3,0.204572574596791,0.188563285722013,0.224995429263042,0.335637480798771,-0.0808220040706434,-0.0841437488552023,1,0,2,3.38663168195716,3.38663168195716,3.92875853043846,5.55610359703506,0.292380203654298,0.308672422057503,0.918306889866525,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",6,1.08970343231508,0.101558421160722,2.14640352096577,4.05244122965642,-0.0106370677972656,-0.0173253467853243,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1.04347826086957,1.04347826086957,NA,0,0,0,1,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",1,0.855614973262032,0.855614973262032,NA,0,0,0,1,1,1.25,1.25,NA,0,0,0,1,0,9,1.88581105882459,1.91788710101442,0.945716109763707,2.01815816789079,0.427805319002866,0.203605588827509,0.246205689740116,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",1,0.614705882352941,0.614705882352941,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,5,2.29546382465249,2.59328964325392,2.21180031055444,3.60015127792933,0.0267099388959761,0.265468044330733,1.0610279397104,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Trinidadandtobago","Trinidadandtobago2010",NA,NA,NA,NA,NA,NA,NA,NA,2,0.506850504778259,0.506850504778259,0.366579899731633,0.518422265893845,0.0648826105193407,0.0762385685138007,0.836494441602851,1,3,0.787977967829572,0.77639751552795,0.0251917238042324,0.0415800415800416,0.00864359219776212,0.00936435719044415,0.633615244486467,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",NA,NA,NA,NA,NA,NA,NA,NA,1,2.01520912547529,2.01520912547529,NA,0,0,0,1,3,7,0.298416780484804,0.140424101292192,0.441459790162423,0.445990719405329,0.371052942908952,0.47300973491688,0.100254797493472,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",8,1.73232580945025,1.70923735506774,1.17146534442333,1.21943573667712,-0.302167315532141,-0.278814502239949,1,7,1.94516380565666,2.4040467019422,2.94411732126234,3.64404169490002,0.853324395975372,0.123843402935787,4.95933016707589,1,6,5.11197164798788,3.00318858597684,5.30033709060565,10.2876254180602,-0.500131014016085,-0.870256697153986,0.28534715470351,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",3,0.528937348398148,0.613549401411311,0.335258762093409,0.531478369837958,-0.0714485228554371,-0.0628805859704575,1.04279214507182,1,0.239808153477218,0.239808153477218,NA,0,0,0,1,0,1,0.126182965299685,0.126182965299685,NA,0,0,0,1,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
