"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,3,32,2.50033745810559,2.47630388765907,0.38991441077138,0.501921994229214,0.013306293750563,0.0297462997612459,1.24741281880916,34,2.36549836461133,2.30642214000737,0.376447375245437,0.456026688057065,-0.0372705318575699,-0.0358228361628498,1.04477611940298,13,3.15943954133546,3.20244538723509,0.489408430389267,0.43556619200696,0.200219151384005,0.263519542901332,0.600072129943467,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,2,56,2.32566472399579,2.12256678305809,0.84173924322533,0.646508818913384,-0.00753515585938813,0.0245619274324247,1.19628523977439,63,2.34725096349012,2.19921296247452,0.614112421637406,0.829340240758365,0.0498887521131259,-0.00844749698402417,1.32538385232828,18,2.66054213088868,2.62479175122306,0.467191601938475,0.341736054583173,0.087993028714477,0.0848874311408469,1.79213821446506,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,0,26,1.77201225242625,1.54012709694472,0.785889587404426,1.14275220080176,0.091765362677565,0.102719976376693,0.967083983579907,3,1.23796895418093,1.35053767860694,0.260118643252939,0.480441396479055,-0.0886540492056248,-0.0862964143126934,0.540453392657832,2,2.86757586292943,2.86757586292943,1.34583805257573,1.9033024267104,-0.260395293649338,-0.256794771857752,0.77299038886585,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,2,53,2.30974485480324,2.29962345354754,0.527927140870833,0.600055858900692,0.0837648950129563,0.0347092802240201,0.955062077446362,37,2.52028050985465,2.44928851614105,0.593062337013857,0.835249954350259,-0.00837343450046354,-0.0246525268388897,1.12981934460452,7,2.2681737014821,2.49069324167801,0.6697276049152,0.711192965897967,-0.292411735131318,-0.196628466068538,0.297025788258232,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,1,14,2.25410631305203,1.86492252432759,0.985848589461545,0.88279573343172,0.23533464636053,0.307406291775513,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,3,10,2.39850126798782,2.3258430473867,0.310199599200075,0.265368373600129,0.0146848015879467,0.0182792454530813,0.926003079641391,21,2.53900288228773,2.27182258139611,0.597622944218988,0.69932362659911,0.0706242634425589,0.0398030876217794,1.01846028698304,4,3.36696354066417,3.39290509528634,0.223624799789716,0.28783301843167,0.00444126606737896,-0.0851852729481353,1.13221363710426,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,9,9,2.38879455113785,2.15048977536,0.447725359665824,0.82167448495008,0.122510106989206,0.107613367480859,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,0,22,2.94673793603702,2.87041683155561,0.476280517106313,0.589490611085431,0.0597585814291556,0.0598072226235211,1.13174225090223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,32,14,2.03345739427119,2.03427055232879,0.0648290226785868,0,0.0015182723298731,-0.00391230321153846,1,34,2.60635241487234,2.55733464905102,0.280583316637656,0.144174237876918,-0.0146735355586321,0.000575443900368798,1.28571428571429,32,3.12822323593372,3.03829333762821,0.682109583894611,0.568673788390029,-0.054564205042431,0.0235515245436071,0.944377812264883,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,1,21,1.19043435910467,1.15947702276524,0.440119889378733,0.381813439816836,0.126916920839546,0.0953442633508868,1.03806133527149,4,1.1200806080355,0.9292543199831,0.525670233924894,0.962986763482757,0.0726314566129634,0.0656599509916952,0.927477114627634,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
