"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",78,1.31920761606927,0.606947333972253,1.41343192500351,1.77364644029563,-0.0319502600608317,-0.146463720703025,0.852765162636102,8,72.4896052199036,18.1530844858061,99.0991405937429,173.181989979448,-57.0032883156263,-18.4852055288076,1.89764433450912,2,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",6,0.620510360991638,0.669709543182274,0.353718226445193,0.3599214564641,-0.0653349559810614,-0.0662249746547961,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",25,2.302449548462,1.6470251631275,2.24058551440581,2.46286960076305,0.704890841517065,0.820486818323684,0.318631430160704,1,5.43181818181818,5.43181818181818,NA,0,0,0,1,1,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",79,0.680413707544018,0.631955962156012,0.521781482220066,0.618646357873887,-0.126310366581055,-0.081148680542595,1.72629347841796,52,0.801437288987267,0.676818950930626,0.63759973543286,1.33255786788981,-0.467912793441902,-0.328056096460526,1.66069131400395,6,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",8,0.602729508447216,0.528858550169769,0.63143481244138,1.0480501631368,0.960630339504442,0.949109657526348,0.0499079447811656,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",15,0.60605674768807,0.441062692988008,0.53297026227647,0.741638496089441,0.708634446606986,0.803646670656425,0.0335753244237294,NA,NA,NA,NA,NA,NA,NA,NA,1,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",119,0.809307285793577,0.714571373506693,0.700050108132228,0.648416197191555,-0.0977990892849431,-0.20827049686439,1.00332341765895,2,1.44416086255854,1.44416086255854,0.418754870861198,0.5922088176817,-0.0492538003096569,-0.0538371652437909,1.13631804710775,4,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",19,1.15821052916156,0.526987530690161,1.18650769540832,1.79235355095292,0.551296587030318,0.605584550878104,0.80627367074012,1,0.511101185281621,0.511101185281621,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",10,0.808438386706875,0.583066502184412,0.624003228323667,0.912741155585555,0.0466191361105039,0.0213444755007562,0.524277164256435,3,1.05156202347263,0.828012251526437,0.951266895184743,1.77245439963116,0.80001803125836,0.847462465677198,0.174388685194127,0,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",4,0.728358107294324,0.848500652298983,0.453831007470086,0.727820590955918,-0.306153823182632,-0.256733323548022,5.5,1,0.461095100864553,0.461095100864553,NA,0,0,0,1,1,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",10,0.532413791662203,0.468944691782239,0.350442022314524,0.425303066029109,0.277528540077646,0.348710268098083,0.112876076958342,1,1.70178926441352,1.70178926441352,NA,0,0,0,1,0,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",9,0.539517219662427,0.388960757165502,0.372435882215313,0.810224874060102,0.0104896501939372,-0.0318351029462793,1.00880328979331,2,0.843512636189573,0.843512636189573,0.738874106499341,1.04492578229767,0.276828163807293,0.43009376122197,0.723751283553569,0,"2013","Europe and Central Asia","Czech Republic","High income"
"Egypt","Egypt2013",35,1.61623619902661,1.87560751123523,1.09339416506809,1.16648083025988,-0.204045730363202,0.148492371613394,0.993295695004662,1,1.26182965299685,1.26182965299685,NA,0,0,0,1,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",1,0.105022831050228,0.105022831050228,NA,0,0,0,1,4,1.68541826357407,0.828195976638546,2.23797652774593,1.32966934187694,0.781733386758049,0.781733386758049,0.5875,0,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"India","India2014",521,1.74256994622222,1.55074243782296,1.0685701405568,1.25506072874494,0.174118214865796,-0.0842343164664879,0.6,1,1.06382978723404,1.06382978723404,NA,0,0,0,1,23,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",1,1.29411764705882,1.29411764705882,NA,0,0,0,1,1,0.430610069835563,0.430610069835563,NA,0,0,0,1,4,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",1,0.025062656641604,0.025062656641604,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,5,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",7,0.859355896556056,0.766468653084066,0.442122016169179,0.611596316315047,0.0432490030961288,-0.199444459770789,1,1,0.15050350262697,0.15050350262697,NA,0,0,0,NA,0,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",6,0.787705478427671,0.668991293801149,0.317279720731233,0.00327229689918318,-0.069713239419412,-0.15473288794196,0.685355284565943,2,2.77271038140603,2.77271038140603,1.79278956548935,2.53538731799601,-0.422564552999335,-0.422564552999335,1.5,1,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",7,1.28415340999624,1.25562878473955,0.690258770366949,0.884853967682404,0.102471426941923,-0.105877847317461,0.79997852074786,1,3.18021201413428,3.18021201413428,NA,0,0,0,1,0,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",17,0.380923556485797,0.289695765658874,0.416447563119512,0.366486164172754,-0.112293517002215,-0.136444157852224,1.75050143016516,1,6.07142857142856,6.07142857142856,NA,-8.88178419700125e-16,0,0,1,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
