"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",7,2729361.06476338,1062615.9361425,3986335.80372558,4093191.99359622,-1359446.00029678,-1305453.77039227,0.512699104557375,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Bangladesh","Bangladesh2013",18,5866.33079726935,3503.28452108061,5929.64768963901,7581.1080315655,-836.389038825853,-211.452057024501,2.28711521947301,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",10,5062.1825538786,5015.65409573679,2857.87751884928,6482.78945241599,201.703161041483,-510.689171600066,0.868896516354815,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",16,3574.41363235098,2249.35826532101,3351.63747705393,3593.49541676807,673.624803389779,464.623489072566,0.98545983975257,0,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",13,15963.627539153,16902.7488872635,5654.88428112931,6645.05149282875,-2180.36215417476,574.429942870598,1.05937127911525,10,2,11741.6536162767,11741.6536162767,4803.42066457606,6793.06264962665,-1894.67674752775,-2075.65803183037,0.668964461777181,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",3,-667.241212232312,-637.638626203272,1344.4456721191,0,-181.618564932983,-273.291956100984,0.90839660726549,13,1,8336.55811945555,8336.55811945555,NA,0,0,0,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Cameroon","Cameroon2009",5,5367.31143601058,3357.19346137876,8248.49915740517,4316.99481858882,13179.4433165048,18730.4582636118,0.941451237761457,4,3,9746.1919139951,10678.7937095142,4339.02316174673,2733.14403519284,-321.319919578453,-307.649901875693,0.950609762393146,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",16,16226.82141118,14530.6223434504,8512.17385601182,6917.94873494759,2706.02828036004,5616.96302356495,1.82191257658665,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"Costarica","Costarica2010",9,7443.68599263757,4478.56890377545,5530.60843866883,6798.50318539594,5963.34872243133,5002.19129517015,1.04126378471447,5,1,12500.989393715,12500.989393715,NA,0,0,0,1,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",3,1579.73897880481,1656.23841896329,485.607009330764,254.36659239077,19.4705931727713,24.8352775482655,1.14269467677422,17,2,528.792825515898,528.792825515898,119.993767744022,42.4242034359607,11.6512325848239,16.9696813743843,1.37384119501503,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
