"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,1,24,-0.266977031742582,0.511141871697929,1.74229007458998,1.41381258906407,-0.232694649600977,0.0198942219761828,0.892971159072179,12,1.31106735890302,0.970908293021457,0.917368722947782,0.664649117570304,-0.0904283979459699,-0.0463278761449806,1.22155242811521,29,0.978820465374638,0.895139358774959,0.595230535020614,0.505780941488114,0.00853424400331543,-0.0293058664574365,0.851251640773662,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,2,11,-6.07550915920915,-6.0945486191114,0.545078257851964,0.548215972260891,0.0379873978113198,0.0103323304793849,1.44825234307436,8,-6.22298294543813,-5.95674119161426,0.60035337650809,0.946201309331371,-0.00193061079157097,0.0138455633548346,1.03419553288521,6,-6.42606858755942,-6.47536567837772,0.292028146082069,0.183816047123357,-0.100830493220008,-0.115580033481426,0.583614895337053,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,2,35,-1.71788729238972,-1.67440089648819,0.786897181557209,0.883547318285487,-0.0684511631886938,-0.00346335711394273,0.817242271089198,26,-0.980653754948278,-1.41889674931376,1.7015928310232,3.48282600272397,-0.521305320291499,-0.731034709942059,0.158071073878351,68,-1.58718816683007,-1.6818761332661,1.21859980875896,1.43663827309608,0.0159524479680404,0.0210334992767772,0.8,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,1,6,-3.99462502152854,-3.90719340731147,0.456735879046142,0.748490430296325,-0.0395623350615478,0.0458463320838132,0.571428571428571,4,-3.59811439752019,-3.44176848957465,0.700894768945993,0.992412322863428,0.0820188613185378,0.0145489618101864,0.917493527473915,5,-3.48318288219398,-3.47334365606123,0.192892194776967,0.262850556562997,0.0508343501165579,0.0516201065438873,1.60599037188555,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,8,8,-3.07488773348996,-3.05238779932242,0.157873063644819,0.1026982479196,-0.0101299188739276,-0.00571208747990677,1,44,-2.45320940143144,-2.6964025126985,1.14115521142036,1.71924907173586,-0.721477521563881,-1.08491866456423,1.1544391266782,48,-2.70180575597711,-2.76920151830005,0.731172846756006,0.75032810664205,-0.0523191042334579,-0.0772773574327302,1.05631264987956,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,2,2,-10.2479213110581,-10.2479213110581,0.0025047209501809,0,0.000481749725985349,0.000590368389617642,1.20700912832296,5,-10.2930033841543,-10.265241843024,0.25230352934127,0.495168203351403,0.0300238850067779,-0.00811350826054586,2.13857659152681,8,-9.82234809210954,-10.0626020118696,0.674602077670049,1.27635935669147,-0.101734090813517,-0.096225045525502,1.00152487413368,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,12,-3.23876155272994,-4.34760934978641,2.27875905089273,3.70150192084624,0.00974705647711113,0.100975961051796,1,13,-3.4805819875876,-3.84236740891698,0.998094011440329,1.1048018474566,0.0452530474435076,0.0197235110946684,1.02307466182339,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,67,-5.14490037388925,-5.50443638228585,0.895295673466823,1.11023742934497,-0.0456110514878805,-0.0117212038475261,0.816516681172386,43,-5.89976924068186,-6.06419089589616,0.640539633460343,0.590010984650906,-0.0438322111661226,-0.0212784134028801,0.63151272225916,130,-5.10802213744625,-5.29214545218906,0.918298569075302,1.22256733192767,-0.0696859416377038,-0.0380558329534648,0.866225566420886,"2014","South Asia","India","Lower middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,0,3,-6.13140540327779,-6.3396107343101,0.454114437144082,0.844602694406017,-0.00625479658704535,0.00552637406725864,1.61222470550536,6,-5.47540077205936,-5.48003522892244,0.492914836624645,0.909524816257644,-0.17530814286044,-0.225701692238634,0.206292607562094,7,-5.85874381174242,-6.05847810147683,0.604625090956764,0.665180491922222,0.125649112397115,0.180594805302096,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,2,34,-3.79467985230139,-3.87532059252121,0.744537893097553,0.920456550850794,-0.0129656971691825,-0.00852820166545476,0.987404654156196,11,-4.48245343418063,-4.7210804896784,0.724753395452114,0.975610798650733,-0.0747908761359969,-0.123853834084461,1.02538740634918,47,-4.08468064810613,-4.15726168512422,0.974986029035366,1.07483178540469,-0.044478070133508,-0.0774018386740782,0.782674980982703,"2010","Latin America and Caribbean","Mexico","Upper middle income"
