"countryOnly","country","N","mean","median","sd","iqr","OPcov","OPcovNoWeights","indAlloc","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",412,1.90156220083025,1.82478157634855,0.71968779658403,0.854848149580822,0.229818786735761,0.348810720135291,3.0575939895863,1,"2010","Latin America and Caribbean","Argentina","High income"
"Bahamas","Bahamas2010",16,2.08264340000335,2.01853002553488,0.413100331087121,0.438862950358402,0.0433475793581669,0.0565615350751745,0.6,0,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",1031,2.10485387830307,2.27390159483559,1.21023795155195,1.82548378567967,0.599867882390575,0.379219944740599,1.66666666666667,0,"2013","South Asia","Bangladesh","Lower middle income"
"Belize","Belize2010",25,2.35794528274717,2.36238097523523,0.243397369346207,0.317891157316172,0.227292278788952,0.233971555815328,1.01362708400993,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",16,2.20481319394213,2.2232750107306,0.495309124762884,0.319212220628739,0.00690234112176911,0.00267880419299414,1.32930283765201,0,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",16,2.54870646754607,2.47531893262051,0.72855876245476,1.37033580449848,-0.107632210394678,0.106886177408439,1.13538703429075,0,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",1000,2.12629909802863,2.20476771961134,1.0133489124149,0.99943661281047,0.34521632313324,0.43659341509896,0.8,22,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burundi","Burundi2014",15,2.53577341379402,2.36416378996068,0.553555563224952,0.642805808342782,0.0542266976563862,0.0485984615624204,1.38898617989001,0,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",15,4.0302704432432,3.62873111051776,1.43560724791806,2.30293337282593,-0.292480738011486,-0.390602368771897,0.958800337112235,0,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",554,2.38473467446297,2.36395194395589,0.919585662001307,1.34659088416682,0.431903262245636,0.381400631072302,1.11600219517613,1,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",1188,1.83638070361598,1.71926412805596,1.28764793790861,1.78891858754521,0.137201711558032,-0.0867437263536459,1.61668806819884,0,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",483,2.65087405119133,2.83428172072155,0.862033366297502,0.886398791719503,0.313146982828918,0.585973461201626,5,11,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",109,2.27431376873447,2.40683545291661,0.739070646081534,0.960681243256753,0.630168808851841,0.560036471861322,2.42589796476508,0,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",26,3.174931159986,2.97760446665651,0.634478036591927,1.1688967784889,0.0966967320364769,0.0262330608808041,5.18812343272091,0,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",17,2.36294093794854,2.3667967924113,0.4920053829992,0.701392785262293,0.496910516424389,0.503884829126681,1.99654375696842,1,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",9,2.47599772340295,2.48594626465238,0.138528000074155,0.0488214843102686,0.0345411108787254,0.0210419166354795,0.140318995173272,8,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
