"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",5,0.0033002144170419,0.00408715447154472,0.00302195199839906,0.00442307692307692,-0.00223401282314485,-0.00222596386044769,1.25,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",6,0.387680869667563,0.382871458281048,0.129256742417393,0.187286320616606,0.101332997026263,0.142732607349967,0.272674792896144,-5,6,0.387680869667563,0.382871458281048,0.129256742417393,0.187286320616606,0.101332997026263,0.142732607349967,0.272674792896144,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",36,0.645874998796865,0.724750853716676,0.280207056982157,0.45,0.118004074171584,0.118678323729158,1.35308594315088,-33,36,0.645874998796865,0.724750853716676,0.280207056982157,0.45,0.118004074171584,0.118678323729158,1.35308594315088,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",6,0.452073216167194,0.524865719999011,0.225922725277219,0.157732412982817,0.0813931229886962,0.13558473764335,0.711318140891767,-5,6,0.452073216167194,0.524865719999011,0.225922725277219,0.157732412982817,0.0813931229886962,0.13558473764335,0.711318140891767,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",6,0.214796739988083,0.19643881080974,0.156153496194375,0.247666195190948,0.0274138680473167,0.0335674876554593,0.93336962686063,-6,6,0.214796739988083,0.19643881080974,0.156153496194375,0.247666195190948,0.0274138680473167,0.0335674876554593,0.93336962686063,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Chile","Chile2010",13,0.461016816817729,0.517578813767229,0.22669919689987,0.132,-0.146382906645998,-0.109428966908933,1.13018275080242,-13,13,0.461016816817729,0.517578813767229,0.22669919689987,0.132,-0.146382906645998,-0.109428966908933,1.13018275080242,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",77,0.387034454525306,0.394253834432989,0.196582768611762,0.326136363636364,-0.00149897903592458,-0.0176797120426902,0.957259446901126,-77,77,0.387034454525306,0.394253834432989,0.196582768611762,0.326136363636364,-0.00149897903592458,-0.0176797120426902,0.957259446901126,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",14,0.360122789305073,0.368640468423978,0.28567537950558,0.493466240982266,0.206124334581672,0.106772940587664,0.0598036316465416,-14,14,0.360122789305073,0.368640468423978,0.28567537950558,0.493466240982266,0.206124334581672,0.106772940587664,0.0598036316465416,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",5,0.497483218405714,0.520492231594864,0.0825138645361392,0.118787878787879,0.0283308938116821,0.0336709510150044,1.00112641875953,-5,5,0.497483218405714,0.520492231594864,0.0825138645361392,0.118787878787879,0.0283308938116821,0.0336709510150044,1.00112641875953,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Egypt","Egypt2013",66,0.511312612179129,0.601910077654678,0.216732934550192,0.333333333333334,-0.00967176358310088,-0.0172994015901917,1.07282246839877,-66,66,0.511312612179129,0.601910077654678,0.216732934550192,0.333333333333334,-0.00967176358310088,-0.0172994015901917,1.07282246839877,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
