"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",3,0.640213378703536,0.594937732925259,0.18229965202508,0.264234070238624,-0.0405457761494529,-0.0273111120437868,1.18181818181818,4,0.352788717562401,0.345822790297584,0.154649632473721,0.188828072763168,-0.0919658355227857,-0.136760405626697,1.3567232030866,1,0.359911149421477,0.359911149421477,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",15,0.347167335436264,0.282980399911021,0.178789039925096,0.129853892044439,-0.0547772320313613,-0.0397666645448921,12.0181980528662,6,0.887033895439237,0.761167500870086,0.678629837256509,0.930871212121212,1.24086417485115,1.25852658971937,0.0116893469362623,5,0.429424423200624,0.460401642291229,0.225030892488062,0.449988607883345,-0.0603221881356838,-0.07575460345306,2.78379092503974,0,"2013","South Asia","Bangladesh","Lower middle income"
"China","China2012",14,0.293495438426503,0.272756651922179,0.185611041163698,0.196222476332305,0.00181478306403468,-0.0230357644633553,3.17687014080268,NA,NA,NA,NA,NA,NA,NA,NA,2,0.269487026000689,0.269487026000689,0.152762332657742,0.216038562664329,-0.0494777674804358,-0.0470853277601744,1.62705519331169,0,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",27,0.257881180275645,0.313795406340421,0.388179393585571,0.59647124030053,0.260999861062196,0.0692792281856862,5.40108630077259,16,0.34031938461717,0.505106485304012,0.321739664998393,0.488554401290116,0.0146420333268279,0.0457497004633745,1.31293229134008,19,0.250033805250318,0.14336363489963,0.20484283726511,0.212126988528056,0.0162306470516804,-0.017193426380371,1.33954576644088,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Guatemala","Guatemala2010",1,0.428571428571429,0.428571428571429,Inf,0,0,0,1,3,0.201399856422807,0.200384014641421,0.0256627720055657,0.0287379832633905,0.0146551292613084,0.0204871000872344,0.394048241722353,NA,NA,NA,NA,NA,NA,NA,NA,2,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",37,0.36422251419589,0.294171007213009,0.298917450211488,0.359496706188894,-0.0241796387686781,-0.0459293309191109,0.414762908750544,1,0.276923076923077,0.276923076923077,NA,0,0,0,1,92,0.363766560668636,0.368072459627668,0.288869431711286,0.380883066472587,-0.0030107319892976,-0.0659897212645453,0.804915284251092,1,"2014","South Asia","India","Lower middle income"
"Jamaica","Jamaica2010",1,0.377796520682943,0.377796520682943,Inf,0,0,0,1,3,0.337546098934385,0.325379609544468,0.0363113345120479,0.0694980694980694,0.00765023906656626,0.00765023906656626,0.75,1,0.61652281134402,0.61652281134402,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Lebanon","Lebanon2013",2,0.213594125553756,0.213594125553756,0.000832895332717413,0.00117789187556622,0.000497025166331476,0.000445081281225403,0.494548096187842,3,0.503541405162592,0.43141159737704,0.253502287462273,0.456953645461824,0.170159110331225,0.160375834268182,0.294275737449414,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",1,0.519031141868512,0.519031141868512,NA,0,0,0,1,4,0.249047427303356,0.25742630799714,0.0747052582350852,0.125562454679156,-0.0137482339089992,0.00961984374996942,2.04012223021613,1,0.754716981132076,0.754716981132076,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",6,0.265777084105609,0.236088656159677,0.225227376638653,0.251014198782961,0.000547832790979996,-0.0189288164293468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nigeria","Nigeria2014",3,0.823691617443124,0.694276249705676,1.18039251180021,1.84840828701364,-0.479582155885573,-0.521464107618471,2.41280880362628,1,0.209432855826422,0.209432855826422,NA,0,0,0,1,1,-0.373171336474089,-0.373171336474089,NA,0,0,0,NA,1,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",6,0.407821745200953,0.328402216628108,0.254269961804489,0.479428704940958,-0.0258565119179955,-0.0439754854151395,0.340493301596608,NA,NA,NA,NA,NA,NA,NA,NA,1,0.352941176470588,0.352941176470588,NA,0,0,0,1,0,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",NA,NA,NA,NA,NA,NA,NA,NA,4,0.138286143349897,0.0880855378032383,0.15777086493497,0.183113454347024,-0.0410852756248393,-0.0623704162406346,1.93739065840381,1,0.18691184424013,0.18691184424013,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",1,0.932835820895522,0.932835820895522,Inf,-1.11022302462516e-16,0,0,1,6,0.594848674078628,0.454722655931077,0.499710983793871,0.806779059317884,0.0571796607357667,0.0416011112488168,0.97571733231122,1,0.076804915514593,0.076804915514593,NA,0,0,0,1,0,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Serbia","Serbia2013",NA,NA,NA,NA,NA,NA,NA,NA,2,0.221128731000554,0.221128731000554,0.0294767109972759,0.0416863644664998,0.00667573885868622,0.00673395118304996,0.671492163378212,2,-0.747058823529413,-0.747058823529413,1.3393434326004,1.89411764705883,-0.315686274509804,-0.315686274509804,0.75,1,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",NA,NA,NA,NA,NA,NA,NA,NA,6,0.467800567693231,0.477718803176199,0.136066099024244,0.111987855331643,-0.0514054422134975,-0.0469286512217334,0.282453990443782,NA,NA,NA,NA,NA,NA,NA,NA,0,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",1,0.390738060781476,0.390738060781476,NA,-5.55111512312578e-17,0,0,1,4,0.236986803065565,0.197081557998815,0.23507929774877,0.166439976041818,0.381634648069717,0.289297166116369,0.0318307144271619,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Uruguay","Uruguay2010",NA,NA,NA,NA,NA,NA,NA,NA,5,0.39358956540813,0.361676742787769,0.173723726905174,0.17576355159444,0.0231931887903855,-0.00263550219640798,0.63117521008347,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Uruguay","High income"
"Vietnam","Vietnam2009",6,0.303190386730331,0.314656928423696,0.0891911357474725,0.0868347338935574,-0.0281262770799254,-0.0290338901026856,1.89723993798381,10,0.472416999986648,0.341478660686716,0.552988316067166,0.531593495304892,0.0801116887261935,0.043739904822612,1.00608676689067,3,0.165715393856639,0.168415148043472,0.121649442461862,0.248568515177661,-0.0756886473269231,-0.0852617102942389,4.55913405994889,3,"2009","East Asia and Pacific","Vietnam","Lower middle income"
