"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",7,8661.25830201899,8193.26688538211,4053.71141956932,5844.32603737748,413.950580191224,-123.244787953044,5.43682755876851,7,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",5,48634.5153948657,38442.219315641,38245.4045256979,70606.5489187293,-4007.6518377743,-1674.71659723912,0.8471163401501,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Argentina","Argentina2010",12,70864.3701770699,56378.5815619629,50469.9119458569,98767.5393382611,3977.97831155744,-279.720540366617,1.51586234858582,1,3,159959.061746601,159713.797101792,64764.2661772457,82493.7448007228,13366.2476008959,23475.4050338532,0.914895247173201,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",5,14153.0078905265,13380.2329622045,7641.49272605096,5526.79763612961,2363.93534994252,2403.70148612275,1.71646687616402,6,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",15,25556.2818653429,10933.8141159218,29259.6259201498,29112.7798278762,-2836.11977574694,464.559251929398,0.707540725374969,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",40,5632.0784453291,4534.83664311237,3423.62667856798,4669.4310836263,2079.96134715471,1323.96327854936,1.84568650581776,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",5,469964.761781525,158053.076116713,532150.124894715,902045.454545455,-263816.197407326,-129704.329004329,0.94425416763834,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Barbados","High income"
"Bhutan","Bhutan2015",12,40932.6443391734,13587.1873399289,49938.7825999992,61310.5938369819,14133.2288964164,22048.1907985656,3.45429073668779,1,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bolivia","Bolivia2010",1,11098.0056980057,11098.0056980057,NA,0,0,0,1,14,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Brazil","Brazil2009",11,31222.2276646446,15897.0703587102,39304.865876109,67743.6888933349,41256.6716440028,15654.1873494006,1,1,6,38213.5410850614,46638.4586678014,37420.6716370493,53882.2417770717,-22076.7916338238,-3432.29625226102,0.436960339655595,"2009","Latin America and Caribbean","Brazil","Upper middle income"
