"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",21,0.52001342470585,0.548478887888778,0.242870084768457,0.398611111111111,0.00320541751204568,-0.0151304759627617,1.04928238319974,13,0.604446763599594,0.602798509146081,0.164553889102946,0.339047619047619,0.0273296282401661,0.040820327719072,0.846376277348249,15,1.34604401533073,0.496002995539777,1.77998813951925,2.05567533333333,0.187676361457563,0.0812215860513111,0.864067597002596,0,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",71,0.374555664009066,0.367573472322162,0.192681269256559,0.254071146245059,0.000802350485224176,-0.00273441106442911,1.03282569623404,53,0.535968398302299,0.594416062056697,0.23060657781442,0.472222222222222,0.0829120838755203,0.0225236167300378,0.394190435001952,33,0.44210396485341,0.480686108225347,0.124871806196892,0.186111111111111,-0.00215925702747134,-0.00237781488126472,1.90181239336614,2,"2013","South Asia","Bangladesh","Lower middle income"
"Bolivia","Bolivia2010",1,0.00391920084865629,0.00391920084865629,NA,0,0,0,1,6,0.568991773269453,0.621760192464688,0.228446768099452,0.399931330555976,-0.214208720739969,-0.198383574292773,1.22795635606596,2,0.267758178498648,0.267758178498648,0.0942809041582063,0.133333333333333,-0.0182584733977335,-0.0181818181818182,1.3688602459451,0,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",5,0.33388706107971,0.293179779915773,0.284413361769334,0.50551319519216,-0.00546050676625758,-0.0097319955539893,0.990266487896298,2,0.421796255690652,0.421796255690652,0.386828219398256,0.547057714181649,-0.186320708294058,-0.1710835922628,2.37530876881137,4,0.394018694270064,0.420192240424185,0.239968923591063,0.505,0.079083196561803,0.0788592777085928,0.4964543843435,0,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",54,0.346987115868292,0.333333333333333,0.21984281567529,0.345454545454545,0.00374354459783501,0.0139842500497469,0.853018588333273,23,0.406346059000918,0.359471682774911,0.184195755574341,0.35,-0.0424073878920768,-0.0663109172140764,0.242145244641451,50,0.297348504775752,0.245359195432425,0.190284094901353,0.266666666666667,-0.0149848185670225,-0.00501168611603611,1.07696954492326,4,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",1,0.115168539325843,0.115168539325843,NA,0,0,0,1,4,2.13235977428453,0.745739855899034,3.01569041578623,5.72818449197861,0.945403437782908,1.41321536879595,0.591188212509503,4,0.540283365836137,0.431504076580461,0.272662880206991,0.5,0.0479295984990903,0.0575,0.703613679449564,0,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",29,0.369582359381953,0.318621648049505,0.160763109489577,0.23125,-0.0174614878982878,-0.0262742289572781,1.07944454480828,6,0.324108720107067,0.335592031668376,0.186223404636867,0.412121212121212,0.018140087279594,0.0436078090612737,1,21,0.379442821502242,0.356283306782528,0.243533384154479,0.393055555555556,-0.0298888813885786,-0.0285256388234196,2,0,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",67,0.354274102675162,0.375,0.150502947511643,0.26,-0.00688501755815833,-0.00523947444466793,1.13163472112046,61,0.290514555230148,0.33028805612044,0.200530621170006,0.283559577677225,-0.0176396193951392,-0.0559610563229603,0.584636732397986,17,0.383467471247768,0.4,0.141890594199361,0.170833333333333,0.00140011068635566,-0.00427075073488195,1.41610988156544,3,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",16,0.264304707560763,0.149719278497919,0.227690790597569,0.236980190404567,0.0412908849182077,0.00347943823198029,0.48774758097585,14,0.412659451517196,0.419242707958014,0.201867858111865,0.337642609419016,-0.0803879520264629,-0.0794065010250837,1.26918112327865,3,0.624527883779964,0.624772559892741,0.0156348730700076,0,-0.000332746141101798,7.79425297696222e-05,1,18,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,2,0.346197753561942,0.346197753561942,0.121201996420017,0.171405507123883,-0.00522854995205479,-0.00522854995205479,1.06497175141243,1,0.53910363538203,0.53910363538203,NA,0,0,0,1,2,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",NA,NA,NA,NA,NA,NA,NA,NA,2,0.576590350877193,0.576590350877193,0.00333332617727755,0.00471403508771917,0.00109682994615248,0.00109682994615248,0.682432432432432,3,0.196449564558969,0.148142253457113,0.145897447517424,0.275921238785369,0.0059942033741678,0.0060053257101608,1,0,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",5,0.291975568785431,0.271838741505924,0.129581112503002,0.118421083185279,-0.017747251095731,-0.0293165394343453,1.25316884081743,3,0.381996352169084,0.366666666666667,0.0634206838218259,0.109552801734546,-0.0254652881525303,-0.0216053743558165,1.67406854242681,2,0.454558841178113,0.454558841178113,0.174825606598876,0.247240743902234,-0.0342529900896838,-0.0337146468957592,1.34434626631263,0,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Ecuador","Ecuador2010",3,0.543331870363271,0.545892763895037,0.0443407928192568,0.0496024667453282,-0.0159452884659377,-0.0213592471102238,2.02173913043478,1,0.566265060240964,0.566265060240964,NA,0,0,0,1,2,0.490986622114752,0.490986622114752,0.0122184755278242,0.0172795338029728,-0.00170993356248252,-0.00172795338029728,1.26081079466674,4,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",36,0.370337700661422,0.365761043900843,0.0549942872537374,0.035087719298246,0.00594967848099437,0.0137201360663785,0.558277313599812,59,0.481192439151515,0.449619947117342,0.176297870198514,0.222222222222223,-0.0174221824349164,0.00277641642620051,1.46743063872501,53,0.380989441634496,0.4,0.177304752020555,0.277777777777778,-0.0124181243854683,0.0185510312749332,0.685028430663072,28,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
