"countryOnly","country","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",35,18148.7491720265,13833.0877568955,12769.8391947866,14790.9463031152,-1184.5992213933,-2279.35213838024,0.930191861737532,7,17903.1758376799,16857.3196226349,11118.2542542229,25777.3749337902,-5007.13927658365,-5152.56663620577,0.494170638954756,25,31159.6537474004,34096.3449161567,17795.7306363221,39976.7671655314,-3263.3322510497,-148.201850914321,1.0842751483137,28,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",36,1875.83429151818,1710.13504066705,1095.59491685872,930.958093574255,-264.411001347701,-237.57453868477,0.261887903896425,40,3869.24043297527,2559.16798631117,2862.78008057327,5205.4706174467,1069.81996415752,-143.755349834497,2.43165322635882,95,3362.06938635391,2681.07511115639,2528.43478453712,3103.91097155402,-493.071992790353,-401.568321705357,1.23906280289982,21,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",5,4826.03993976412,4044.0849534924,1950.33285050402,3143.69286570445,-491.430750567873,-2147.62413839704,1.13044448774808,NA,NA,NA,NA,NA,NA,NA,NA,1,5859.33206092394,5859.33206092394,NA,0,0,0,1,6,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Brazil","Brazil2009",44,16985.928071677,8468.33065019917,17052.3515343857,24459.8565687291,2177.25588511656,-327.546788580919,1.19761023137082,82,17745.2101888443,10260.2943539465,18974.0429397959,20666.5495467228,7490.39798159778,2338.51079746055,1.44005977034736,14,45508.0772319896,37813.4872158631,32915.9791667927,31138.3193308764,-6259.3668427958,-6315.95961539938,0.715608126966179,22,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",4,15860.2788923464,15444.650626689,8117.4464538065,10928.4922256854,-7972.7994343493,-5212.0065966077,0.0306288790850378,3,5040.81932291367,4146.85113942808,2232.50421440909,3981.6834755331,713.565525410539,702.392997192807,0.997736060360293,5,3934.71246800669,4114.74241027556,1390.22057721583,0,130.900761019886,957.582348693257,1.28561757610628,5,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Cameroon","Cameroon2009",1,3466.42135308041,3466.42135308041,NA,0,0,0,1,1,4432.75154916831,4432.75154916831,NA,0,0,0,1,1,12423.942220854,12423.942220854,NA,0,0,0,1,11,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",17,12544.3840909712,9353.84858828579,9873.28919689401,15193.9312206989,-3133.56034362575,-2325.93936292973,0.203234869797104,4,24291.8570080978,16344.8816417778,25597.7856422798,37124.1173828649,5567.01089623238,5986.99769505027,1.04345635130065,17,30706.457321442,33536.0219779376,13001.0167515688,11639.2704489015,-8467.98247115902,-4489.54935008672,0.19502404101334,13,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",7,9345.06461952494,8549.5893641723,3735.14908889519,4958.22455331987,-2885.23803135537,-2784.28592288355,0.0353739859724911,81,20748.0761953125,16874.0496528711,13446.2612379286,13224.4121040584,-1017.92513428029,760.55695179772,1.23305865183128,10,22964.1336884812,17511.1724060692,18537.1495289617,28326.7923990471,5110.44887993882,1621.36115928841,1.83237370411505,29,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",34,10233.5109167455,7336.08899897357,9788.96183666891,14632.1851622165,3193.42233105174,455.140345468481,0.85546379293569,29,10477.0074389236,12047.113208429,5337.39282343491,4355.39277844176,1006.53262733376,2287.46506831454,3.44705718986896,22,20438.9333635774,11689.3575076599,19108.2678719101,35216.6494998856,3531.42770764019,10729.9940266685,1.97182058103929,29,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",1,3239.45904554741,3239.45904554741,NA,0,0,0,1,1,-907.048532753275,-907.048532753275,Inf,0,-1.54806803847066e-29,0,1,2,14619.722349491,14619.722349491,318.297990319508,450.141334785949,-124.970609823933,-120.386636047405,0.623586040914561,4,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",1,1595.40523237068,1595.40523237068,NA,0,0,0,1,24,1851.40094416426,1145.64929982447,1510.69567738512,1945.26137017942,-332.888939057936,-226.286741488696,1,NA,NA,NA,NA,NA,NA,NA,NA,16,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Dominicanrepublic","Dominicanrepublic2010",2,8925.31434372435,8925.31434372435,3668.11285450531,5187.4949471565,-1162.31950802734,-1162.31950802734,0.690548780487805,NA,NA,NA,NA,NA,NA,NA,NA,5,17462.5838210568,7629.87057890671,18847.191225856,32366.7728041818,-12241.3087669193,-5557.25125899428,0.183387244506512,4,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",9,242.74883277018,162.800543035382,217.811076988425,169.413391858136,8.00442746030379,7.93396172841391,1.2,20,769.617437419692,485.990745579848,841.043862035462,866.49670381092,-61.3890804309723,-53.1314458607294,0.705882352941177,2,2130.19044067313,2130.19044067313,2703.03452996145,3822.66809183426,-174.056877431362,-173.757640537921,0.914433707915991,9,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",3,7043.60060502715,7149.71787292629,756.333395074382,1097.2,234.135396577733,151.066666666667,1.21870181869194,1,9487.17948717949,9487.17948717949,NA,0,0,0,1,5,11938.12388386,11729.5352093659,3629.39736561103,3563.74956217163,473.091304450445,-690.244884044241,4.08996761846607,1,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",60,9237.54134302737,4005.31108284678,11364.7120633713,12606.3290266533,-1259.30542002662,3908.30663929888,1.37062908481287,53,9662.67060476554,5025.38516026423,11904.0057683561,14204.8990269152,2707.90074377012,3192.11761904963,0.233048387011596,20,6623.35093778239,6750.07822145444,2534.80601713001,0,-830.072004152508,-1776.61594373233,0.366671979156513,73,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",3,2773.0303286306,2000,2096.81383865535,4132.14285714286,118.797306657593,133.145363408521,1,3,2525.29605266022,2598.64883145278,331.428384007297,504.583333333333,-104.082456556107,-107.635317460317,0.692964471874118,3,16626.7872827218,16734.8513087172,2563.67050643231,0,-3035.17130269638,-3873.54971483543,0.169236534490331,12,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",4,10996.1339120479,10402.122201338,5711.73817245893,4793.44858552028,6405.06212089444,6725.67659818854,5.53371534895268,NA,NA,NA,NA,NA,NA,NA,NA,1,10422.9779566157,10422.9779566157,NA,0,0,0,1,2,"2013","Europe and Central Asia","Estonia","High income"
"Fyrom","Fyrom2013",4,5346.32256885206,4252.08545573327,3132.58618772921,2081.22624717591,-1176.47186805463,-1755.23918194229,1.03372236594822,2,2834.08464719204,2834.08464719204,2139.99858026427,0,1274.17732677831,1102.21287607694,2.16188226475465,1,7440.30085971048,7440.30085971048,NA,0,0,0,1,6,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
