"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",11,37580.04811131,38873.6572763887,11961.7286238718,23890.1262642131,-293.609838518,6606.18809990208,0.421603006108034,2,19112.1010113705,19112.1010113705,8590.43597077317,12148.7110565651,-1948.37818831704,-1948.37818831704,0.757142857142857,7,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",4,11055.7428697153,12046.7649149116,2585.25700710537,1163.10218909593,1016.54337511699,1034.83454581018,NA,9,14044.706355604,14927.4769334607,11452.2402082387,21826.7261868641,-163.404074823865,422.959663054942,0.934045799396422,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",21,1890.5816268518,1307.54812343396,1287.43165122301,1554.03887520447,-415.211214736333,-280.541433176723,0.0946479675758045,20,1627.47493466866,1657.71727669813,714.195087859467,720.384239075318,124.621465663273,115.565594271833,0.776068927381973,8,8,2606.07726870651,1808.92304751254,1649.67542517915,2443.72032393887,-460.106012424402,-475.778812190755,0.843141006925379,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",1,33343.75,33343.75,NA,0,0,0,1,2,18779.7619047619,18779.7619047619,5143.36003934501,7273.80952380952,1322.51082251082,1322.51082251082,1.57142857142857,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",4,12173.0832346219,12172.2549610087,4834.50084876782,6783.69326998705,1389.77644942926,2026.32441062159,1.32847874120965,1,22285.7313060174,22285.7313060174,NA,0,0,0,1,4,1,4215.68008810941,4215.68008810941,NA,0,0,0,1,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",4,20379.5053079004,23205.6396617068,8310.96461778178,17486.1111111111,378.729200896311,338.895719489982,1.12798092462717,3,30580.5555555556,38708.3333333333,15804.0526038008,28300,-1401.06837606838,-1401.06837606838,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",4,6897.24352373894,6001.5630455339,6456.45101987819,12603.7069456411,3264.09171075775,3298.18893270783,3.97122914470456,NA,NA,NA,NA,NA,NA,NA,NA,6,6,1432.00351142235,1261.43404318897,555.758934003429,888.977889307262,74.7333553763049,102.886689461527,1.22685437202678,"2015","South Asia","Bhutan","Lower middle income"
"Botswana","Botswana2010",7,18772.1939344059,13726.1230695751,14053.8266341894,30935.4172087026,1946.44001832478,1773.88984389704,7.11292739666002,2,15714.7951751453,15714.7951751453,22402.9310605708,31682.5289427686,7924.4540205338,7627.27548622208,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Burkinafaso","Burkinafaso2009",2,11624.7578120582,11624.7578120582,10268.9336526099,14522.4652426304,1267.95793137225,1716.29134685632,1.442988248251,2,2474.27554584017,2474.27554584017,1450.10389646648,2050.75659723296,0,0,1,8,1,79150.1149939673,79150.1149939673,NA,0,0,0,1,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",4,5867.6160453413,5215.7117892268,2350.92820840516,3848.97288348338,-606.158479704625,-602.146832017507,0.821389065515312,4,6689.70433116717,7651.524164781,3771.03369732242,2734.17895110554,-386.765870917888,-386.765870917888,0.836538461538461,2,3,5789.55835009197,5111.58361020285,1616.44830586027,2795.38232091007,816.629884292192,811.49193792147,1,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",6,12272.5359961817,7412.56533895904,11378.5893666249,8787.57097851836,574.035512614814,-630.667053963483,1.08064025502722,5,10585.4941522765,7236.78119362665,8371.51989494893,15728.8153847704,-2593.18577059169,-1849.8737045367,2.77923857468581,2,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",17,22722.1718674369,19121.0865038142,12469.7850172841,10245.7053563876,10725.7515060165,9368.07132304978,3.27689888481517,6,26808.2840736887,20373.9604433321,23361.3210534817,20376.8740351917,-9271.24371080298,-6221.00522698909,1.3262030637959,5,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
