"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",3,4011.82409008211,3841.72808667846,4150.67644145984,4824.41230619737,2802.25697091186,531.512974267753,8.28119180633147,4,9788.42667674952,8440.39310754501,3287.73134455259,5844.32603737748,-106.985592890749,-580.84374780594,2.07321867321867,7,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",4,66233.6586885109,64341.8358659881,40631.1349269106,52394.0737168664,-16555.6022733272,-5553.34134624603,0.83711636082873,1,25326.2621121529,25326.2621121529,Inf,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Argentina","Argentina2010",7,71867.9449605728,63907.1341522222,55504.283138801,98767.5393382611,12120.4733530844,7718.52494037927,1.30135511061218,8,75374.7795333408,77657.0236034086,52665.585582288,59845.6886681532,41393.8378212644,81347.5963505587,0.823437988471526,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",4,14075.1502864632,11796.0888864077,8922.18949900371,15961.7215312101,3814.11491473582,3511.57873686623,1.26170193004291,1,14435.6654675027,14435.6654675027,NA,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",13,20862.198987945,9486.81643435079,25038.4787387776,19914.2401491547,-6643.29212993893,-3948.56350766442,1.00247111199671,2,68600.4188542165,68600.4188542165,38604.4969599102,54595.0031692959,-17010.7795259124,-16461.8521006656,0.60156971639457,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",38,5442.33581796298,4355.49012108877,3536.80347712019,3814.24788204147,-312.651046809911,-272.891250117197,1.77598353241949,2,7367.35620398401,7367.35620398401,1590.78827239713,2249.71434968809,679.072340117776,1101.00861283322,65.0273854976838,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",2,52916.6666666667,52916.6666666667,589.255650988791,833.333333333336,46.2962962962965,46.2962962962965,1.125,3,623229.16603915,556299.265331084,595858.892277312,884545.454545455,-181716.878772573,-137941.381023348,0.69212708381917,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Barbados","High income"
"Bhutan","Bhutan2015",4,13674.7524604601,8870.21989612474,19940.604238481,14413.1725702428,-5992.71400277031,-8885.85570714112,2.58512110922808,8,64159.7056138325,58980.3291486084,55512.8947065458,124813.084323394,18212.7165859505,20010.4422036797,3.85846594182678,1,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bolivia","Bolivia2010",1,11098.0056980057,11098.0056980057,NA,0,0,0,1,1,1582.77936055714,1582.77936055714,NA,0,0,0,1,13,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Brazil","Brazil2009",13,38633.7206195379,44855.9066448636,35649.1404743249,60853.356736954,33792.6647913892,22883.6252708869,1,1,7674.62197418232,7674.62197418232,NA,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
