"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",7,0.10459179531814,0.0350420210057993,0.154713913415505,0.221586885245902,-0.0624483497439027,-0.057770923982472,4.4381687545982,1,0.144805876180483,0.144805876180483,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",8,0.108114397557564,0.0116724002540754,0.177579219764293,0.338062968890667,-0.0781024604004327,-0.0757624458515296,1.2523892546885,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Bangladesh","Bangladesh2013",19,0.220228585681931,0.0906812816120926,0.238407413448253,0.212727272727273,0.0180955952813958,0.011848996162018,1.46412042293223,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",7,0.509094313966587,0.468909618891933,0.20549183242523,0.379824561403509,0.101898393086687,0.0355519625634678,0.458043958648345,1,0.271428571428571,0.271428571428571,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",13,0.240083693988965,0.186934607689518,0.17674797954934,0.11,0.00881226688866496,0.00612687365459585,0.848262875132675,2,0.248371559067123,0.248371559067123,0.00270468343803854,0.003825,0.000261635610015193,0.000273214285714285,0.893565952099522,1,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",9,0.0805585620761956,0.020458435489985,0.132473574685208,0.083,0.00352668581826673,-0.0164009676670166,1,12,0.279468480097953,0.19789547593722,0.186279921772306,0.350125410195849,-0.0167801682544857,0.0209609823248778,1.00680817673728,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",13,0.195388699402243,0.2,0.209078599120131,0.286417445482866,0.0199902503486609,0.0050632378784248,0.986020880578425,1,0.228,0.228,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Cameroon","Cameroon2009",5,0.37470277827653,0.385501964283784,0.170963307396326,0.109111309523809,0.0774546598487307,0.0776044314713065,0.366314446520236,6,0.128526397690393,0.116822304799287,0.145736259791068,0.299966666666667,0.0303669529881924,0.0300503788456649,1.88988377672645,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",12,0.172670719595357,0.162311571223408,0.0471200683157371,0.0733976498529061,-0.00125617855437242,0.0205671228182555,1.45750524933657,3,0.0889715892060113,0.0841928482448515,0.104107830690367,0.112844989085714,-0.0161268840819436,-0.0253632230021027,2.63333333333333,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"Costarica","Costarica2010",9,0.406611763874978,0.404940818022653,0.179967637751355,0.246153846153846,0.000123017278394157,-0.0198537403852786,0.721844774278417,2,0.220833333333333,0.220833333333333,0.11195857368787,0.158333333333333,0.00965447154471545,0.00965447154471545,0.891304347826087,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
