"countryOnly","country","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",14,15361.7794767647,17387.7571977762,10313.710347325,11754.252406987,-425.171931009112,-2128.8217713469,1.09878882633843,67,22962.6998890499,18195.8873991442,15452.4576554444,20506.1219800714,5691.99907181344,5478.0662455619,1.38721581366931,1,188791.733498738,188791.733498738,NA,0,0,0,1,36,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",1,3534.03279582956,3534.03279582956,NA,0,0,0,1,3,2520.13310343136,2172.70840768505,1135.17604006151,1783.02610945087,-403.948636984697,-345.345191464533,0.767433070315061,NA,NA,NA,NA,NA,NA,NA,NA,5,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",5,1087.53591402766,1054.52913769316,686.218273253031,792.461197113506,286.311457860659,224.386559741262,2.83366135977074,20,1442.5436056127,943.756663143305,1179.78201676712,1607.8306015627,-187.264874071358,-291.181450949148,0.732088950638607,1,1992.25242244625,1992.25242244625,NA,0,0,0,1,1,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",40,45663.5351590661,35053.2619944723,41425.2230270333,40131.6929205566,10502.6629172946,7987.02990490346,0.416503849256072,88,34989.5434118516,30332.6022197771,30546.6089597249,30673.5822725342,-3686.13022204672,-12473.7318611574,0.588564393448385,1,12979.7044138359,12979.7044138359,NA,0,0,0,1,32,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",2,8840.18285673984,8840.18285673984,3363.56922992928,4756.80522294682,-1084.87611905836,-1097.7242822185,0.691902825903218,7,11729.1299176703,13283.555086034,8255.29389057854,14179.3401571137,431.285851540829,-271.762668818803,1.44478655030236,NA,NA,NA,NA,NA,NA,NA,NA,5,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",5,30622.5987941294,35034.8681242504,11360.0627014552,15266.0166625449,6377.90590391895,5962.61233543658,2.73496657155325,11,24750.4946450489,24245.719568973,13134.7472296415,14934.483330049,13196.6087701619,14453.1011822887,1,NA,NA,NA,NA,NA,NA,NA,NA,5,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",75,42668.6521121331,30739.0576673716,43609.8076339305,31431.6753594526,-4865.40082236828,-9083.54936558431,0.610435849730599,22,17892.2903747408,24695.937094991,19093.8205417214,19854.469994132,4069.89706497861,4150.00254593676,1.50724066777261,13,7163.4394151747,8045.39960436594,3557.11458157059,3370.45388143078,1003.29898129198,1096.41471466854,0.526315789473684,43,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",1,11323.9583712657,11323.9583712657,NA,0,0,0,1,17,25400.5728743706,23867.3270246974,16980.7536446824,23800.2513491863,3601.29198066379,487.095801380189,3.03207707858444,NA,NA,NA,NA,NA,NA,NA,NA,6,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",5,21321.3192265929,18303.1158419209,10862.7719558771,14570.6101823674,-6381.07775358355,-6218.3395366952,0.677996997917438,8,25355.8442878281,24387.4358919094,10909.5784298047,15837.3992314067,2698.37153652156,3195.75646558107,1.50842606634028,NA,NA,NA,NA,NA,NA,NA,NA,6,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",1,27502.6914549343,27502.6914549343,NA,0,0,0,1,3,27984.0929676232,37119.2990570284,22585.9289917954,35847.1121916993,-10235.72202294,-7467.16630467441,0.775276437654904,NA,NA,NA,NA,NA,NA,NA,NA,4,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
