"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Local Ownership","mean_Local Ownership","median_Local Ownership","sd_Local Ownership","iqr_Local Ownership","OPcov_Local Ownership","OPcovNoWeights_Local Ownership","indAlloc_Local Ownership","N_Foreign Ownership","mean_Foreign Ownership","median_Foreign Ownership","sd_Foreign Ownership","iqr_Foreign Ownership","OPcov_Foreign Ownership","OPcovNoWeights_Foreign Ownership","indAlloc_Foreign Ownership","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,0,3,2.77859246253555,2.79797583343002,0.345098555396198,0.358017765599126,0.120506502646265,0.137458876600166,1.83890135173778,35,2.31252389370317,2.04668267874374,0.884579720058068,1.46342016373365,0.362437374162485,0.322839180442969,1.17367639554569,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,149,1.78626253672545,1.87860845666311,0.798707320385725,1.16762949454004,0.413502522769643,0.404884504470608,1.16244878753214,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,2,44,1.78060304941046,1.8897806104998,0.736613814176508,0.950309536647024,0.0271863903903435,0.0616066166827953,1.76470588235294,82,1.87386803357057,1.9113314572478,0.894069881600503,1.17408180036975,0.498871181865771,0.802843496610137,0.476466776886847,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50,2.69144636738935,2.51106310379707,0.746417192999162,1.10670276940667,0.0378259715855012,0.0408152645973583,1.43278511162706,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,3,2,1.90247969025804,1.90247969025804,0.218179527227022,0.308552446436604,-0.0740246949681588,-0.0703030890615047,0.590576577465208,129,2.04017868561284,2.09765450454769,0.592523686354448,0.712960901337759,0.236424188864607,0.285830053037884,2.70464684031874,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,0,2,2.37568537896932,2.37568537896932,0.387312592124032,0.547742720659684,0.0291074203771705,0.0342339200412303,1.0794647578218,43,1.85566713685444,1.79591032435796,0.674188901277026,0.60334114691798,0.204265157495298,0.180943160294078,0.321089756255998,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,5,12,1.67592832018402,1.60224464994671,0.808475290056791,0.630341108844748,0.838311910475589,1.11522325247008,1.94879775705107,143,1.86964188480978,1.95193727034677,0.630048427421484,0.640049324001403,0.0662647264437527,0.109275631866214,2.49029604852516,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Guatemala","Guatemala2010",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,35,1.7091018188339,1.71454136715766,0.694231034941834,0.802655035073172,-0.13665515934223,-0.128668986028279,0.864579246232057,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,242,2.52269345325224,2.47230301574458,0.845973616102272,1.17290920806084,0.0401628906851013,-0.0678326715542455,2.66666666666667,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,4,6,2.40334315578004,1.79293305735732,2.17687737760609,3.84460227733551,-0.315379112650012,-0.00371304292305587,0.928576909483783,98,1.76637488718712,1.73894262678904,0.578145441807257,0.799695054106508,0.534256614970751,0.864658523490399,0.875,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,0,2,3.50649193788863,3.50649193788863,2.73584699292004,3.86907192196517,2.08227055369807,1.84830934014799,19.555063318538,24,2.24916047232392,2.30442644118247,0.87760111805572,1.35359750402136,-0.293402680688089,-0.314724590313775,0.623271038345822,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Madagascar","Madagascar2013",NA,NA,NA,NA,NA,NA,NA,NA,0,12,1.99891738035561,1.72794099697245,0.671058160305281,0.869349685646313,0.0728519562347239,0.039449190539367,0.506834361972827,20,1.70592193772076,1.61734629357735,0.382325932353387,0.475483447670431,-0.0722533529979863,-0.0875450380196283,0.210388540766369,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",NA,NA,NA,NA,NA,NA,NA,NA,1,12,1.61738385450149,1.73712541401663,0.52593485317609,0.406778994890493,0.238771458563703,0.368148295621483,2.13979007401324,17,2.51505127407841,2.00120206004777,1.25400322111749,0.917882072916907,1.24684018426987,0.553635373317378,0.948121098511847,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,14,1.55143041322274,1.5546162466231,0.186214045624949,0.0868039595470318,0.106017084895682,0.0551720418459893,3.19505763451077,"2010","Latin America and Caribbean","Mexico","Upper middle income"
