"countryOnly","country","N_0 to 10","mean_0 to 10","median_0 to 10","sd_0 to 10","iqr_0 to 10","OPcov_0 to 10","OPcovNoWeights_0 to 10","indAlloc_0 to 10","N_more than 20","mean_more than 20","median_more than 20","sd_more than 20","iqr_more than 20","OPcov_more than 20","OPcovNoWeights_more than 20","indAlloc_more than 20","N_11 to 20","mean_11 to 20","median_11 to 20","sd_11 to 20","iqr_11 to 20","OPcov_11 to 20","OPcovNoWeights_11 to 20","indAlloc_11 to 20","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",8,0.230423345726132,0.149385992800591,0.191398963243995,0.294824564183159,-0.00942206905516453,-0.0168810292267194,1.61329311211664,3,1.12687648838674,1.47120442181418,2.21484832347153,3.31530803052509,0.301392767512462,0.223217588045792,1.80323069156991,5,0.0278998222272704,0.0185054867743024,0.0236478022041809,0.0440385477364411,-0.00843484851415944,-0.00935022975762839,0.994460779774032,9,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",6,0.374622856380489,0.255734216936064,0.416659641364522,0.739130434782609,-0.163206656697268,-0.176611989315926,1.2,9,0.578126950178791,0.0755100341413602,1.00923114253803,2.0746887966805,-0.217639953361029,-0.178287479680165,0.84001826652208,17,1.58260654180859,1.14346916627713,1.78158296863258,2.04761904761904,-0.0479164775508816,-0.147559962341692,0.835793224272423,4,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",4,0.000737722380759081,0.000145463380088347,0.0014854565048786,7.48032787636521e-05,0.00163530403017153,0.0016648681346439,0.103322977785208,28,0.054185295411413,0.0255214799046672,0.0550051038801478,0.10450433876299,-0.00343693584429711,-0.00292058742705226,0.403542310303265,62,0.00886128315450053,0.00233203246074534,0.016317080000701,0.00839012944973207,0.00295032461365302,0.0030550771907208,0.546408557335343,13,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",2,0.828512967980977,0.828512967980977,0.167206138160354,0.236465188298402,-0.00788217294328006,-0.00788217294328006,1.07142857142857,15,0.737259556493571,0.682632027976041,0.262971645062557,0.431349604529439,-0.0354432071329292,-0.0353084561956278,1.73367811201453,13,0.91040977427185,0.866666055801227,0.445662247679879,0.430927835051546,0.0531317614282121,0.0524774824200399,0.774354188564362,1,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",15,2.88778950434282,4.25579664451352,3.14921632102953,4.35187371706546,0.848827681110823,1.11271108565722,0.310174641576467,418,1.29826255360035,0.838158848416889,1.38681722434902,1.52773552378055,-0.149262506134311,-0.0479363575265625,0.756939334290568,110,1.45814321546441,1.02149251273131,1.47380603711511,1.72975345257258,-0.280072070503631,-0.416780919976871,1.40243952293201,17,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",3,0.890230729630828,0.860258315854442,0.373550349682127,0.616918947485151,-0.206125231096195,-0.139659873849322,2.53929320504226,20,0.713774256151278,0.631868787289462,0.601359283107638,0.503026450346867,-0.044875988138809,0.0145897453100579,2.06814704667061,36,0.707357421815338,0.430932166915932,1.00708294748662,1.0240334861029,-0.752492259255979,-0.37089184256862,0.0750108624516536,5,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",2,0.247606812381806,0.247606812381806,0.345417223605838,0.488493722300636,0.0315157240193959,0.0315157240193959,0.885714285714286,20,0.603150124401974,0.525053684289091,0.463967125269132,0.784126163391934,0.256381744932224,0.262557697204728,0.6300541953312,25,0.610694165526736,0.547274555649041,0.321611888448944,0.314800182975007,-0.106092350419248,-0.11194714815789,1.56620968388974,1,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",3,1.21797204803154,1.32450331125828,0.256546613904775,0.452833418935114,0.0696480653986838,0.0667761258663473,0.955555555555555,17,0.966916960415978,0.873961388074291,0.431113462993343,0.449823198366452,-0.0422226277255149,-0.0725371676192257,0.740740740740741,13,1.11400773167336,0.993150684931507,0.512309049796224,0.89408706288405,-0.0810674251677568,-0.0677692264697562,2.625,1,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",122,0.98580025189006,0.709342045750953,0.980901569265466,1.05926612836346,0.674337157094556,0.602028155192665,0.204623321732505,546,1.5771361250139,1.00513390645152,1.70408006132811,1.53616972569721,0.228943175975338,0.0583154753596453,0.0439356294014098,367,1.57175497527572,1.0805838392422,1.52186987044664,1.86106346483705,0.101691575952434,0.285064195177969,1.21709931828557,70,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",4,0.637542209723589,0.721499410853856,0.232383167418571,0.351338545368396,-0.0680979737652325,-0.006252375712939,3.70136161234825,19,0.921411166889901,0.883311347219885,0.378395249659748,0.395313711883088,-0.0714972118488029,-0.0646852184526904,0.575771627999242,13,0.756193252060638,0.735963040567993,0.12924939460459,0.0458265139116203,0.01499967559168,0.0105281323921041,0.845255762173501,3,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",10,1.38249524755075,0.873486813930106,1.34630269705282,2.16815556374843,-0.265633381618184,-0.158750234433083,2.29505833681402,33,0.64092226242286,0.408054577741098,0.727612180475817,0.554935701933751,0.244802549224706,0.473412415955841,0.262411568967995,25,0.529658795488188,0.428453151865484,0.381310565932822,0.425394936161004,0.0468326732713846,0.103119773444343,3.02310733226097,5,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",NA,NA,NA,NA,NA,NA,NA,NA,47,0.984803696363873,0.702086760495554,0.819598950795998,1.06154326772883,0.0538189909183415,0.157410260077829,0.981536966244019,24,0.729295784034276,0.611987774732425,0.384699621328146,0.3791251758477,0.159909990573856,0.196956977609946,1.77620896443109,1,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",23,1.42196908191391,0.736791122826355,1.72984642366083,1.92423511244088,0.0920308656344455,-0.179555329353701,1.33974008625503,29,1.21813252500038,0.693716671491808,1.74235916429569,2.7533709106985,-0.344627429095787,-0.178865194778525,1,15,0.688503414338114,0.457989589212697,0.490876847890017,0.703428186198245,-0.125065637468588,-0.10306516720881,0.837751488150485,4,"2015","South Asia","Bhutan","Lower middle income"
