"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",6,0.0785027217524192,0.013009967961052,0.170754493844053,0.0381410256410256,0.0116616828333024,0.0156607291671098,0.633176597981031,6,0.0785027217524192,0.013009967961052,0.170754493844053,0.0381410256410256,0.0116616828333024,0.0156607291671098,0.633176597981031,6,0.0785027217524192,0.013009967961052,0.170754493844053,0.0381410256410256,0.0116616828333024,0.0156607291671098,0.633176597981031,-12,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Argentina","Argentina2010",7,0.169740791048729,0.159462426693963,0.0844222132976234,0.132205076100801,-0.0643232049951521,-0.053914983333607,9.13733226678712,7,0.169740791048729,0.159462426693963,0.0844222132976234,0.132205076100801,-0.0643232049951521,-0.053914983333607,9.13733226678712,7,0.169740791048729,0.159462426693963,0.0844222132976234,0.132205076100801,-0.0643232049951521,-0.053914983333607,9.13733226678712,-13,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",38,0.114837681728757,0.0681338487552778,0.111126443643111,0.131111111111111,-0.0475638129535775,-0.0454650707023421,0.499840014870905,38,0.114837681728757,0.0681338487552778,0.111126443643111,0.131111111111111,-0.0475638129535775,-0.0454650707023421,0.499840014870905,38,0.114837681728757,0.0681338487552778,0.111126443643111,0.131111111111111,-0.0475638129535775,-0.0454650707023421,0.499840014870905,-75,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",6,0.153558421719648,0.152348969555777,0.0351836076191502,0,0.01771303775823,0.0185137510428302,0.0764129556785318,6,0.153558421719648,0.152348969555777,0.0351836076191502,0,0.01771303775823,0.0185137510428302,0.0764129556785318,6,0.153558421719648,0.152348969555777,0.0351836076191502,0,0.01771303775823,0.0185137510428302,0.0764129556785318,-7,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",8,0.125067393018571,0.0910357108719201,0.0996431041348313,0.205280528052805,-0.0140989280525693,-0.0160120754336528,2.98810982315373,8,0.125067393018571,0.0910357108719201,0.0996431041348313,0.205280528052805,-0.0140989280525693,-0.0160120754336528,2.98810982315373,8,0.125067393018571,0.0910357108719201,0.0996431041348313,0.205280528052805,-0.0140989280525693,-0.0160120754336528,2.98810982315373,-16,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,11,0.292826036430554,0.323823344561965,0.205793668135735,0.319166666666667,-0.153581739145257,-0.0419426404551477,1.43116842430263,11,0.292826036430554,0.323823344561965,0.205793668135735,0.319166666666667,-0.153581739145257,-0.0419426404551477,1.43116842430263,-7,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",79,0.116496918223011,0.10599089274157,0.0630885908683412,0.075,0.0117301694806758,-0.0243133448230673,0.48355765608088,79,0.116496918223011,0.10599089274157,0.0630885908683412,0.075,0.0117301694806758,-0.0243133448230673,0.48355765608088,79,0.116496918223011,0.10599089274157,0.0630885908683412,0.075,0.0117301694806758,-0.0243133448230673,0.48355765608088,-156,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",14,0.229094072466467,0.167342034890037,0.153429982070624,0.139248091819921,-0.10486737926291,-0.111304948765747,0.762159780136361,14,0.229094072466467,0.167342034890037,0.153429982070624,0.139248091819921,-0.10486737926291,-0.111304948765747,0.762159780136361,14,0.229094072466467,0.167342034890037,0.153429982070624,0.139248091819921,-0.10486737926291,-0.111304948765747,0.762159780136361,-28,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",5,0.458527222077517,0.426516386803745,0.315731995989589,0.250833333333333,-0.239439361411268,-0.237948284421889,0.96404766250918,5,0.458527222077517,0.426516386803745,0.315731995989589,0.250833333333333,-0.239439361411268,-0.237948284421889,0.96404766250918,5,0.458527222077517,0.426516386803745,0.315731995989589,0.250833333333333,-0.239439361411268,-0.237948284421889,0.96404766250918,-10,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Egypt","Egypt2013",69,0.193225603527758,0.160886456431175,0.159407895401518,0.186913580246914,-0.012387690549558,-0.0430910791192517,2.45771216090282,69,0.193225603527758,0.160886456431175,0.159407895401518,0.186913580246914,-0.012387690549558,-0.0430910791192517,2.45771216090282,69,0.193225603527758,0.160886456431175,0.159407895401518,0.186913580246914,-0.012387690549558,-0.0430910791192517,2.45771216090282,-136,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",18,0.0957716315445258,0.0648446273462212,0.0822155280064827,0.0818539741741808,-0.0104988095221918,-0.0104988095221918,1.3,18,0.0957716315445258,0.0648446273462212,0.0822155280064827,0.0818539741741808,-0.0104988095221918,-0.0104988095221918,1.3,18,0.0957716315445258,0.0648446273462212,0.0822155280064827,0.0818539741741808,-0.0104988095221918,-0.0104988095221918,1.3,-34,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Ghana","Ghana2013",8,0.100972248093754,0.0440226536419927,0.126690210061268,0.0960573476702509,-0.048853968760743,-0.0446493263979803,1.13333333333333,8,0.100972248093754,0.0440226536419927,0.126690210061268,0.0960573476702509,-0.048853968760743,-0.0446493263979803,1.13333333333333,8,0.100972248093754,0.0440226536419927,0.126690210061268,0.0960573476702509,-0.048853968760743,-0.0446493263979803,1.13333333333333,-16,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",10,0.478843027803925,0.428973456903448,0.21300585225534,0.266666666666667,-0.316738385543698,-0.224678949260963,0.926390670152448,10,0.478843027803925,0.428973456903448,0.21300585225534,0.266666666666667,-0.316738385543698,-0.224678949260963,0.926390670152448,10,0.478843027803925,0.428973456903448,0.21300585225534,0.266666666666667,-0.316738385543698,-0.224678949260963,0.926390670152448,-20,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",641,0.120486746139051,0.1,0.101470777134219,0.109295414492553,-0.0146517534229349,-0.0138775677283648,0.973216303410995,641,0.120486746139051,0.1,0.101470777134219,0.109295414492553,-0.0146517534229349,-0.0138775677283648,0.973216303410995,641,0.120486746139051,0.1,0.101470777134219,0.109295414492553,-0.0146517534229349,-0.0138775677283648,0.973216303410995,-1276,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",9,0.30958967969507,0.276282984319911,0.225106021052812,0.417333333333333,-0.00237218103927084,-0.0587718542877411,0.088826234136575,9,0.30958967969507,0.276282984319911,0.225106021052812,0.417333333333333,-0.00237218103927084,-0.0587718542877411,0.088826234136575,9,0.30958967969507,0.276282984319911,0.225106021052812,0.417333333333333,-0.00237218103927084,-0.0587718542877411,0.088826234136575,-18,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Jordan","Jordan2013",6,0.280086693105462,0.310444099795641,0.177591549981928,0.34,-0.166175478752874,-0.0945416140158752,2.13080762292004,6,0.280086693105462,0.310444099795641,0.177591549981928,0.34,-0.166175478752874,-0.0945416140158752,2.13080762292004,6,0.280086693105462,0.310444099795641,0.177591549981928,0.34,-0.166175478752874,-0.0945416140158752,2.13080762292004,-11,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",9,0.0525847880919366,0.0256589905875567,0.07986518861107,0.0517155555555556,-0.0208884667276753,-0.0188425035312678,1.83009440954447,9,0.0525847880919366,0.0256589905875567,0.07986518861107,0.0517155555555556,-0.0208884667276753,-0.0188425035312678,1.83009440954447,9,0.0525847880919366,0.0256589905875567,0.07986518861107,0.0517155555555556,-0.0208884667276753,-0.0188425035312678,1.83009440954447,-17,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",6,0.245510259501502,0.24903155859764,0.104537962550901,0,-0.0199537092264078,-0.00510092038916707,1,6,0.245510259501502,0.24903155859764,0.104537962550901,0,-0.0199537092264078,-0.00510092038916707,1,6,0.245510259501502,0.24903155859764,0.104537962550901,0,-0.0199537092264078,-0.00510092038916707,1,-6,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",9,0.121180654765855,0.100296296428589,0.0834745511530326,0,0.00104456932953505,-0.0040592702760392,0.5,9,0.121180654765855,0.100296296428589,0.0834745511530326,0,0.00104456932953505,-0.0040592702760392,0.5,NA,NA,NA,NA,NA,NA,NA,NA,-6,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",6,0.321856010556649,0.187516240186806,0.326953914603641,0.715248711538462,-0.162182003510521,-0.115428673557334,2.33209201280555,6,0.321856010556649,0.187516240186806,0.326953914603641,0.715248711538462,-0.162182003510521,-0.115428673557334,2.33209201280555,NA,NA,NA,NA,NA,NA,NA,NA,-6,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",15,0.248904833798229,0.307981134862829,0.164111249121182,0.206666666666667,-0.201581482932532,-0.0616680286177489,2.33701014289841,15,0.248904833798229,0.307981134862829,0.164111249121182,0.206666666666667,-0.201581482932532,-0.0616680286177489,2.33701014289841,15,0.248904833798229,0.307981134862829,0.164111249121182,0.206666666666667,-0.201581482932532,-0.0616680286177489,2.33701014289841,-26,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",18,0.134668148943764,0.00196306691853127,0.253439956161394,0.204335326086957,0.140693431687485,0.107836704818427,0.760215709022577,18,0.134668148943764,0.00196306691853127,0.253439956161394,0.204335326086957,0.140693431687485,0.107836704818427,0.760215709022577,18,0.134668148943764,0.00196306691853127,0.253439956161394,0.204335326086957,0.140693431687485,0.107836704818427,0.760215709022577,-34,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",15,0.110214417153386,0.0625540389509583,0.129125919334737,0.14952380952381,-0.0450025412537616,-0.0652831726874299,0.246913580246914,15,0.110214417153386,0.0625540389509583,0.129125919334737,0.14952380952381,-0.0450025412537616,-0.0652831726874299,0.246913580246914,15,0.110214417153386,0.0625540389509583,0.129125919334737,0.14952380952381,-0.0450025412537616,-0.0652831726874299,0.246913580246914,-29,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",3,0.264055692344293,0.282530291835837,0.11040420616315,0.05375,-0.0552606131177254,-0.0511291973791974,3.15489526912875,3,0.264055692344293,0.282530291835837,0.11040420616315,0.05375,-0.0552606131177254,-0.0511291973791974,3.15489526912875,NA,NA,NA,NA,NA,NA,NA,NA,-1,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",12,0.176024613331432,0.178981692408207,0.08549188106776,0.0714974054855448,-0.0442724882932709,-0.0283856419031984,0.160471273656847,12,0.176024613331432,0.178981692408207,0.08549188106776,0.0714974054855448,-0.0442724882932709,-0.0283856419031984,0.160471273656847,12,0.176024613331432,0.178981692408207,0.08549188106776,0.0714974054855448,-0.0442724882932709,-0.0283856419031984,0.160471273656847,-24,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",3,0.0537989532326761,0.0335942321604508,0.0902986860791483,0.0375896131093899,-0.0243975910190438,-0.0567469246317316,6.83843914003928,3,0.0537989532326761,0.0335942321604508,0.0902986860791483,0.0375896131093899,-0.0243975910190438,-0.0567469246317316,6.83843914003928,3,0.0537989532326761,0.0335942321604508,0.0902986860791483,0.0375896131093899,-0.0243975910190438,-0.0567469246317316,6.83843914003928,-2,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",3,0.0343587043691237,0.0264083906397893,0.066372341606428,0.0524026853054121,-0.0217190613449077,-0.0406476923521233,3.47080765756671,3,0.0343587043691237,0.0264083906397893,0.066372341606428,0.0524026853054121,-0.0217190613449077,-0.0406476923521233,3.47080765756671,3,0.0343587043691237,0.0264083906397893,0.066372341606428,0.0524026853054121,-0.0217190613449077,-0.0406476923521233,3.47080765756671,-2,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",5,0.445259178017947,0.131255445268272,0.497504510328546,0.82536824452226,-0.283910568667457,-0.154586949181124,1.93782196598822,5,0.445259178017947,0.131255445268272,0.497504510328546,0.82536824452226,-0.283910568667457,-0.154586949181124,1.93782196598822,NA,NA,NA,NA,NA,NA,NA,NA,-5,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Trinidadandtobago","Trinidadandtobago2010",6,0.303971467468516,0.308411128507035,0.0697251207412021,0.107142857142857,0.0308201501188485,0.0491423228810275,0.629864967186201,6,0.303971467468516,0.308411128507035,0.0697251207412021,0.107142857142857,0.0308201501188485,0.0491423228810275,0.629864967186201,NA,NA,NA,NA,NA,NA,NA,NA,-6,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",12,0.0937405662982257,0.0843422499513032,0.0941676431166846,0.156529982363316,-0.00217580313401824,-0.0107991159590011,1.08479093234128,12,0.0937405662982257,0.0843422499513032,0.0941676431166846,0.156529982363316,-0.00217580313401824,-0.0107991159590011,1.08479093234128,12,0.0937405662982257,0.0843422499513032,0.0941676431166846,0.156529982363316,-0.00217580313401824,-0.0107991159590011,1.08479093234128,-24,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",22,0.107178505556819,0.0926756775445156,0.0651644390056648,0.100740740740741,-0.00583795287798096,-0.00717671767379093,0.686547821399145,22,0.107178505556819,0.0926756775445156,0.0651644390056648,0.100740740740741,-0.00583795287798096,-0.00717671767379093,0.686547821399145,22,0.107178505556819,0.0926756775445156,0.0651644390056648,0.100740740740741,-0.00583795287798096,-0.00717671767379093,0.686547821399145,-42,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",5,0.174755251209834,0.225078191336967,0.115381713353493,0.228666666666667,0.00711947349298642,0.00279333333333333,2.75233138952919,5,0.174755251209834,0.225078191336967,0.115381713353493,0.228666666666667,0.00711947349298642,0.00279333333333333,2.75233138952919,NA,NA,NA,NA,NA,NA,NA,NA,-5,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
