"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",7,0.5625029321764,0.610632055133235,0.300791994265505,0.222188755583271,-0.0925829683770422,-0.167148769235904,0.857932292831026,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",11,0.377036994357872,0.381517972848359,0.175737287655954,0.274988254639417,-0.0630924189050467,0.00887258995645192,34.3993658344042,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",7,0.260735349932934,0.213773409689682,0.299401225237254,0.193307316764887,-0.0107461772799034,-0.285804494110627,0.875728438270045,3,1,0.165847665847666,0.165847665847666,NA,0,0,0,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",4,0.509503455732411,0.518888068973843,0.0908647510290909,0.0711305548065079,-0.0713053830597848,-0.0314858567477279,3.16975818315769,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",87,0.25585665972068,0.218262963346416,0.150136965963748,0.138750057315787,0.00648518524031824,-0.0028203998119745,0.614702519990682,3,1,0.467532467532468,0.467532467532468,NA,0,0,0,1,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",32,0.283840591154466,0.387406901386281,0.261872362268244,0.433834586466165,0.158227484361089,-0.103798419328116,0.0612182820192636,0,1,0.430497925311203,0.430497925311203,NA,0,0,0,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",389,0.360189271011194,0.332792952256592,0.225589253922541,0.320487264673312,-0.0210707893476718,-0.0128743906155219,1,5,1,0.229456474974903,0.229456474974903,NA,0,0,0,1,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",4,0.397558341773766,0.354171961990498,0.275901448616629,0.492271695972774,0.121664276248214,0.126586411524565,0.335785263010314,0,1,0.172185430463576,0.172185430463576,NA,0,0,0,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",6,0.375114209905246,0.367925429942278,0.157544116406551,0.101688911115973,0.0231453354904187,0.0178617541862999,0.627020787876392,0,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Kenya","Kenya2013",4,0.0355889127998382,0.035682946115806,0.00676074806217343,0,0.00353358833773281,0.00476061276891448,0.371917403918889,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",6,0.270364087149364,0.272124805133856,0.0272653211201913,0,0.00248818952377287,0.0144325569002247,1,11,1,0.331990308442,0.331990308442,NA,0,0,0,1,"2010","Latin America and Caribbean","Mexico","Upper middle income"
