"countryOnly","country","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",4,0.0837806072505572,0.0896175574558464,0.0559974581570576,0.104146469988653,-0.0364282064928627,-0.0838092506316026,0.875166136523156,4,0.0837806072505572,0.0896175574558464,0.0559974581570576,0.104146469988653,-0.0364282064928627,-0.0838092506316026,0.875166136523156,4,0.0837806072505572,0.0896175574558464,0.0559974581570576,0.104146469988653,-0.0364282064928627,-0.0838092506316026,0.875166136523156,-5,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",NA,NA,NA,NA,NA,NA,NA,NA,5,0.820446650418752,0.533956088658978,0.878446907017638,1.75333759047336,-0.635927743772642,-0.50856504418339,4.70753050018419,5,0.820446650418752,0.533956088658978,0.878446907017638,1.75333759047336,-0.635927743772642,-0.50856504418339,4.70753050018419,-2,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",20,0.0742805929154216,0.00535010357427666,0.145786382201902,0.0537698776275126,0.00374406771207805,0.0201889817440081,1.94925029215901,20,0.0742805929154216,0.00535010357427666,0.145786382201902,0.0537698776275126,0.00374406771207805,0.0201889817440081,1.94925029215901,20,0.0742805929154216,0.00535010357427666,0.145786382201902,0.0537698776275126,0.00374406771207805,0.0201889817440081,1.94925029215901,-39,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",NA,NA,NA,NA,NA,NA,NA,NA,10,0.391453859809988,0.431049437798517,0.145539280854884,0.210144927536232,-0.0804850000425789,-0.0830200480960705,1.25,10,0.391453859809988,0.431049437798517,0.145539280854884,0.210144927536232,-0.0804850000425789,-0.0830200480960705,1.25,-10,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",120,0.516473894885337,0.536506624297084,0.33857579617256,0.499142647674138,-0.0547408780186157,-0.0331771881432253,0.966600996344795,120,0.516473894885337,0.536506624297084,0.33857579617256,0.499142647674138,-0.0547408780186157,-0.0331771881432253,0.966600996344795,120,0.516473894885337,0.536506624297084,0.33857579617256,0.499142647674138,-0.0547408780186157,-0.0331771881432253,0.966600996344795,-237,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",11,0.890784785963366,0.825870251285823,0.727952500740549,1.39530004519375,0.331977204933743,0.147993779960074,0.366277694581238,11,0.890784785963366,0.825870251285823,0.727952500740549,1.39530004519375,0.331977204933743,0.147993779960074,0.366277694581238,11,0.890784785963366,0.825870251285823,0.727952500740549,1.39530004519375,0.331977204933743,0.147993779960074,0.366277694581238,-21,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",14,0.636904830136703,0.686775044144769,0.228070889420989,0.353158820127114,-0.0557968375983498,-0.0550109983648436,1.94186999848964,14,0.636904830136703,0.686775044144769,0.228070889420989,0.353158820127114,-0.0557968375983498,-0.0550109983648436,1.94186999848964,14,0.636904830136703,0.686775044144769,0.228070889420989,0.353158820127114,-0.0557968375983498,-0.0550109983648436,1.94186999848964,-28,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",NA,NA,NA,NA,NA,NA,NA,NA,17,0.57196827703896,0.561413508121972,0.30675143440547,0.408448967005859,0.0408132750331123,0.0372483509268416,0.258899676375405,17,0.57196827703896,0.561413508121972,0.30675143440547,0.408448967005859,0.0408132750331123,0.0372483509268416,0.258899676375405,-17,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",148,0.358884029621797,0.300003941807114,0.294502158426988,0.404071008524879,0.0743139379549471,0.111529868294848,1.11619632075023,148,0.358884029621797,0.300003941807114,0.294502158426988,0.404071008524879,0.0743139379549471,0.111529868294848,1.11619632075023,148,0.358884029621797,0.300003941807114,0.294502158426988,0.404071008524879,0.0743139379549471,0.111529868294848,1.11619632075023,-292,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",11,0.481352209337476,0.542631624916779,0.368846373241584,0.0449610712128331,-0.370088620597294,-0.382358768964916,0.392535297458169,11,0.481352209337476,0.542631624916779,0.368846373241584,0.0449610712128331,-0.370088620597294,-0.382358768964916,0.392535297458169,11,0.481352209337476,0.542631624916779,0.368846373241584,0.0449610712128331,-0.370088620597294,-0.382358768964916,0.392535297458169,-22,"2010","Latin America and Caribbean","Barbados","High income"
"Belize","Belize2010",25,0.33406205572655,0.316088870262232,0.127887339418328,0.116082531031042,-0.0344587116942538,-0.0386913722320888,0.865319107548817,25,0.33406205572655,0.316088870262232,0.127887339418328,0.116082531031042,-0.0344587116942538,-0.0386913722320888,0.865319107548817,25,0.33406205572655,0.316088870262232,0.127887339418328,0.116082531031042,-0.0344587116942538,-0.0386913722320888,0.865319107548817,-49,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",NA,NA,NA,NA,NA,NA,NA,NA,7,0.551356577389005,0.415850030995087,0.417497087469719,0.498311736349695,-0.108299946997973,-0.0715737538139624,0.591331981284804,7,0.551356577389005,0.415850030995087,0.417497087469719,0.498311736349695,-0.108299946997973,-0.0715737538139624,0.591331981284804,-7,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",6,0.966093302327334,0.884079437722405,0.761460328611157,0.670005477736912,-0.264381261644855,-0.464721176961639,3.85297631147584,6,0.966093302327334,0.884079437722405,0.761460328611157,0.670005477736912,-0.264381261644855,-0.464721176961639,3.85297631147584,6,0.966093302327334,0.884079437722405,0.761460328611157,0.670005477736912,-0.264381261644855,-0.464721176961639,3.85297631147584,-12,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",8,0.169530662060872,0.146790987413206,0.155810443363878,0,0.0316868916093009,-0.0261599603782804,0.347711584063779,8,0.169530662060872,0.146790987413206,0.155810443363878,0,0.0316868916093009,-0.0261599603782804,0.347711584063779,8,0.169530662060872,0.146790987413206,0.155810443363878,0,0.0316868916093009,-0.0261599603782804,0.347711584063779,-11,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",6,0.200829615778483,0.234392344851238,0.114528320638332,0.241615529246472,-0.0168472005129248,-0.0214163295397545,0.64111972670528,6,0.200829615778483,0.234392344851238,0.114528320638332,0.241615529246472,-0.0168472005129248,-0.0214163295397545,0.64111972670528,6,0.200829615778483,0.234392344851238,0.114528320638332,0.241615529246472,-0.0168472005129248,-0.0214163295397545,0.64111972670528,-12,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",123,0.356465492602408,0.298492216413553,0.235170459611483,0.316022453889334,-0.0150361437387948,-0.107062862946205,1.4,123,0.356465492602408,0.298492216413553,0.235170459611483,0.316022453889334,-0.0150361437387948,-0.107062862946205,1.4,123,0.356465492602408,0.298492216413553,0.235170459611483,0.316022453889334,-0.0150361437387948,-0.107062862946205,1.4,-239,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",5,0.297561085591649,0.195659369583228,0.344378466189311,0.579437650907392,0.359904546078499,0.296981998319098,0.0421955241364898,5,0.297561085591649,0.195659369583228,0.344378466189311,0.579437650907392,0.359904546078499,0.296981998319098,0.0421955241364898,5,0.297561085591649,0.195659369583228,0.344378466189311,0.579437650907392,0.359904546078499,0.296981998319098,0.0421955241364898,-8,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",9,0.262846137261981,0.125204231554327,0.372720331305519,0.211633851807049,-0.00789897386922308,-0.0241826140948536,0.448425109585829,9,0.262846137261981,0.125204231554327,0.372720331305519,0.211633851807049,-0.00789897386922308,-0.0241826140948536,0.448425109585829,9,0.262846137261981,0.125204231554327,0.372720331305519,0.211633851807049,-0.00789897386922308,-0.0241826140948536,0.448425109585829,-18,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",21,0.323794892963193,0.239961574369188,0.251352325729249,0.352043983328899,-0.0745531703907699,-0.0886345513468741,0.756748998318706,21,0.323794892963193,0.239961574369188,0.251352325729249,0.352043983328899,-0.0745531703907699,-0.0886345513468741,0.756748998318706,21,0.323794892963193,0.239961574369188,0.251352325729249,0.352043983328899,-0.0745531703907699,-0.0886345513468741,0.756748998318706,-41,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",15,0.233185376242527,0.224782041826825,0.163582226643168,0.24125279486933,0.0238633606670365,0.0849745627853754,0.175437412085767,15,0.233185376242527,0.224782041826825,0.163582226643168,0.24125279486933,0.0238633606670365,0.0849745627853754,0.175437412085767,15,0.233185376242527,0.224782041826825,0.163582226643168,0.24125279486933,0.0238633606670365,0.0849745627853754,0.175437412085767,-28,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",137,0.375990324451112,0.322492610696088,0.240506301742987,0.326784672242754,0.0407280670160068,-0.00552712640017721,0.505719729527413,137,0.375990324451112,0.322492610696088,0.240506301742987,0.326784672242754,0.0407280670160068,-0.00552712640017721,0.505719729527413,137,0.375990324451112,0.322492610696088,0.240506301742987,0.326784672242754,0.0407280670160068,-0.00552712640017721,0.505719729527413,-263,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",111,0.24611916292693,0.203327383366757,0.225442610903887,0.297047529115518,0.0519888825831274,0.0453881066793383,0.903029894467201,111,0.24611916292693,0.203327383366757,0.225442610903887,0.297047529115518,0.0519888825831274,0.0453881066793383,0.903029894467201,111,0.24611916292693,0.203327383366757,0.225442610903887,0.297047529115518,0.0519888825831274,0.0453881066793383,0.903029894467201,-221,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",117,0.367540311308316,0.398263758850177,0.399181304672332,0.399270348040559,-0.0604118648665923,-0.13535913771432,5.14157188683899,117,0.367540311308316,0.398263758850177,0.399181304672332,0.399270348040559,-0.0604118648665923,-0.13535913771432,5.14157188683899,117,0.367540311308316,0.398263758850177,0.399181304672332,0.399270348040559,-0.0604118648665923,-0.13535913771432,5.14157188683899,-232,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",64,0.537708880297328,0.417584314007786,0.354855844195099,0.531069722785006,-0.156502446867165,-0.132178734717647,1.74637939005757,64,0.537708880297328,0.417584314007786,0.354855844195099,0.531069722785006,-0.156502446867165,-0.132178734717647,1.74637939005757,64,0.537708880297328,0.417584314007786,0.354855844195099,0.531069722785006,-0.156502446867165,-0.132178734717647,1.74637939005757,-125,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",23,0.303350320871261,0.27861458715564,0.535865409148583,0.426591651998052,-0.707013402743012,-0.880324149279606,0.826812794918995,23,0.303350320871261,0.27861458715564,0.535865409148583,0.426591651998052,-0.707013402743012,-0.880324149279606,0.826812794918995,23,0.303350320871261,0.27861458715564,0.535865409148583,0.426591651998052,-0.707013402743012,-0.880324149279606,0.826812794918995,-43,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",16,0.400861788016907,0.309750261482456,0.241067487207129,0.254268664517815,-0.212792740940539,-0.208487361651113,0.888398930174421,16,0.400861788016907,0.309750261482456,0.241067487207129,0.254268664517815,-0.212792740940539,-0.208487361651113,0.888398930174421,16,0.400861788016907,0.309750261482456,0.241067487207129,0.254268664517815,-0.212792740940539,-0.208487361651113,0.888398930174421,-30,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",NA,NA,NA,NA,NA,NA,NA,NA,6,0.887196728363461,0.508724355565599,1.17367080696898,0.824018658686851,-0.115146166360727,-0.0526257127709144,0.940049072342085,6,0.887196728363461,0.508724355565599,1.17367080696898,0.824018658686851,-0.115146166360727,-0.0526257127709144,0.940049072342085,-6,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominica","Dominica2010",15,0.542031041996159,0.510548775624152,0.247224084210391,0.363750492914108,-0.0172750598146952,-0.00991066715505425,0.769230769230769,15,0.542031041996159,0.510548775624152,0.247224084210391,0.363750492914108,-0.0172750598146952,-0.00991066715505425,0.769230769230769,15,0.542031041996159,0.510548775624152,0.247224084210391,0.363750492914108,-0.0172750598146952,-0.00991066715505425,0.769230769230769,-30,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",12,0.328912031949697,0.238683833451647,0.258927929824114,0.195361113901337,0.067584492041854,0.00878205319361041,0.259578757968588,12,0.328912031949697,0.238683833451647,0.258927929824114,0.195361113901337,0.067584492041854,0.00878205319361041,0.259578757968588,12,0.328912031949697,0.238683833451647,0.258927929824114,0.195361113901337,0.067584492041854,0.00878205319361041,0.259578757968588,-21,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",31,0.278950999312661,0.190572293736925,0.276747181969604,0.504774896353486,-0.197373098630594,-0.205448598232719,0.910002627620789,31,0.278950999312661,0.190572293736925,0.276747181969604,0.504774896353486,-0.197373098630594,-0.205448598232719,0.910002627620789,31,0.278950999312661,0.190572293736925,0.276747181969604,0.504774896353486,-0.197373098630594,-0.205448598232719,0.910002627620789,-62,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",15,0.239062439037704,0.219238919111135,0.158232215548374,0.269666812170635,-0.0585959744262901,-0.0503579652452607,0.776875873353167,15,0.239062439037704,0.219238919111135,0.158232215548374,0.269666812170635,-0.0585959744262901,-0.0503579652452607,0.776875873353167,15,0.239062439037704,0.219238919111135,0.158232215548374,0.269666812170635,-0.0585959744262901,-0.0503579652452607,0.776875873353167,-21,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",156,0.310615458275083,0.250887768775568,0.333374577043637,0.362497257502255,-0.0670518128014723,-0.117736575197857,1.64130295544962,156,0.310615458275083,0.250887768775568,0.333374577043637,0.362497257502255,-0.0670518128014723,-0.117736575197857,1.64130295544962,156,0.310615458275083,0.250887768775568,0.333374577043637,0.362497257502255,-0.0670518128014723,-0.117736575197857,1.64130295544962,-295,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",29,0.687498733632896,0.428488612341144,0.733372900054909,0.600601917851616,-0.292131801696272,-0.15116923386499,1.07628157288461,29,0.687498733632896,0.428488612341144,0.733372900054909,0.600601917851616,-0.292131801696272,-0.15116923386499,1.07628157288461,29,0.687498733632896,0.428488612341144,0.733372900054909,0.600601917851616,-0.292131801696272,-0.15116923386499,1.07628157288461,-58,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",11,0.616858733453763,0.562587618356689,0.325782015038862,0.43225613920923,-0.148547482648517,-0.120717013396507,2.64208453052093,11,0.616858733453763,0.562587618356689,0.325782015038862,0.43225613920923,-0.148547482648517,-0.120717013396507,2.64208453052093,11,0.616858733453763,0.562587618356689,0.325782015038862,0.43225613920923,-0.148547482648517,-0.120717013396507,2.64208453052093,-22,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",21,0.0897099223564539,0.0637499999999999,0.119614150199707,0.118096342687581,-0.0355133544593317,-0.0399858158382529,5.35348478590115,21,0.0897099223564539,0.0637499999999999,0.119614150199707,0.118096342687581,-0.0355133544593317,-0.0399858158382529,5.35348478590115,21,0.0897099223564539,0.0637499999999999,0.119614150199707,0.118096342687581,-0.0355133544593317,-0.0399858158382529,5.35348478590115,-38,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",24,0.335005301509323,0.267174090332445,0.436538581875692,0.345713206597004,-0.244157289438548,-0.244304846502361,0.389012651728311,24,0.335005301509323,0.267174090332445,0.436538581875692,0.345713206597004,-0.244157289438548,-0.244304846502361,0.389012651728311,24,0.335005301509323,0.267174090332445,0.436538581875692,0.345713206597004,-0.244157289438548,-0.244304846502361,0.389012651728311,-46,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",26,0.440962396034228,0.488025699130933,0.2493811049588,0.352277227174422,-0.0480969520483093,-0.0116028589593586,0.689646501278193,26,0.440962396034228,0.488025699130933,0.2493811049588,0.352277227174422,-0.0480969520483093,-0.0116028589593586,0.689646501278193,26,0.440962396034228,0.488025699130933,0.2493811049588,0.352277227174422,-0.0480969520483093,-0.0116028589593586,0.689646501278193,-51,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",27,0.31786846202489,0.37337788979188,0.402086853280523,0.635365165284556,0.182528207423934,0.0932079723958083,0.796180126586937,27,0.31786846202489,0.37337788979188,0.402086853280523,0.635365165284556,0.182528207423934,0.0932079723958083,0.796180126586937,27,0.31786846202489,0.37337788979188,0.402086853280523,0.635365165284556,0.182528207423934,0.0932079723958083,0.796180126586937,-54,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Grenada","Grenada2010",9,0.204836706739267,0.577323288879497,1.09212247797577,0.262569408910872,-0.468963583305721,-0.38882831563395,0.359383479205401,9,0.204836706739267,0.577323288879497,1.09212247797577,0.262569408910872,-0.468963583305721,-0.38882831563395,0.359383479205401,9,0.204836706739267,0.577323288879497,1.09212247797577,0.262569408910872,-0.468963583305721,-0.38882831563395,0.359383479205401,-18,"2010","Latin America and Caribbean","Grenada","Upper middle income"
"Guatemala","Guatemala2010",65,0.40987576056116,0.396937610693508,0.26898816782049,0.32528818955837,-0.00123336400875279,-0.0316843233658129,0.155842411163931,65,0.40987576056116,0.396937610693508,0.26898816782049,0.32528818955837,-0.00123336400875279,-0.0316843233658129,0.155842411163931,65,0.40987576056116,0.396937610693508,0.26898816782049,0.32528818955837,-0.00123336400875279,-0.0316843233658129,0.155842411163931,-126,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",19,0.312557231420334,0.233284392533896,0.276716498107142,0.269233348983835,0.0126476887838618,0.0163894415962915,0.848498784081411,19,0.312557231420334,0.233284392533896,0.276716498107142,0.269233348983835,0.0126476887838618,0.0163894415962915,0.848498784081411,19,0.312557231420334,0.233284392533896,0.276716498107142,0.269233348983835,0.0126476887838618,0.0163894415962915,0.848498784081411,-38,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",19,0.217121230324556,0.254421594705846,0.13564373223603,0.265899833364192,0.0669262143783697,-0.0157219479730597,0.101161241104013,19,0.217121230324556,0.254421594705846,0.13564373223603,0.265899833364192,0.0669262143783697,-0.0157219479730597,0.101161241104013,19,0.217121230324556,0.254421594705846,0.13564373223603,0.265899833364192,0.0669262143783697,-0.0157219479730597,0.101161241104013,-30,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"Hungary","Hungary2013",7,0.357890600359586,0.315365546573107,0.288484700841934,0.283303211579744,0.128854923849004,0.140453781729914,0.0989539001454819,7,0.357890600359586,0.315365546573107,0.288484700841934,0.283303211579744,0.128854923849004,0.140453781729914,0.0989539001454819,7,0.357890600359586,0.315365546573107,0.288484700841934,0.283303211579744,0.128854923849004,0.140453781729914,0.0989539001454819,-12,"2013","Europe and Central Asia","Hungary","High income"
"India","India2014",410,0.281178797279481,0.229305299749885,0.231347759982272,0.3253045596937,0.0771665123112625,0.0655537868956162,0.940720499867911,410,0.281178797279481,0.229305299749885,0.231347759982272,0.3253045596937,0.0771665123112625,0.0655537868956162,0.940720499867911,410,0.281178797279481,0.229305299749885,0.231347759982272,0.3253045596937,0.0771665123112625,0.0655537868956162,0.940720499867911,-818,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",105,0.525976535320832,0.496888227719758,0.273986367047689,0.403361644955092,-0.100772593143419,-0.255883740676134,1.2,105,0.525976535320832,0.496888227719758,0.273986367047689,0.403361644955092,-0.100772593143419,-0.255883740676134,1.2,105,0.525976535320832,0.496888227719758,0.273986367047689,0.403361644955092,-0.100772593143419,-0.255883740676134,1.2,-206,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",158,0.342233511584158,0.286474975852315,0.239678218207448,0.31103552532124,0.0540721581070985,0.0713724300677746,0.892680813800928,158,0.342233511584158,0.286474975852315,0.239678218207448,0.31103552532124,0.0540721581070985,0.0713724300677746,0.892680813800928,158,0.342233511584158,0.286474975852315,0.239678218207448,0.31103552532124,0.0540721581070985,0.0713724300677746,0.892680813800928,-311,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",70,0.296610132211391,0.267975772486477,0.16974115375804,0.23374466065496,-0.0214104578852346,-0.0313866529495564,1.20634169444526,70,0.296610132211391,0.267975772486477,0.16974115375804,0.23374466065496,-0.0214104578852346,-0.0313866529495564,1.20634169444526,70,0.296610132211391,0.267975772486477,0.16974115375804,0.23374466065496,-0.0214104578852346,-0.0313866529495564,1.20634169444526,-140,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",34,0.366660358540556,0.384230146081333,0.156478694998546,0.245144724556489,-0.0894676683202939,-0.0710247852967128,0.976656505559362,34,0.366660358540556,0.384230146081333,0.156478694998546,0.245144724556489,-0.0894676683202939,-0.0710247852967128,0.976656505559362,34,0.366660358540556,0.384230146081333,0.156478694998546,0.245144724556489,-0.0894676683202939,-0.0710247852967128,0.976656505559362,-68,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",69,0.53201736979112,0.388099759838427,0.492300867030949,0.632036321072607,-0.173072912785024,-0.0174993108233481,3.69631382170815,69,0.53201736979112,0.388099759838427,0.492300867030949,0.632036321072607,-0.173072912785024,-0.0174993108233481,3.69631382170815,69,0.53201736979112,0.388099759838427,0.492300867030949,0.632036321072607,-0.173072912785024,-0.0174993108233481,3.69631382170815,-137,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",15,0.669211637658467,0.499012387253361,0.648798689811661,0.394550593882611,0.0207625263108965,-0.0567676219154116,0.262202475834379,15,0.669211637658467,0.499012387253361,0.648798689811661,0.394550593882611,0.0207625263108965,-0.0567676219154116,0.262202475834379,15,0.669211637658467,0.499012387253361,0.648798689811661,0.394550593882611,0.0207625263108965,-0.0567676219154116,0.262202475834379,-30,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",92,0.187392088845061,0.0908835422408559,0.230658691222466,0.183010875276546,-0.00138058228892992,-0.0413204850209364,0.396867863973584,92,0.187392088845061,0.0908835422408559,0.230658691222466,0.183010875276546,-0.00138058228892992,-0.0413204850209364,0.396867863973584,92,0.187392088845061,0.0908835422408559,0.230658691222466,0.183010875276546,-0.00138058228892992,-0.0413204850209364,0.396867863973584,-179,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",4,0.651914916373734,0.679721667196879,0.273526936060497,0,0.0766598035611644,0.198896935648072,0.220626614527358,4,0.651914916373734,0.679721667196879,0.273526936060497,0,0.0766598035611644,0.198896935648072,0.220626614527358,4,0.651914916373734,0.679721667196879,0.273526936060497,0,0.0766598035611644,0.198896935648072,0.220626614527358,-5,"2013","Europe and Central Asia","Kosovo","Lower middle income"
