"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",20,0.382380429179937,0.371245918801508,0.165319735058736,0.194808329988101,-0.0683299705195896,-0.0788875249525492,0.664014397968806,11,0.446736031914566,0.432263312389054,0.138979202434112,0.0856809330863342,0.049604614448082,0.0459961465771497,0.638723840743498,4,1.04347501849164,0.962507858610498,0.723602153589943,1.08323207535774,-0.34165621338677,-0.160440605988385,1.73105187966191,8,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",4,0.151346547498901,0.156011475829017,0.0424669019768985,0.0261093993837783,0.0117600619700763,0.0239700916963916,0.485284836166902,10,0.198824838647068,0.242549678406675,0.117311779140306,0.149137721641972,0.0145173137672559,0.0212518065123187,0.578712462444975,17,0.46750752508158,0.483870967741935,0.193350346736981,0.26258389261745,-0.115067234067803,-0.137494859126252,0.980992254187992,5,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",3,0.388348517383219,0.403756401995347,0.0782666951843785,0.114369458055157,0.0112754737502934,0.0136576782843723,0.931120236804199,NA,NA,NA,NA,NA,NA,NA,NA,1,0.42571306939123,0.42571306939123,NA,0,0,0,1,1,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",4,0.12295222139679,0.112799898747409,0.0236809935137346,0.0381026104158604,-0.00648622561400358,-0.00303192525979204,1.27685820090378,1,0.522193211488251,0.522193211488251,NA,0,0,0,1,3,0.636593669386772,0.397058823529412,0.53471836887072,0.78022610344479,0.0627603521740098,0.0377476126701625,0.928571428571428,1,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",2,0.139316240605789,0.139316240605789,0.110107540112588,0.155715576546762,-0.0820586480837455,-0.0642635712732668,3.36963604800669,4,0.0859719213973765,0.192105402021479,0.332114657328844,0.609530561055971,0.118013854261635,0.0783987059378844,3.21262559231794,3,0.32873564454125,0.310520003961605,0.185836518209863,0.150877461483522,0.081451344787571,0.058959943926677,0.345529479484838,0,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",1,0.617940199335548,0.617940199335548,Inf,0,2.05097049423688e-32,0,1,1,0.327586206896552,0.327586206896552,NA,0,0,0,1,1,0.546448087431694,0.546448087431694,NA,0,0,0,1,2,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Cameroon","Cameroon2009",2,0.0909812775914254,0.0909812775914254,0.107615818614589,0.152191750210635,0.0267263561345506,0.0267263561345506,0.740072202166065,1,0.746601369898867,0.746601369898867,NA,0,0,0,1,1,0.217391304347826,0.217391304347826,NA,0,0,0,1,1,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",34,0.294458248050992,0.264996412818963,0.207165048482191,0.233050847457627,-0.0125213459695773,-0.0211720500992584,0.996218796745253,25,0.470860220676934,0.449866201347292,0.195131502634731,0.307378542567354,0.0661100936865916,0.041768896543097,0.243716782721615,9,0.38555562322594,0.34076972097883,0.222410754328326,0.404419444790479,-0.152261228406108,-0.122500476010104,0.88147610475938,4,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",5,0.369812185037042,0.33321665559874,0.205713264609036,0.375692054466557,0.0671061000655547,-0.0084787651165629,0.358314670822934,8,0.368968631717807,0.336603841187907,0.210284908627545,0.285775606307364,-0.110186481096753,-0.112982568054979,1.35276706557622,108,0.339581726624888,0.295767028279485,0.184711851574463,0.277327935222672,-0.049112477208049,-0.0602103791288566,0.593610726080667,0,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",26,0.308754304465211,0.23755106313728,0.167212089395977,0.199047004891549,0.00783177069882136,0.0124985746175407,0.802276974982186,13,0.340459791265355,0.251780533666117,0.204793327182801,0.222371786243101,0.055959634655135,0.0343607525707935,0.348123837516742,7,0.302313925951532,0.165512944933671,0.301654111240459,0.423364519741357,0.165437389364394,0.0616599851783221,1.17447133303231,2,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",9,0.408358019941583,0.461461583427093,0.163317623618844,0.226917504249712,0.0576391400991253,0.0860960830311178,0.307769274342528,2,0.759237615751146,0.759237615751146,0.600242940570294,0.848871707273218,0.106108963409152,0.106108963409152,0.8,1,0.27027027027027,0.27027027027027,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",1,0.284023668639053,0.284023668639053,NA,0,0,0,1,2,0.0783521168028547,0.0783521168028547,0.0929902498669849,0.131508072530353,-0.0308458508347194,-0.0396266046366295,2.9585870482842,4,0.449130734677823,0.519743964022896,0.286015293587766,0.309544507804597,-0.42388226306005,-0.362708786118833,8.27941427206568,3,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",3,0.344012713044441,0.349021092617813,0.176987613330659,0.214897104352577,0.0366489179444604,-0.0219501065962645,0.421883664238681,2,0.40791010937484,0.40791010937484,0.029725815754214,0.0420386517922133,-0.00209548569813596,-0.00210193258961066,1.11385153882961,NA,NA,NA,NA,NA,NA,NA,NA,2,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",1,0.297619047619048,0.297619047619048,NA,0,0,0,1,1,9.09090909090909,9.09090909090909,NA,0,0,0,1,1,0.0626675117710974,0.0626675117710974,NA,0,0,0,1,2,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Ecuador","Ecuador2010",7,0.344888384763566,0.437018382657573,0.209939698782635,0.325817461011794,-0.138022640867946,-0.0544025208163479,3.55337566611956,1,0.634920634920635,0.634920634920635,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",13,0.105444975180792,0.0872599046643333,0.0632479291359632,0.0495178225923632,0.0484640727490594,0.0666639612909068,0.621934534995935,38,0.335664145586782,0.355247760895382,0.187426238032678,0.35474336793541,-0.112813358603554,-0.0404219554007333,1.23232209976295,27,0.358802770087321,0.135373983259815,0.373494774097325,0.665086047975789,-0.203643539797053,0.0090077587784237,1.69681254689538,11,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",6,1.34104165401282,0.459630717983158,1.84670650140803,3.99299525298136,0.135085831228919,0.112806282056226,0.854826484178618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",7,0.105956949672692,0.0525586397305438,0.203584676764992,0.27529304082247,0.0501585956844982,0.0466193037812858,5.18872939925572,7,0.351851462887071,0.267520441977346,0.429009486693631,0.407157038675762,0.0715593011522838,0.04582755774064,0.907142857142857,NA,NA,NA,NA,NA,NA,NA,NA,1,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Ghana","Ghana2013",15,0.208459278516056,0.134500667245174,0.219988741386919,0.177325508345169,-0.016585412941081,0.018773473475226,0.490074756172988,1,0.106508875739645,0.106508875739645,NA,0,0,0,1,1,0.0876643706950532,0.0876643706950532,NA,0,0,0,1,0,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",8,1.5726302969443,1.49842895380864,1.18993293932384,1.60476871873321,-0.30336305858383,-0.0274499781842378,1.05188717784396,1,0.299465240641711,0.299465240641711,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",29,0.287746841718588,0.249219517841845,0.178430901470568,0.281772349850488,-0.02104080547383,0.0364911319935926,1.09597983464772,323,0.333283832603644,0.294078959980414,0.275507694882899,0.332399084680303,0.0132393473666611,0.0336391986428495,0.884615384615385,142,0.327973488717805,0.312061163402957,0.187969583637073,0.270300682530899,0.017967263224682,-0.0359656748467592,0.483457427038888,3,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",17,0.312061030228327,0.235261942673168,0.258747809321225,0.289034790848788,0.0744887957338122,0.0572308268356489,0.48166756975527,10,0.318195694292184,0.348959666143151,0.23072276527775,0.295099858125068,-0.0128959236956029,-0.149719683707284,0.681318031989873,61,0.471695477560318,0.448478023934678,0.317626615595624,0.37044356609574,-0.0620221086141841,-0.0207918932302295,1.01493655426162,3,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",7,0.405673105153634,0.360625553771483,0.183668137862948,0.162307176391683,-0.0200745398952935,-0.0252914064283517,1.8140420727854,20,0.283855054549412,0.20867401849169,0.206870761628964,0.243703103372915,-0.0344766764620123,-0.0496278964581744,0.818181818181818,NA,NA,NA,NA,NA,NA,NA,NA,0,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jordan","Jordan2013",7,0.315567539017881,0.30167784004863,0.283964374525826,0.513191211304419,0.0886601981671128,0.054334098721318,0.808540535391064,NA,NA,NA,NA,NA,NA,NA,NA,1,0.123711340206186,0.123711340206186,NA,0,0,0,1,0,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",3,0.322397381433097,0.256607139544375,0.18520851162694,0.361904733268788,-0.00541835048881178,-0.00515679306674486,1.06632282930299,4,0.444104334773406,0.557707546558778,0.251034491532322,0.470627406944125,-0.171815267731923,-0.132648851426042,0.789972768234288,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",6,0.184595847106837,0.0317984112501508,0.258166785281492,0.472748144179995,-0.0662473810642461,-0.0198134585353175,3.19429482541387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
