"countryOnly","country","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",5,0.0655692751356217,0.0835388051367951,0.0395148871906772,0.07216,-0.0248169589603666,0.0128334748319795,0.898308580858087,2,0.475,0.475,0.318198051533946,0.45,-0.0375,-0.0375,1.2,1,0.12,0.12,NA,0,0,0,1,2,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",5,0.577575563490859,0.537032006044479,0.31154406023183,0.217587939698493,-0.372829855264436,-0.376069460547867,1,10,0.331812209945151,0.208635522277899,0.285152302616434,0.566666666666667,-0.195795728528093,-0.151248562072323,2.35380542325201,8,0.347082854055021,0.42725408877829,0.2110641305784,0.128571428571429,0.0177529121393661,0.0955385315694616,0.135845120026082,5,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",1,0.189,0.189,NA,0,0,0,1,13,0.0860448393354601,0.0196635076725302,0.109419029960089,0.234671595124536,0.0071519412015566,0.012939113448507,0.275623918241188,13,0.0124878927810868,0.00290667557348014,0.0235733080879121,0.00837854748603352,-0.00173475170033351,-0.00153650224850272,0.747971068785243,2,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",NA,NA,NA,NA,NA,NA,NA,NA,7,0.183634511207904,0.183562695104387,0.0927674684706107,0.166666666666667,-0.0241448344525175,-0.0248810599494402,1.47689077280944,3,0.249385964912281,0.26,0.0211778076844485,0.0381578947368422,-0.0042902711323764,-0.0042902711323764,1,0,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",1,0.105555555555556,0.105555555555556,NA,0,0,0,1,101,0.255911144217947,0.197911413385952,0.16690340972371,0.276023391812865,-0.106332012373177,-0.0649715638071974,1.92307692307692,35,0.121149464070954,0.149384216201084,0.0742501143532992,0.0925,0.0546915249512829,0.0263481473586674,1.11380866796337,8,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",3,0.319325737791268,0.39132486102702,0.252788227242909,0.429768853144199,-0.137760977356704,-0.0952533762017315,2.53929320504226,4,0.0625235497315895,0.0564802421997507,0.0456786083709837,0.0555316255574311,-0.0321685331882718,-0.0449224599083016,2.39830711251393,6,0.140166540760263,0.117461542573308,0.0727080453901247,0.102519324363012,-0.0166110182862596,-0.0177468131511008,1.71419078300717,1,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",5,0.279502500436,0.260235950351974,0.152102187026983,0.2037,-0.0109807399634276,-0.00591482120051086,0.698701346840492,9,0.353532666258568,0.297964512482304,0.229268537106456,0.165333333333333,-0.00938301266167131,0.00338768940857158,1.3498973013637,17,0.297106760911256,0.319476634855576,0.127819319725648,0.113636363636364,-0.0128994902234867,-0.0077335394431571,0.894588199139917,0,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",3,0.258119658119658,0.278888888888889,0.107517649218062,0.161111111111111,0.055269463219254,0.0542673107890499,0.162264150943396,11,0.210643102129793,0.199333333333333,0.124466582809949,0.200214822771214,-0.0553566745610088,-0.0521634211425349,0.396363636363636,4,0.307741615164584,0.31047418967587,0.0746661195046801,0.166666666666667,0.018661614937746,0.018142232017185,0.4625,0,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",18,0.144056919292178,0.122610864801372,0.101198824547198,0.1875,-0.0171512748234044,-0.0338885151547867,0.576949159747379,82,0.139154391943277,0.113897627496328,0.106962267520097,0.180555555555555,-0.00840394817211297,0.016115029986249,0.936094125164297,56,0.115389239528397,0.0844836553073099,0.0937519628653917,0.142380952380953,0.0481513480065342,0.0637338751713088,0.663580658680017,1,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",3,0.299002133225881,0.309135132923275,0.0655077560127526,0.0492424242424242,-0.0536501231751431,-0.0609633095662507,1.7743069146082,9,0.201782653616286,0.210526318078997,0.0954117553332848,0.173066578877675,-0.0107036420226453,-0.00870082699060364,1.48076921701431,5,0.288506747828334,0.285714285714286,0.00942275092856712,0.014285714285714,-0.0026643141801666,-0.00377989657401422,NA,1,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",NA,NA,NA,NA,NA,NA,NA,NA,7,0.0861325583858028,0.0913784643840445,0.037124893357553,0.05792849864225,0.0101411327100806,0.00105435298332721,1.03665312742951,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",NA,NA,NA,NA,NA,NA,NA,NA,18,0.192886245085546,0.180427620141779,0.0974430716055303,0.117222222222222,-0.0322890289410111,-0.0320639074465451,1.57886441968237,8,0.185433033223326,0.170492845599124,0.0717569679574922,0.083333333333334,0.00115360379259353,-0.000991822991822996,0.584525703184202,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",1,0.166475,0.166475,NA,0,0,0,1,4,0.129184206906425,0.11206992147807,0.122106683626715,0.196664891928317,-0.0590007071716537,-0.0343739799793717,1.30618213235654,2,0.0328903514518329,0.0328903514518329,0.0494255338770185,0.0698982603364105,0.0477876913462791,0.0338396339723892,0.287351002217917,1,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",1,0.217877094972067,0.217877094972067,NA,0,0,0,NA,3,0.19233404389848,0.206041490321536,0.0849744702650411,0.180952380952381,-0.0589417420491158,-0.0630316494413858,7.06251763451312,2,0.126101646904391,0.126101646904391,0.0669108494764692,0.0946262307995274,-0.00104288675199125,-0.00121315680512214,1.03588889362525,1,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",NA,NA,NA,NA,NA,NA,NA,NA,2,0.133333333333333,0.133333333333333,0,0,0,0,1,1,0.75,0.75,NA,0,0,0,1,18,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",NA,NA,NA,NA,NA,NA,NA,NA,3,0.159119680306772,0.131683780081697,0.116859781038045,0.227380952380952,-0.0524259201189987,-0.0516759531479531,2.99006138553368,3,0.0974097505245601,0.106403714872128,0.0345838684081062,0.0681333333333333,0.0168482220866276,0.017407835581246,0.365425023797575,1,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",1,0.166666666666667,0.166666666666667,NA,0,0,0,1,80,0.264225799359617,0.25,0.176172577813522,0.204166666666667,-0.0331032189308214,-0.0723531290690877,1.98113520020169,56,0.227413207882154,0.28083652687025,0.123515432630525,0.109243697478992,-0.0707093216969382,-0.0639363461312763,0.909235536520125,5,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",1,0.285714285714286,0.285714285714286,NA,0,0,0,1,1,0.046973500363521,0.046973500363521,NA,0,0,0,NA,6,0.0860963816416789,0.106266297813943,0.0600449537061683,0.123627167630058,0.0195940527365563,0.005459805620558,0.573012214020212,2,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",2,0.0686806310726051,0.0686806310726051,0.0914722256857287,0.12936126214521,-0.00718673678584501,-0.00718673678584501,1.125,5,0.0429121459329385,0.0365150436692381,0.0260553582489328,0.0179189312796683,0.00114198079451346,0.0036603823136987,0.721355630781036,8,0.0884267431087646,0.0974652106073714,0.0430042209765811,0.0456470588235294,-0.0272684557348109,-0.0343110547341221,1.01063733937465,3,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",11,0.133052007834245,0.103067956274304,0.0906963837017058,0.0868155935173018,-0.00352095475632801,-0.00313941985076559,0.958576805698437,8,0.167921715119843,0.170288130908883,0.0946216554305529,0.159051178969976,-0.0542328171460949,-0.0598936911393137,1.10560849648565,8,0.172897722940389,0.158146512292831,0.15678718179279,0.134047619047619,-0.0205427228952556,-0.0260169986519311,3.93579478058474,0,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",NA,NA,NA,NA,NA,NA,NA,NA,17,0.215062355836346,0.192952009963739,0.143901695815353,0.276670442894737,-0.00763321790646339,0.0438889902577845,0.264993982502836,6,0.136676322335641,0.13792492614617,0.0676882231496381,0.0675668789808917,-0.0186032951370959,-0.0171256014163874,1.15148923480666,0,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",3,0.532927886878221,0.46234309623431,0.160989976597832,0.253030303030303,-0.0819783258056097,-0.0602453102453103,3.5,124,0.14690432577382,0.115901775767309,0.111673442462745,0.155083378160301,-0.0436512350265912,-0.0289629314564008,1.33244161814109,15,0.195751389606172,0.203700572561987,0.0341959634899599,0.00863590519415031,-0.00516074137432653,-0.00713648930478347,0.994556847142041,10,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",12,0.174893442569606,0.185473154720417,0.0972906185434087,0.166666666666667,0.0565787037551527,0.0847997170601982,0.529340481979298,37,0.130705891965424,0.113204787235945,0.108678652693248,0.203333333333333,0.0361313538741618,0.0303386492624257,1.22029477613593,90,0.173235596657556,0.149798110316554,0.147003134439186,0.154609929078014,-0.0114113270443107,-0.0193615123541203,0.884682286075516,0,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",2,0.0738621898451577,0.0738621898451577,0.0177528936553218,0.0251063829787234,-0.00933230652188426,-0.008749194068343,3.06016487752279,98,0.197217614579046,0.136168141817251,0.172510751789992,0.206185771619296,-0.0765523850475384,-0.0726778711305164,2.41116044492567,28,0.198511185147424,0.157913956955636,0.141246677768521,0.112006415,-0.0541734443365445,-0.103304558300709,2.88339909294488,2,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",4,0.15417176374009,0.148105968206238,0.0421086482076721,0.0816666666666666,0.0189985613216488,0.0195157456922163,1.52345388971662,42,0.201236661458502,0.169415161882757,0.124719689956153,0.180952380952381,-0.0436401637421095,-0.0494301766732495,1.42439656164515,30,0.239986501772116,0.18323949102763,0.174325244262133,0.215376668101593,-0.0713546699925059,-0.0547683877834515,0.125039025884154,3,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",10,0.256663357260487,0.198265147165913,0.21962906379862,0.262,0.0775803807705043,0.0799785447893443,0.346153846153846,2,0.113713065432548,0.113713065432548,0.00339955183262764,0.00120192307692307,0.00162932275496531,0.00149428274428275,0.426776834310293,18,0.243144035505906,0.163790503490736,0.182155626686095,0.347222222222222,-0.0918265960313812,-0.112548726029126,0.79938383281969,3,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",4,0.172824714432503,0.183341707683626,0.0752874199467235,0.133333333333333,-0.0554707216667583,-0.0553825301204819,2.02271161404655,10,0.224076308294359,0.151645639988255,0.203537290505179,0.141428571428571,-0.141208329353118,-0.122353746377249,1.23885284135396,6,0.289537635302733,0.330160257539806,0.152535309417357,0.266666666666667,-0.0757645496871968,-0.0840154272909821,1.8,0,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",NA,NA,NA,NA,NA,NA,NA,NA,6,0.153238858157478,0.0773780318675224,0.193108887857489,0.123333333333333,-0.0528502405431536,-0.0423355002859009,1.85051590167404,1,0.122137404580153,0.122137404580153,NA,0,0,0,1,0,"2013","Europe and Central Asia","Czech Republic","High income"
"Djibouti","Djibouti2013",NA,NA,NA,NA,NA,NA,NA,NA,6,0.16304492830479,0.102434169590122,0.139389390764573,0.201725987460815,-0.0046217233989108,-0.00254217707579778,0.810703340260589,2,0.188231363636364,0.188231363636364,0.147702392927286,0.208882727272727,0.0348137878787879,0.0348137878787879,0.75,0,"2013","Middle East and North Africa","Djibouti","Lower middle income"
"Dominica","Dominica2010",1,0.457142857142857,0.457142857142857,NA,0,0,0,1,8,0.260041916086046,0.264998982654925,0.118262775173242,0.133667960201834,-0.00837839983841376,-0.00837839983841376,0.676470588235294,5,0.165914016649563,0.187755102040816,0.0633253681387719,0.121471857878134,0.052376724872553,0.0548100643061626,0.0392857142857143,1,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",1,0.192,0.192,NA,0,0,0,1,16,0.149072320044052,0.122949358499857,0.0807227412728383,0.088888888888889,-0.0154705388414541,-0.0265173806614396,0.988183249670552,3,0.252047406688326,0.226998493666731,0.21172366400801,0.421767861577516,0.0749889148798119,0.078644744183448,0.571733171571493,2,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",17,0.163225854338429,0.0997993551836094,0.141476824611029,0.243844193262411,-0.140011849367019,-0.139093629804798,0.735963160933046,8,0.135961377210787,0.117117978485575,0.139525216521654,0.165206349206349,-0.0624944165045145,-0.0736247854467175,4.4893177001732,10,0.226061205287127,0.215958300902395,0.159565634452436,0.313903743315508,0.0432445533123576,0.0379224577907668,1.29659594283298,0,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",1,0.166666666666667,0.166666666666667,NA,0,0,0,1,16,0.0863676728251258,0.064807805796127,0.0363707591852335,0.0618421613394216,0.0172215431436599,0.00809214279155479,3.34385322317278,7,0.146879397588199,0.12632047122016,0.10584927335798,0.124528301886792,0.078908192102509,0.108533796385261,0.493432740096817,4,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",54,0.179295128120829,0.149883321097979,0.144622760080333,0.252,-0.0483637907547266,-0.0258877568195548,1.00677102912171,78,0.143460633205194,0.123682092285681,0.107429517854453,0.1083,-0.0386988501976623,-0.0549530633254069,3.08519251275189,61,0.1767149188695,0.131127955806484,0.152675324204606,0.219230769230769,-0.0639467298104607,-0.0514047412831365,1.27834849202637,13,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",1,0.172,0.172,NA,0,0,0,1,23,0.219780588207702,0.166419134238811,0.151647169686484,0.244263450292398,-0.099019625684483,-0.0415201493911068,NA,8,0.340111262860596,0.243844721335191,0.288275111790078,0.303700534759358,-0.0992994892896993,-0.0537814932060839,1.27279672720469,1,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",4,0.106851079041735,0.0950373063597281,0.0865364647724443,0.060728602477511,0.0367137340278704,-0.00192223448284042,0.527864703510981,8,0.238467477018015,0.202212168831269,0.113121143425601,0.234324991057233,-0.0232844979457553,-0.0129174552973452,0.956232963893087,1,0.045,0.045,NA,0,0,0,1,0,"2013","Europe and Central Asia","Estonia","High income"
