"countryOnly","country","N","mean","median","sd","iqr","OPcov","OPcovNoWeights","indAlloc","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",18,6099.03432425793,3271.77895128186,6916.39047252353,8458.89294883583,856.103418100767,-523.533431652679,0.0606892345227203,54,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",6,43712.7409842692,18535.2071991201,54014.673888622,114520.81809131,-19801.6417354565,-8835.21300223592,0.711139198085563,0,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",10,1015621.89527099,10498.7041303459,1904448.62620005,1372199.75556086,-542257.982811615,-599556.620481522,0.180416289735199,3,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",12,60282.6852914196,57045.0152956598,38607.6337680019,77248.6772486772,-82.5139489678829,-600.683627481755,1.08822635369895,1,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",23,38952.1926961123,18664.9187017386,44957.3997382221,47407.1832214349,9856.00922617781,12927.6355766845,1.12590205638782,1,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",16,19574.8777487766,17099.5118843431,16398.0538724195,11196.3593075475,-2976.31654599931,-412.772234195994,4.21325332298544,12,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",8,11098.054633171,6126.93910095574,11733.428331974,10374.6220043956,2806.6831614354,3423.04416848369,3.52902239384933,29,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",23,151963.307641317,82303.1686752109,163618.586779274,322666.666666667,46968.5272168373,20738.1752045812,1.47805106036754,2,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Barbados","Barbados2010",4,55154.4128888106,55422.013927377,2517.40983351829,2231.85606060606,-1886.5136818762,-1246.77762392836,0.341925886952861,2,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",10,35437.8233175486,28363.2569842024,33304.7404746984,26046.4172828422,-14139.3710938819,-8913.46185803485,0.450931711216234,2,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",37,60151.2380996049,32917.0569420925,57085.9013627086,61221.8988400901,6052.38643630401,5300.75243542891,0.997223400234864,6,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",22,69273.9319541501,43541.8110881715,49512.3487184139,79020.0918643024,18101.518578597,1506.73759718807,2.29809702032381,6,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",7,16347.0423759355,5224.64111878537,43408.3593175848,7258.62614751504,-5696.10815857658,-7051.95202753201,0.87302873884499,8,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",26,55054.9574489806,44795.6427717912,38411.8501434321,55903.8857105285,5263.74730456003,7962.21829438076,0.998915195535903,4,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",27,80073.099402024,105526.052145007,56863.636911908,91455.911859006,-36656.5447981583,-15198.4352484985,1.22175999332211,4,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",23,30825.0329655118,19659.1715228783,24352.6023350921,31287.256756761,21586.3139924392,24943.30883206,1.1512115616714,5,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",49,41601.2452208367,23876.78102503,45023.8400408897,60089.8217203597,-10773.0803480981,-7963.6337728007,1.5211964098809,3,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",11,21044.3386042785,20081.6712967638,11585.0862015742,9804.25966707896,3122.80701698697,4115.00332776037,1.12983018882335,1,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",16,13624.2016150778,6927.09903846813,17674.8033804663,5724.64256395684,-43.0603786387107,377.23645015271,0.361523079635198,4,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",1,29438.9227380645,29438.9227380645,Inf,0,0,0,1,10,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",120,81956.458497746,47899.671048525,91492.8884132953,56371.3339233452,-8542.41256555067,-2504.81249348046,0.800596803498719,12,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",17,53367.2408127295,28852.3629255292,49968.8246568089,56115.2692520439,31747.8117622813,-951.256101235246,0.894765432048939,2,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",7,16963.1620434038,4200.74614330484,29424.6457448653,45730.3635263109,12879.1299555726,10126.855371971,0.267494771181022,3,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",6,58279.8616762339,61477.2623579807,26113.6930270754,0,-13191.0020978448,5850.42275691982,0.258088280429142,8,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",32,53302.2650214247,41501.9123099775,47295.1322760291,60328.8851739597,-4476.13419865479,-2605.2035641706,1.47526155484176,5,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",14,86250.1763693125,62152.8449948371,60513.8345204723,59358.7233451235,-2993.98283768634,-27894.7497887751,0.0498336584969681,8,"2013","Europe and Central Asia","Czech Republic","High income"
"Djibouti","Djibouti2013",14,62264.1646706032,43317.4662759928,65165.5005552134,92733.1365562813,-28303.5732341615,-29362.6147441579,0.493306493181593,2,"2013","Middle East and North Africa","Djibouti","Lower middle income"
