"countryOnly","country","N","mean","median","sd","iqr","OPcov","OPcovNoWeights","indAlloc","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",60,0.567013399440956,0.584460317160929,0.669905830196979,0.972234913336079,0.225851887475366,0.111271302989182,2.28166129506576,0,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",107,-1.61012472023816,-1.79286854931198,0.902228437503841,1.0043861600115,-0.0177424397578843,-0.018894831631053,3.04324252886891,2,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",105,2.91432591772023,2.98557249746679,1.24427957570968,1.83274816527048,-0.228632912443504,0.399127922510683,0.56434999312237,0,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",63,-3.68326576614926,-3.84106197743357,0.84099461158908,1.08641050274317,0.411416953738045,0.296391369743094,2.05991001590541,0,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",96,1.06123169370785,1.02531160078462,0.717516118511718,0.67485488814259,0.230985741319286,0.314485489125352,1.33887539954039,2,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",102,1.30469714888651,1.26016590359124,1.34331812462728,1.58253119026226,0.171313886630868,0.544334471192146,1.479651420641,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",176,-1.11750654793629,-1.12752022301058,0.953031150197211,1.1573841314663,-0.0253757330371193,0.0954956579895097,1.2,0,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",57,-6.05804214556917,-6.14613536214762,0.928682920971653,1.10527711963915,0.622422299541627,0.33275249585431,0.437748770587486,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",34,-3.86031284659078,-3.90624718800149,0.419117093584271,0.580242733193762,-0.0644679592091822,-0.0695154036611042,0.554929256439722,0,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jordan","Jordan2013",29,3.16720155409585,3.02094836020987,1.01343692439149,1.55502593031238,0.00646078653102145,0.128442257948133,3.05706749296951,0,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",19,-0.778398119320816,-0.74855900179785,1.6382783918305,1.75228745874725,1.36208405401593,1.39611425661133,1.96260166629208,0,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",128,0.307878379062261,0.226324635666035,0.816554625181634,1.08671815236252,0.642331021886735,0.558023727031094,2.08260746680593,0,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Peru","Peru2010",72,1.49156791918144,1.51390965690028,0.64534664131383,0.822539126887541,0.379532273530027,0.321242491553925,2.00556188459529,0,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",44,0.138775050379081,0.380868601210051,1.17518906584369,1.6715415991382,0.672185690844189,0.534273234131352,1.14915840223849,0,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",21,-1.64243535660706,-1.73949985516322,0.618121232563948,0,0.028545288196482,-0.0162433266712288,2.10200061846782,5,"2012","Europe and Central Asia","Russian Federation","High income"
"Turkey","Turkey2013",20,2.32132421297824,2.45154354969549,0.873772794974718,0.870499470239814,0.3727437660782,0.55203763461757,2.76935202697245,0,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Vietnam","Vietnam2009",18,-5.82385148023698,-5.82158578874961,1.08937742987971,1.72313734557057,-0.0253726974857168,0.0360499220297193,0.216103902637691,0,"2009","East Asia and Pacific","Vietnam","Lower middle income"
