"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Small firms","mean_Small firms","median_Small firms","sd_Small firms","iqr_Small firms","OPcov_Small firms","OPcovNoWeights_Small firms","indAlloc_Small firms","N_Large firms","mean_Large firms","median_Large firms","sd_Large firms","iqr_Large firms","OPcov_Large firms","OPcovNoWeights_Large firms","indAlloc_Large firms","N_Medium firms","mean_Medium firms","median_Medium firms","sd_Medium firms","iqr_Medium firms","OPcov_Medium firms","OPcovNoWeights_Medium firms","indAlloc_Medium firms","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,2,37,-2.0402034557066,-2.10401408864021,0.532635788663253,0.586765416808916,-0.00481568243868143,0.014434284296946,0.957795406925743,11,-1.4267406408194,-1.39986809175522,0.470458465967781,0.248927449346709,0.285389674549915,0.423718465391161,0.710495343430519,35,-2.14374900710515,-2.13889278460345,0.974168274158836,1.04748907183801,0.046853388621426,0.0514245329449436,0.976283594372475,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,0,54,1.25508928974894,1.30548624542549,0.775572933697797,0.918458400886482,0.00461729760823566,-0.00219014720037824,1.12178839422962,18,2.01954554126931,1.86138550140988,0.808442194614007,0.780589495040561,0.206007943558536,0.183213511946149,1.15904288220903,61,1.4970740129777,1.25753079647363,0.712601937727022,1.05474797105371,0.0777630002231001,-0.00814117526207649,1.34703805810184,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,3,24,-6.86432810509533,-7.01153423041208,0.596144441860948,0.543890738144531,0.0389252892749964,0.0367462450852217,0.481868676818954,2,-5.69043162423025,-5.69043162423025,0.963877248273805,1.36312827697167,-0.186492794304498,-0.183914132607289,0.77299038886585,3,-7.13297875045384,-6.99056648886374,0.563015941809904,1.0879655998681,-0.194311324775871,-0.187203324976708,0.540453392657832,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,1,47,0.371103842338979,0.303058701196677,0.828395921557897,0.85113172520836,0.0985372890365575,0.018655588213799,0.956455452169359,6,-0.428732486473593,-0.328716879110673,1.32486601444111,2.33610787944089,-0.296004426942073,-0.267683671006866,1.80878552971576,33,0.470145724534763,0.216579677562658,0.696493631902375,0.686652669189986,-0.0788073542283259,-0.0487449785038406,0.774612243385937,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,8,-1.97330337799241,-1.88162724581661,0.477822221113155,0.683730698558803,-0.00678074475523574,0.0125773829194063,0.873030172475584,4,-0.992691166515551,-1.16235678962237,0.967522375376768,1.1590104813696,0.052254404297812,0.0827473902958438,0.954927012231139,19,-1.81063745357398,-2.09636919936067,0.938775083201602,1.24122338681909,0.107088386854987,0.035780733994849,1.17201924651296,"2014","South Asia","India","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,0,22,-4.16634433712705,-4.26964405878863,0.763528618002277,0.593562851753545,0.0966277346677967,0.105331309352653,0.971419728639721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,45,5,-0.764669093393499,-0.764311227567375,0.0148745080597009,0,0.000301844724117038,0.00319512585821452,1,32,0.605560441023181,0.568245878274775,0.859114037840162,1.02415698945391,0.00957689001029557,0.106806327984484,1.22258233056799,28,0.0267493580327267,-0.0425012076585255,0.353108455189941,0,0.00401932514779861,0.0301187896450886,1.29906073504625,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,1,19,-4.41583196577784,-4.41278533135591,0.55298282719025,0.732283350880513,0.187223613398546,0.133665298706067,1.07482157771137,NA,NA,NA,NA,NA,NA,NA,NA,4,-4.71808806692441,-5.15394738783267,1.13348557520489,2.23157663903055,0.158596347102396,0.142628964474561,0.927477114627634,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",NA,NA,NA,NA,NA,NA,NA,NA,0,39,-0.205306242850044,-0.993501884602156,3.36508509153062,4.44484747659742,0.770908598663083,0.0725334162431373,1.01271382261818,2,2.40152864703203,2.40152864703203,0.503729002541715,0.712380387155164,0.0423866855589133,0.0426424879635134,1.14119083020265,7,-2.69491234957377,-3.03082590769121,1.25614692647631,1.9605548504342,0.521115215139488,0.781677748405083,0.833333333333333,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Philippines","Philippines2009",NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,-1.35591114494725,-1.1352929066466,0.37915778870143,0.4105127530005,0.108764663549229,0.0667183460876678,2.12293924695,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,0,12,-0.853919329286811,-0.888077375783399,0.494729363000688,0.702878245146696,0.0125730734838611,0.0674892856513657,1.10214212818022,6,-0.98368471849908,-0.947856452146796,0.758942734670119,1.51602355809373,-0.53459690451066,-0.400293056051305,0.172296937911934,5,-0.761048237866127,-0.840922288135334,0.673164134637483,1.08784974902137,0.123222889498379,0.0764924380960146,1.08932534637702,"2012","Europe and Central Asia","Russian Federation","High income"
"Tanzania","Tanzania2013",NA,NA,NA,NA,NA,NA,NA,NA,5,13,-6.8581441032348,-6.8769158906173,1.10943103631629,2.47517655616757,-0.301309468779198,-0.212906125456797,0.593507614835757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Zambia","Zambia2013",NA,NA,NA,NA,NA,NA,NA,NA,0,10,1.001226561859,1.16827347427841,0.729965867067595,1.44570541011175,0.128034688909281,0.13691616969593,1.28128943011405,2,1.49676145856251,1.49676145856251,0.368402462961738,0.520999759532142,-0.0467544308359898,-0.0507013188806447,0.870208000024991,4,2.22720396702729,2.48340426325391,1.22395777322916,1.14427826761035,0.0880316810633068,0.114569468742186,1.70952878624356,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
