"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",9,32488.8849757436,26639.9175270205,14862.9000562666,15481.3960775443,7338.20441351765,14704.0411288748,0.715231516328197,2,69060.4552296756,69060.4552296756,80894.3712241008,114401.916904767,5200.08713203487,5200.08713203487,1.1,2,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",24,3546.32838427047,3317.27357094397,2380.29353683532,1478.71578185113,-1178.48372064507,-1655.49075118606,2.49201887679542,NA,NA,NA,NA,NA,NA,NA,NA,5,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",4,24957.303335418,27480.4658193102,22993.4776645043,31584.5336628458,-12786.6543762127,-15151.0495006807,0.472739073836899,1,131907.565181259,131907.565181259,NA,0,0,0,1,2,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",5,195341.067673934,90498.5610855808,195623.388725194,359308.520691193,163644.080720135,92318.1487541201,1.49158332692689,1,91683.1976120907,91683.1976120907,NA,0,0,0,1,1,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",17,43352.5553716065,36123.3819006541,26367.4570239989,46667.822973657,2268.94362596334,8844.60134912585,0.842625016343609,NA,NA,NA,NA,NA,NA,NA,NA,0,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",65,43734.160459344,22901.1513003113,43368.0707789508,89434.3211927691,5897.31760239926,7767.03098127947,3.03358376469947,1,2284731.30144687,2284731.30144687,NA,0,0,0,1,10,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",1,10887.0647345823,10887.0647345823,NA,0,0,0,1,2,29002.8905985908,29002.8905985908,21428.1715221724,30304.0107835132,7862.0914795486,9540.15154295785,3.09731800766284,4,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Guatemala","Guatemala2010",5,26784.0849407081,3779.55268552528,39279.6985574488,60081.2763784354,2051.26997408998,-6900.49383163065,1.49589506988973,1,60604.0920709685,60604.0920709685,NA,0,0,0,1,2,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",6,13583.9875083403,4395.67962800399,19666.658551659,30087.1786865378,14862.6951656452,11638.5107160274,2.85158074166304,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",166,17436.7547859505,13254.9497297156,13666.5830154356,15277.4603158282,356.668542508377,-120.050419031326,0.581044814164885,NA,NA,NA,NA,NA,NA,NA,NA,9,"2014","South Asia","India","Lower middle income"
"Jamaica","Jamaica2010",6,46081.6820610285,38872.5283787703,29533.1181624977,55248.2920411635,-3956.13067412403,-4306.2086777967,0.453754884741472,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Kenya","Kenya2013",5,19301.233584567,18723.5038206745,9217.25742292276,14194.494401534,-5518.98520213698,-4584.5636547602,0.579080341354818,1,14060.2421023427,14060.2421023427,NA,0,0,0,1,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Latvia","Latvia2013",5,26867.9177907185,18490.8106284251,27236.4270045664,26425.0867790409,-3428.57889132204,-3355.53014681912,2.19500674590254,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",6,63091.7254940531,56629.351246116,31230.5041067573,51412.5029058359,-505.338502438309,-249.002317964181,12.7418254822765,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",5,76302.2380825859,25958.2759934683,110134.066696348,84721.3834559429,78766.6851429047,30605.5208652838,6.11782764343225,1,4933.3473933734,4933.3473933734,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",4,13207.2008264431,13728.8856562559,5276.22155643894,5342.82516515036,1374.75892676603,2120.72665546538,0.835304540877615,NA,NA,NA,NA,NA,NA,NA,NA,3,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nigeria","Nigeria2014",4,2295.3938190303,1863.01701972457,2625.59312763628,3275.50772056472,106.863265489272,657.83038532948,0.218695081224376,1,595.546858284495,595.546858284495,NA,0,0,0,1,2,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
