"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",5,11270.6902976075,11404.9778933747,7858.17073651513,7274.91405672718,5.14199449056976,4440.8446496975,1.01123639843384,8,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",12,13508.1519926987,8852.73111424677,13962.8165919239,28107.4295814262,4734.61472115406,-1481.62429257862,34.579978557024,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",6,35610.1875095097,36728.8230800786,21021.2168439588,21203.1989059932,-728.245932249869,-2975.78714011876,0.79538380470387,14,1,28632.7354820119,28632.7354820119,NA,0,0,0,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",5,90537.4255499511,92040.6818465327,43210.2581892084,51303.7235761784,-34899.8414930524,-10305.7446054709,0.176097676842094,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",84,22632.2363586731,19748.0676889047,12497.1122524014,18571.2008866836,543.745969179858,2041.01389811463,1.25174858957463,19,1,11534.4421720075,11534.4421720075,NA,0,0,0,1,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",30,8162.12425825761,10353.3350264932,7603.28432415654,9725.0712649993,-5689.59704765306,-2804.56152120778,0.0649582230021301,21,1,6580.37671428438,6580.37671428438,NA,0,0,0,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",357,10482.3222219084,7618.19252818848,9198.53685866832,10253.9908601364,625.834160166643,554.594630199825,1.19129322565692,193,1,12117.8915197224,12117.8915197224,NA,0,0,0,1,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",4,7616.32390847659,5093.44471149383,7681.89274284245,6584.54137725649,-1974.97099259778,-2144.86717450535,0.335785263010314,2,1,12553.1056978779,12553.1056978779,Inf,0,0,0,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",1,12623.0195585097,12623.0195585097,NA,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Kenya","Kenya2013",6,117854.383586538,108313.022768205,85534.5791113206,118121.058032668,-24962.9340329445,1823.96624696034,6.12259243369911,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",17,31749.1225666373,33815.3786348426,21032.6835068677,28996.2276079987,10144.9588733378,20836.6762115839,33.022462335335,1,1,27020.375218805,27020.375218805,NA,0,0,0,1,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",8,32371.1866663748,2987.33606098584,48405.1756847153,76614.2486840521,-1048.01509465768,-4163.68510489817,1.20604204493648,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Pakistan","Pakistan2013",3,-20111.6734853649,-19216.1734598356,19112.4845287019,27397.3931724338,-2880.75408402398,-4260.39088208337,0.954158859022223,15,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",7,13263.2462567762,9679.43234570286,9163.23793581241,13258.662108491,628.168020479618,549.805327833082,0.888168390780543,5,2,78429.9897009199,78429.9897009199,2321.04490949979,3282.45318989163,650.297330072871,650.29733007287,1.65625,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",42,10620.7779718198,9094.62897401008,9888.61720794709,14699.156627716,-1540.880224963,-3488.12572844473,1.0203532979233,36,27,12620.7989371053,13415.953066555,21089.5021002431,20042.0470975483,12256.8890676208,12046.3653725194,0.876824181285998,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",41,16642.5460638372,10391.7952794664,13287.5257398881,13308.295139993,2335.08331701592,1742.78569858981,0.312662090037388,65,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",6,65399.6260054125,78191.9532979258,46439.8322095276,62126.1938900804,15675.0569874823,4934.196974378,11.9774731612921,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",8,119198.795423705,119798.883125858,31125.2877584096,50254.3774187657,2746.68820619077,529.619115854294,1.77427372371125,3,1,565611.384324053,565611.384324053,NA,0,0,0,1,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",9,25871.2399706282,10260.3912654122,33028.4254635748,47123.5948096294,5377.23139000009,8476.84520087587,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",9,14892.7013980661,12081.4420973816,14166.2324075544,25722.2444048319,7180.98023229312,3895.10315564294,1.67758192851164,7,2,31756.6852012572,31756.6852012572,27279.1372829375,38578.5259153677,-3230.18516840176,-3708.27510818155,0.765801391996048,"2009","East Asia and Pacific","Vietnam","Lower middle income"
